HOLE_ID,FROM,TO,LITH,VEIN
CH01226,0.0,0.4,AND,
CH01226,0.4,1.95,BX,V1
CH01226,1.95,4.95,QV,V1
CH01226,4.95,6.08,BX,V1
CH01227,0.0,1.5,BX,V1
CH01227,1.5,4.4,QV,V1
CH01227,4.4,5.95,BX,V1
CH01227,5.95,6.28,AND,
CH01228,0.0,0.35,AND,
CH01228,0.35,1.9,BX,V1
CH01228,1.9,4.7,QV,V1
CH01228,4.7,6.25,BX,V1
CH01228,6.25,6.34,AND,
CH01229,0.0,1.25,BX,V1
CH01229,1.25,4.05,QV,V1
CH01229,4.05,5.6,BX,V1
CH01229,5.6,6.68,AND,
CH01230,0.0,0.4,AND,
CH01230,0.4,1.95,BX,V1
CH01230,1.95,4.75,QV,V1
CH01230,4.75,5.54,BX,V1
CH01231,0.0,1.45,BX,V1
CH01231,1.45,4.35,QV,V1
CH01231,4.35,5.9,BX,V1
CH01231,5.9,6.18,AND,
CH01232,0.0,0.25,AND,
CH01232,0.25,1.75,BX,V1
CH01232,1.75,4.75,QV,V1
CH01232,4.75,6.04,BX,V1
CH01233,0.0,1.45,BX,V1
CH01233,1.45,4.65,QV,V1
CH01233,4.65,6.2,BX,V1
CH01233,6.2,6.4,AND,
CH01234,0.0,0.05,AND,
CH01234,0.05,1.6,BX,V1
CH01234,1.6,5.05,QV,V1
CH01234,5.05,6.6,BX,V1
CH01234,6.6,7.24,AND,
CH01235,0.0,0.05,AND,
CH01235,0.05,1.6,BX,V1
CH01235,1.6,5.3,QV,V1
CH01235,5.3,6.85,BX,V1
CH01235,6.85,7.21,AND,
CH01236,0.0,0.1,AND,
CH01236,0.1,1.65,BX,V1
CH01236,1.65,5.7,QV,V1
CH01236,5.7,6.49,BX,V1
CH01237,0.0,1.35,BX,V1
CH01237,1.35,5.75,QV,V1
CH01237,5.75,7.3,BX,V1
CH01237,7.3,8.23,AND,
CH01238,0.0,1.3,BX,V1
CH01238,1.3,6.0,QV,V1
CH01238,6.0,7.42,BX,V1
CH01239,0.0,0.05,AND,
CH01239,0.05,1.6,BX,V1
CH01239,1.6,6.55,QV,V1
CH01239,6.55,8.06,BX,V1
CH01240,0.0,0.2,AND,
CH01240,0.2,1.75,BX,V1
CH01240,1.75,6.85,QV,V1
CH01240,6.85,8.4,BX,V1
CH01240,8.4,8.89,AND,
CH01241,0.0,1.1,BX,V1
CH01241,1.1,6.05,QV,V1
CH01241,6.05,7.47,BX,V1
CH01242,0.0,1.35,BX,V1
CH01242,1.35,6.15,QV,V1
CH01242,6.15,7.7,BX,V1
CH01242,7.7,8.44,AND,
CH01243,0.0,1.4,BX,V1
CH01243,1.4,5.95,QV,V1
CH01243,5.95,7.5,BX,V1
CH01243,7.5,7.73,AND,
CH01244,0.0,0.75,BX,V1
CH01244,0.75,4.8,QV,V1
CH01244,4.8,6.35,BX,V1
CH01244,6.35,7.45,AND,
CH01245,0.0,0.7,BX,V1
CH01245,0.7,4.45,QV,V1
CH01245,4.45,6.05,BX,V1
CH01245,6.05,6.37,AND,
CH01246,0.0,0.75,BX,V1
CH01246,0.75,3.95,QV,V1
CH01246,3.95,5.5,BX,V1
CH01246,5.5,6.31,AND,
CH01247,0.0,1.15,BX,V1
CH01247,1.15,3.9,QV,V1
CH01247,3.9,5.45,BX,V1
CH01247,5.45,5.52,AND,
CH01248,0.0,1.45,BX,V1
CH01248,1.45,3.75,QV,V1
CH01248,3.75,4.74,BX,V1
CH01249,0.0,1.05,BX,V1
CH01249,1.05,3.1,QV,V1
CH01249,3.1,4.7,BX,V1
CH01249,4.7,4.81,AND,
CH01250,0.0,0.8,BX,V1
CH01250,0.8,2.45,QV,V1
CH01250,2.45,4.0,BX,V1
CH01250,4.0,4.74,AND,
CH01251,0.0,0.55,BX,V1
CH01251,0.55,2.0,QV,V1
CH01251,2.0,3.55,BX,V1
CH01251,3.55,4.54,AND,
CH01252,0.0,1.15,BX,V1
CH01252,1.15,2.4,QV,V1
CH01252,2.4,3.95,BX,V1
CH01252,3.95,4.16,AND,
CH01253,0.0,1.2,BX,V1
CH01253,1.2,2.35,QV,V1
CH01253,2.35,3.9,BX,V1
CH01253,3.9,4.91,AND,
CH01254,0.0,0.75,BX,V1
CH01254,0.75,1.85,QV,V1
CH01254,1.85,3.4,BX,V1
CH01254,3.4,4.25,AND,
CH01255,0.0,0.95,BX,V1
CH01255,0.95,1.95,QV,V1
CH01255,1.95,3.5,BX,V1
CH01255,3.5,4.91,AND,
CH01256,0.0,0.9,BX,V1
CH01256,0.9,1.9,QV,V1
CH01256,1.9,3.45,BX,V1
CH01256,3.45,3.85,AND,
CH01257,0.0,1.1,BX,V1
CH01257,1.1,2.2,QV,V1
CH01257,2.2,3.75,BX,V1
CH01257,3.75,4.82,AND,
CH01258,0.0,1.35,BX,V1
CH01258,1.35,2.5,QV,V1
CH01258,2.5,4.05,BX,V1
CH01258,4.05,4.8,AND,
CH01259,0.0,1.15,BX,V1
CH01259,1.15,2.35,QV,V1
CH01259,2.35,3.9,BX,V1
CH01259,3.9,4.86,AND,
CH01260,0.0,1.05,BX,V1
CH01260,1.05,2.35,QV,V1
CH01260,2.35,3.9,BX,V1
CH01260,3.9,4.8,AND,
CH01261,0.0,0.8,BX,V1
CH01261,0.8,2.25,QV,V1
CH01261,2.25,3.8,BX,V1
CH01261,3.8,4.94,AND,
CH01262,0.0,0.6,BX,V1
CH01262,0.6,2.25,QV,V1
CH01262,2.25,3.75,BX,V1
CH01262,3.75,4.38,AND,
CH01263,0.0,0.9,BX,V1
CH01263,0.9,2.7,QV,V1
CH01263,2.7,4.25,BX,V1
CH01263,4.25,5.64,AND,
CH01264,0.0,1.4,BX,V1
CH01264,1.4,3.35,QV,V1
CH01264,3.35,4.43,BX,V1
CH01265,0.0,1.3,BX,V1
CH01265,1.3,3.45,QV,V1
CH01265,3.45,5.0,BX,V1
CH01265,5.0,5.7,AND,
CH01266,0.0,1.35,BX,V1
CH01266,1.35,3.65,QV,V1
CH01266,3.65,5.15,BX,V1
CH01266,5.15,5.65,AND,
CH01267,0.0,1.45,BX,V1
CH01267,1.45,3.9,QV,V1
CH01267,3.9,5.4,BX,V1
CH01267,5.4,5.48,AND,
CH01268,0.0,1.35,BX,V1
CH01268,1.35,3.8,QV,V1
CH01268,3.8,5.19,BX,V1
CH01269,0.0,1.05,BX,V1
CH01269,1.05,3.55,QV,V1
CH01269,3.55,5.1,BX,V1
CH01269,5.1,5.51,AND,
CH01270,0.0,1.05,BX,V1
CH01270,1.05,3.55,QV,V1
CH01270,3.55,5.1,BX,V1
CH01270,5.1,6.28,AND,
CH01271,0.0,1.35,BX,V1
CH01271,1.35,3.85,QV,V1
CH01271,3.85,5.12,BX,V1
CH01272,0.0,1.3,BX,V1
CH01272,1.3,3.75,QV,V1
CH01272,3.75,5.3,BX,V1
CH01272,5.3,6.11,AND,
CH01273,0.0,1.05,BX,V1
CH01273,1.05,3.55,QV,V1
CH01273,3.55,5.05,BX,V1
CH01273,5.05,6.06,AND,
CH01274,0.0,1.35,BX,V1
CH01274,1.35,3.85,QV,V1
CH01274,3.85,5.4,BX,V1
CH01274,5.4,6.21,AND,
CH01275,0.0,1.2,BX,V1
CH01275,1.2,3.75,QV,V1
CH01275,3.75,5.14,BX,V1
CH01276,0.0,0.9,BX,V1
CH01276,0.9,3.5,QV,V1
CH01276,3.5,5.05,BX,V1
CH01276,5.05,5.51,AND,
CH01277,0.0,0.85,BX,V1
CH01277,0.85,3.6,QV,V1
CH01277,3.6,5.1,BX,V1
CH01277,5.1,6.55,AND,
CH01278,0.0,1.1,BX,V1
CH01278,1.1,4.0,QV,V1
CH01278,4.0,5.5,BX,V1
CH01278,5.5,6.26,AND,
CH01279,0.0,1.45,BX,V1
CH01279,1.45,4.45,QV,V1
CH01279,4.45,5.77,BX,V1
CH01280,0.0,1.0,BX,V1
CH01280,1.0,4.25,QV,V1
CH01280,4.25,5.8,BX,V1
CH01280,5.8,6.67,QV,V4
CH01281,0.0,0.85,BX,V1
CH01281,0.85,4.15,QV,V1
CH01281,4.15,5.75,QV,V4
CH01281,5.75,6.01,BX,V4
CH01282,0.0,1.35,BX,V1
CH01282,1.35,2.55,QV,V1
CH01282,2.55,4.25,QV,V4
CH01282,4.25,4.8,QV,V1
CH01282,4.8,5.93,BX,V1
CH01283,0.0,0.3,BX,V1
CH01283,0.3,2.05,QV,V4
CH01283,2.05,4.6,QV,V1
CH01283,4.6,6.15,BX,V1
CH01283,6.15,6.59,AND,
CH01284,0.0,0.45,QV,V4
CH01284,0.45,1.4,BX,V1
CH01284,1.4,4.95,QV,V1
CH01284,4.95,6.5,BX,V1
CH01284,6.5,6.96,AND,
CH01285,0.0,1.2,BX,V1
CH01285,1.2,4.65,QV,V1
CH01285,4.65,6.2,BX,V1
CH01285,6.2,6.9,AND,
CH01286,0.0,1.35,BX,V1
CH01286,1.35,4.65,QV,V1
CH01286,4.65,6.2,BX,V1
CH01286,6.2,6.26,AND,
CH01287,0.0,1.4,BX,V1
CH01287,1.4,4.45,QV,V1
CH01287,4.45,5.77,BX,V1
CH01288,0.0,1.2,BX,V1
CH01288,1.2,4.0,QV,V1
CH01288,4.0,5.55,BX,V1
CH01288,5.55,5.62,AND,
CH01289,0.0,1.2,BX,V1
CH01289,1.2,3.75,QV,V1
CH01289,3.75,5.3,BX,V1
CH01289,5.3,5.85,AND,
CH01290,0.0,1.25,BX,V1
CH01290,1.25,3.55,QV,V1
CH01290,3.55,4.77,BX,V1
CH01291,0.0,0.15,AND,
CH01291,0.15,1.7,BX,V1
CH01291,1.7,3.75,QV,V1
CH01291,3.75,4.77,BX,V1
CH01292,0.0,0.2,AND,
CH01292,0.2,1.75,BX,V1
CH01292,1.75,3.65,QV,V1
CH01292,3.65,4.53,BX,V1
CH01293,0.0,0.15,AND,
CH01293,0.15,1.7,BX,V1
CH01293,1.7,3.4,QV,V1
CH01293,3.4,4.43,BX,V1
CH01294,0.0,0.15,AND,
CH01294,0.15,1.7,BX,V1
CH01294,1.7,3.25,QV,V1
CH01294,3.25,4.8,BX,V1
CH01294,4.8,5.49,AND,
CH01295,0.0,1.25,BX,V1
CH01295,1.25,2.75,QV,V1
CH01295,2.75,4.18,BX,V1
CH01296,0.0,0.95,BX,V1
CH01296,0.95,2.4,QV,V1
CH01296,2.4,3.95,BX,V1
CH01296,3.95,4.68,AND,
CH01297,0.0,1.55,BX,V1
CH01297,1.55,2.95,QV,V1
CH01297,2.95,4.5,BX,V1
CH01297,4.5,5.34,AND,
CH01298,0.0,0.95,BX,V1
CH01298,0.95,2.4,QV,V1
CH01298,2.4,3.9,BX,V1
CH01298,3.9,4.12,AND,
CH01299,0.0,1.5,BX,V1
CH01299,1.5,3.0,QV,V1
CH01299,3.0,4.5,BX,V1
CH01299,4.5,5.39,AND,
CH01300,0.0,1.1,BX,V1
CH01300,1.1,2.65,QV,V1
CH01300,2.65,4.15,BX,V1
CH01300,4.15,5.0,AND,
CH01301,0.0,0.95,BX,V1
CH01301,0.95,2.6,QV,V1
CH01301,2.6,4.15,BX,V1
CH01301,4.15,4.72,AND,
CH01302,0.0,0.35,AND,
CH01302,0.35,1.85,BX,V1
CH01302,1.85,3.65,QV,V1
CH01302,3.65,4.55,BX,V1
CH01303,0.0,1.2,BX,V1
CH01303,1.2,3.15,QV,V1
CH01303,3.15,4.65,BX,V1
CH01303,4.65,5.81,AND,
CH01304,0.0,0.1,AND,
CH01304,0.1,1.65,BX,V1
CH01304,1.65,3.7,QV,V1
CH01304,3.7,5.2,BX,V1
CH01304,5.2,5.59,AND,
CH01305,0.0,0.05,AND,
CH01305,0.05,1.55,BX,V1
CH01305,1.55,3.8,QV,V1
CH01305,3.8,5.3,BX,V1
CH01305,5.3,6.08,AND,
CH01306,0.0,0.35,AND,
CH01306,0.35,1.85,BX,V1
CH01306,1.85,4.3,QV,V1
CH01306,4.3,5.8,BX,V1
CH01306,5.8,6.09,AND,
CH01307,0.0,1.5,BX,V1
CH01307,1.5,4.1,QV,V1
CH01307,4.1,5.55,BX,V1
CH01308,0.0,0.3,AND,
CH01308,0.3,1.85,BX,V1
CH01308,1.85,4.65,QV,V1
CH01308,4.65,6.15,BX,V1
CH01308,6.15,6.71,AND,
CH01309,0.0,1.15,BX,V1
CH01309,1.15,4.1,QV,V1
CH01309,4.1,5.6,BX,V1
CH01309,5.6,6.29,AND,
CH01310,0.0,0.3,AND,
CH01310,0.3,1.8,BX,V1
CH01310,1.8,4.95,QV,V1
CH01310,4.95,6.5,BX,V1
CH01310,6.5,6.55,AND,
CH01311,0.0,0.95,BX,V1
CH01311,0.95,4.2,QV,V1
CH01311,4.2,5.7,BX,V1
CH01311,5.7,6.64,AND,
CH01312,0.0,1.35,BX,V1
CH01312,1.35,4.7,QV,V1
CH01312,4.7,6.2,BX,V1
CH01312,6.2,6.36,AND,
CH01313,0.0,1.4,BX,V1
CH01313,1.4,4.8,QV,V1
CH01313,4.8,6.3,BX,V1
CH01313,6.3,6.92,AND,
CH01314,0.0,1.45,BX,V1
CH01314,1.45,4.8,QV,V1
CH01314,4.8,6.01,BX,V1
CH01315,0.0,0.9,BX,V1
CH01315,0.9,4.15,QV,V1
CH01315,4.15,5.65,BX,V1
CH01315,5.65,7.18,AND,
CH01316,0.0,1.55,BX,V1
CH01316,1.55,4.65,QV,V1
CH01316,4.65,6.15,BX,V1
CH01316,6.15,6.2,AND,
CH01317,0.0,0.3,AND,
CH01317,0.3,1.8,BX,V1
CH01317,1.8,4.7,QV,V1
CH01317,4.7,5.42,BX,V1
CH01318,0.0,1.35,BX,V1
CH01318,1.35,4.0,QV,V1
CH01318,4.0,5.55,BX,V1
CH01318,5.55,6.6,AND,
CH01319,0.0,1.3,BX,V1
CH01319,1.3,3.7,QV,V1
CH01319,3.7,5.2,BX,V1
CH01319,5.2,6.23,AND,
CH01320,0.0,1.25,BX,V1
CH01320,1.25,3.35,QV,V1
CH01320,3.35,4.85,BX,V1
CH01320,4.85,5.17,AND,
CH01321,0.0,0.95,BX,V1
CH01321,0.95,2.8,QV,V1
CH01321,2.8,4.3,BX,V1
CH01321,4.3,4.77,AND,
CH01322,0.0,1.4,BX,V1
CH01322,1.4,2.95,QV,V1
CH01322,2.95,4.45,BX,V1
CH01322,4.45,5.25,AND,
CH01323,0.0,1.4,BX,V1
CH01323,1.4,2.75,QV,V1
CH01323,2.75,4.25,BX,V1
CH01323,4.25,4.5,AND,
CH01324,0.0,1.4,BX,V1
CH01324,1.4,2.55,QV,V1
CH01324,2.55,4.05,BX,V1
CH01324,4.05,4.7,AND,
CH01325,0.0,0.95,BX,V1
CH01325,0.95,1.9,QV,V1
CH01325,1.9,3.4,BX,V1
CH01325,3.4,3.74,AND,
CH01326,0.0,0.15,AND,
CH01326,0.15,1.65,BX,V1
CH01326,1.65,2.5,QV,V1
CH01326,2.5,3.98,BX,V1
CH01327,0.0,1.2,BX,V1
CH01327,1.2,1.9,QV,V1
CH01327,1.9,3.28,BX,V1
CH01328,0.0,1.35,BX,V1
CH01328,1.35,2.0,QV,V1
CH01328,2.0,3.5,BX,V1
CH01328,3.5,4.04,AND,
CH01329,0.0,0.05,AND,
CH01329,0.05,1.55,BX,V1
CH01329,1.55,2.15,QV,V1
CH01329,2.15,3.4,BX,V1
CH01330,0.0,1.3,BX,V1
CH01330,1.3,1.85,QV,V1
CH01330,1.85,3.35,BX,V1
CH01330,3.35,3.93,AND,
CH01331,0.0,1.5,BX,V1
CH01331,1.5,1.95,QV,V1
CH01331,1.95,3.02,BX,V1
CH01332,0.0,1.35,BX,V1
CH01332,1.35,1.85,QV,V1
CH01332,1.85,3.35,BX,V1
CH01332,3.35,4.17,AND,
CH01333,0.0,0.2,AND,
CH01333,0.2,1.7,BX,V1
CH01333,1.7,2.2,QV,V1
CH01333,2.2,3.21,BX,V1
CH01334,0.0,0.3,AND,
CH01334,0.3,1.8,BX,V1
CH01334,1.8,2.3,QV,V1
CH01334,2.3,3.48,BX,V1
CH01335,0.0,1.25,BX,V1
CH01335,1.25,1.75,QV,V1
CH01335,1.75,3.25,BX,V1
CH01335,3.25,4.19,AND,
CH01336,0.0,0.3,AND,
CH01336,0.3,1.8,BX,V1
CH01336,1.8,2.3,QV,V1
CH01336,2.3,3.73,BX,V1
CH01337,0.0,1.15,BX,V1
CH01337,1.15,1.7,QV,V1
CH01337,1.7,3.2,BX,V1
CH01337,3.2,3.65,AND,
CH01338,0.0,0.1,AND,
CH01338,0.1,1.65,BX,V1
CH01338,1.65,2.3,QV,V1
CH01338,2.3,3.12,BX,V1
CH01339,0.0,1.3,BX,V1
CH01339,1.3,2.0,QV,V1
CH01339,2.0,3.5,BX,V1
CH01339,3.5,4.09,AND,
CH01340,0.0,1.1,BX,V1
CH01340,1.1,1.9,QV,V1
CH01340,1.9,3.4,BX,V1
CH01340,3.4,4.18,AND,
CH01341,0.0,1.25,BX,V1
CH01341,1.25,2.2,QV,V1
CH01341,2.2,3.7,BX,V1
CH01341,3.7,4.25,AND,
CH01342,0.0,1.5,BX,V1
CH01342,1.5,2.65,QV,V1
CH01342,2.65,4.08,BX,V1
CH01343,0.0,0.1,AND,
CH01343,0.1,1.6,BX,V1
CH01343,1.6,3.05,QV,V1
CH01343,3.05,4.19,BX,V1
CH01344,0.0,1.45,BX,V1
CH01344,1.45,3.15,QV,V1
CH01344,3.15,4.65,BX,V1
CH01344,4.65,5.24,AND,
CH01345,0.0,1.1,BX,V1
CH01345,1.1,3.15,QV,V1
CH01345,3.15,4.65,BX,V1
CH01345,4.65,5.58,AND,
CH01346,0.0,0.1,AND,
CH01346,0.1,1.6,BX,V1
CH01346,1.6,4.05,QV,V1
CH01346,4.05,5.15,BX,V1
CH01347,0.0,1.4,BX,V1
CH01347,1.4,4.3,QV,V1
CH01347,4.3,5.8,BX,V1
CH01347,5.8,6.56,AND,
CH01348,0.0,1.5,BX,V1
CH01348,1.5,4.8,QV,V1
CH01348,4.8,6.02,BX,V1
CH01349,0.0,1.0,BX,V1
CH01349,1.0,4.7,QV,V1
CH01349,4.7,6.2,BX,V1
CH01349,6.2,7.38,AND,
CH01350,0.0,1.3,BX,V1
CH01350,1.3,5.3,QV,V1
CH01350,5.3,6.74,BX,V1
CH01351,0.0,1.5,BX,V1
CH01351,1.5,5.65,QV,V1
CH01351,5.65,7.15,BX,V1
CH01351,7.15,7.22,AND,
CH01352,0.0,1.45,BX,V1
CH01352,1.45,5.65,QV,V1
CH01352,5.65,6.99,BX,V1
CH01353,0.0,1.05,BX,V1
CH01353,1.05,5.15,QV,V1
CH01353,5.15,6.7,BX,V1
CH01353,6.7,6.77,AND,
CH01354,0.0,1.15,BX,V1
CH01354,1.15,5.1,QV,V1
CH01354,5.1,6.6,BX,V1
CH01354,6.6,7.21,AND,
CH01355,0.0,1.5,BX,V1
CH01355,1.5,5.2,QV,V1
CH01355,5.2,6.4,BX,V1
CH01356,0.0,1.25,BX,V1
CH01356,1.25,4.65,QV,V1
CH01356,4.65,6.15,BX,V1
CH01356,6.15,6.91,AND,
CH01357,0.0,0.2,AND,
CH01357,0.2,1.7,BX,V1
CH01357,1.7,4.75,QV,V1
CH01357,4.75,6.09,BX,V1
CH01358,0.0,1.0,BX,V1
CH01358,1.0,3.75,QV,V1
CH01358,3.75,5.25,BX,V1
CH01358,5.25,5.57,AND,
CH01359,0.0,1.1,BX,V1
CH01359,1.1,3.6,QV,V1
CH01359,3.6,5.1,BX,V1
CH01359,5.1,5.79,AND,
CH01360,0.0,0.85,BX,V1
CH01360,0.85,3.1,QV,V1
CH01360,3.1,4.6,BX,V1
CH01360,4.6,5.96,AND,
CH01361,0.0,1.15,BX,V1
CH01361,1.15,3.25,QV,V1
CH01361,3.25,4.75,BX,V1
CH01361,4.75,5.26,AND,
CH01362,0.0,1.15,BX,V1
CH01362,1.15,3.1,QV,V1
CH01362,3.1,4.65,BX,V1
CH01362,4.65,5.63,AND,
CH01363,0.0,1.3,BX,V1
CH01363,1.3,3.1,QV,V1
CH01363,3.1,4.6,BX,V1
CH01363,4.6,5.59,AND,
CH01364,0.0,1.25,BX,V1
CH01364,1.25,3.0,QV,V1
CH01364,3.0,4.5,BX,V1
CH01364,4.5,4.88,AND,
CH01365,0.0,1.35,BX,V1
CH01365,1.35,3.1,QV,V1
CH01365,3.1,4.6,BX,V1
CH01365,4.6,5.04,AND,
CH01366,0.0,0.9,AND,
CH01366,0.9,2.45,BX,V2
CH01366,2.45,3.1,QV,V2
CH01366,3.1,3.98,BX,V2
CH01367,0.0,0.4,AND,
CH01367,0.4,1.9,BX,V2
CH01367,1.9,2.65,QV,V2
CH01367,2.65,4.2,BX,V2
CH01367,4.2,4.34,AND,
CH01368,0.0,0.4,AND,
CH01368,0.4,1.95,BX,V2
CH01368,1.95,2.8,QV,V2
CH01368,2.8,4.13,BX,V2
CH01369,0.0,0.7,AND,
CH01369,0.7,2.2,BX,V2
CH01369,2.2,3.2,QV,V2
CH01369,3.2,4.51,BX,V2
CH01370,0.0,0.05,AND,
CH01370,0.05,1.6,BX,V2
CH01370,1.6,2.65,QV,V2
CH01370,2.65,4.2,BX,V2
CH01370,4.2,4.32,AND,
CH01371,0.0,0.35,AND,
CH01371,0.35,1.9,BX,V2
CH01371,1.9,3.1,QV,V2
CH01371,3.1,4.65,BX,V2
CH01371,4.65,5.1,AND,
CH01372,0.0,0.05,AND,
CH01372,0.05,1.6,BX,V2
CH01372,1.6,2.9,QV,V2
CH01372,2.9,3.78,BX,V2
CH01373,0.0,0.7,AND,
CH01373,0.7,2.25,BX,V2
CH01373,2.25,3.65,QV,V2
CH01373,3.65,4.8,BX,V2
CH01374,0.0,0.65,AND,
CH01374,0.65,2.2,BX,V2
CH01374,2.2,3.6,QV,V2
CH01374,3.6,4.77,BX,V2
CH01375,0.0,0.05,AND,
CH01375,0.05,1.6,BX,V2
CH01375,1.6,3.0,QV,V2
CH01375,3.0,4.5,BX,V2
CH01375,4.5,4.84,AND,
CH01376,0.0,0.4,AND,
CH01376,0.4,1.95,BX,V2
CH01376,1.95,3.35,QV,V2
CH01376,3.35,4.9,BX,V2
CH01376,4.9,5.03,AND,
CH01377,0.0,1.5,BX,V2
CH01377,1.5,2.85,QV,V2
CH01377,2.85,4.4,BX,V2
CH01377,4.4,5.25,AND,
CH01378,0.0,0.5,AND,
CH01378,0.5,2.1,BX,V2
CH01378,2.1,3.4,QV,V2
CH01378,3.4,4.32,BX,V2
CH01379,0.0,1.55,BX,V2
CH01379,1.55,2.7,QV,V2
CH01379,2.7,4.25,BX,V2
CH01379,4.25,5.06,AND,
CH01380,0.0,0.3,AND,
CH01380,0.3,1.9,BX,V2
CH01380,1.9,3.0,QV,V2
CH01380,3.0,4.6,BX,V2
CH01380,4.6,4.81,AND,
CH01381,0.0,1.45,BX,V2
CH01381,1.45,2.4,QV,V2
CH01381,2.4,3.95,BX,V2
CH01381,3.95,4.47,AND,
CH01382,0.0,0.3,AND,
CH01382,0.3,1.9,BX,V2
CH01382,1.9,2.7,QV,V2
CH01382,2.7,3.54,BX,V2
CH01383,0.0,0.65,AND,
CH01383,0.65,2.2,BX,V2
CH01383,2.2,2.9,QV,V2
CH01383,2.9,3.96,BX,V2
CH01384,0.0,0.35,AND,
CH01384,0.35,1.95,BX,V2
CH01384,1.95,2.55,QV,V2
CH01384,2.55,4.15,BX,V2
CH01384,4.15,4.24,AND,
CH01385,0.0,0.5,AND,
CH01385,0.5,2.05,BX,V2
CH01385,2.05,2.55,QV,V2
CH01385,2.55,4.1,BX,V2
CH01385,4.1,4.34,AND,
CH01386,0.0,1.5,BX,V2
CH01386,1.5,1.95,QV,V2
CH01386,1.95,3.25,BX,V2
CH01387,0.0,0.2,AND,
CH01387,0.2,1.75,BX,V2
CH01387,1.75,2.15,QV,V2
CH01387,2.15,3.63,BX,V2
CH01388,0.0,1.2,BX,V2
CH01388,1.2,1.55,QV,V2
CH01388,1.55,3.1,BX,V2
CH01388,3.1,4.25,AND,
CH01389,0.0,1.2,BX,V2
CH01389,1.2,1.55,QV,V2
CH01389,1.55,3.1,BX,V2
CH01389,3.1,3.58,AND,
CH01390,0.0,0.5,AND,
CH01390,0.5,2.1,BX,V2
CH01390,2.1,2.4,QV,V2
CH01390,2.4,3.83,BX,V2
CH01391,0.0,1.55,BX,V2
CH01391,1.55,1.8,QV,V2
CH01391,1.8,3.4,BX,V2
CH01391,3.4,3.57,AND,
CH01392,0.0,0.25,AND,
CH01392,0.25,1.85,BX,V2
CH01392,1.85,2.15,QV,V2
CH01392,2.15,3.19,BX,V2
CH01393,0.0,1.4,BX,V2
CH01393,1.4,1.75,QV,V2
CH01393,1.75,3.3,BX,V2
CH01393,3.3,3.54,AND,
CH01394,0.0,1.35,BX,V2
CH01394,1.35,1.7,QV,V2
CH01394,1.7,3.17,BX,V2
CH01395,0.0,0.5,AND,
CH01395,0.5,2.1,BX,V2
CH01395,2.1,2.45,QV,V2
CH01395,2.45,3.08,BX,V2
CH01396,0.0,0.5,AND,
CH01396,0.5,2.05,BX,V2
CH01396,2.05,2.4,QV,V2
CH01396,2.4,3.64,BX,V2
CH01397,0.0,0.05,AND,
CH01397,0.05,1.6,BX,V2
CH01397,1.6,2.0,QV,V2
CH01397,2.0,3.55,BX,V2
CH01397,3.55,3.7,AND,
CH01398,0.0,0.05,AND,
CH01398,0.05,1.6,BX,V2
CH01398,1.6,2.05,QV,V2
CH01398,2.05,3.1,BX,V2
CH01399,0.0,1.5,BX,V2
CH01399,1.5,2.0,QV,V2
CH01399,2.0,3.24,BX,V2
CH01400,0.0,1.2,BX,V2
CH01400,1.2,1.75,QV,V2
CH01400,1.75,3.3,BX,V2
CH01400,3.3,3.87,AND,
CH01401,0.0,0.55,AND,
CH01401,0.55,2.1,BX,V2
CH01401,2.1,2.65,QV,V2
CH01401,2.65,3.79,BX,V2
CH01402,0.0,0.55,AND,
CH01402,0.55,2.1,BX,V2
CH01402,2.1,2.7,QV,V2
CH01402,2.7,4.13,BX,V2
CH01403,0.0,1.3,BX,V2
CH01403,1.3,2.0,QV,V2
CH01403,2.0,3.55,BX,V2
CH01403,3.55,4.65,AND,
CH01404,0.0,0.05,AND,
CH01404,0.05,1.55,BX,V2
CH01404,1.55,2.3,QV,V2
CH01404,2.3,3.85,BX,V2
CH01404,3.85,4.62,AND,
CH01405,0.0,1.45,BX,V2
CH01405,1.45,2.3,QV,V2
CH01405,2.3,3.8,BX,V2
CH01405,3.8,3.97,AND,
CH01406,0.0,1.25,BX,V2
CH01406,1.25,2.15,QV,V2
CH01406,2.15,3.41,BX,V2
CH01407,0.0,1.25,BX,V2
CH01407,1.25,2.25,QV,V2
CH01407,2.25,3.8,BX,V2
CH01407,3.8,4.59,AND,
CH01408,0.0,1.35,BX,V2
CH01408,1.35,2.45,QV,V2
CH01408,2.45,4.0,BX,V2
CH01408,4.0,4.97,AND,
CH01409,0.0,1.3,BX,V2
CH01409,1.3,2.55,QV,V2
CH01409,2.55,4.1,BX,V2
CH01409,4.1,4.37,AND,
CH01410,0.0,0.3,AND,
CH01410,0.3,1.85,BX,V2
CH01410,1.85,3.25,QV,V2
CH01410,3.25,4.22,BX,V2
CH01411,0.0,0.55,AND,
CH01411,0.55,2.1,BX,V2
CH01411,2.1,2.55,QV,V2
CH01411,2.55,3.6,QV,V4
CH01411,3.6,4.5,BX,V2
CH01412,0.0,0.7,QV,V4
CH01412,0.7,1.65,BX,V2
CH01412,1.65,3.2,QV,V2
CH01412,3.2,4.4,BX,V2
CH01413,0.0,0.55,BX,V4
CH01413,0.55,2.1,BX,V2
CH01413,2.1,3.7,QV,V2
CH01413,3.7,5.25,BX,V2
CH01413,5.25,5.46,AND,
CH01414,0.0,1.4,BX,V2
