HOLE_ID,FROM,TO,AU_GPT,AG_GPT,AS_PPM
UD0101,158.78,160.79,0.006,0.29,8.0
UD0101,160.79,162.8,0.025,0.44,21.0
UD0101,162.8,164.81,0.005,0.2,38.0
UD0101,164.81,166.82,0.005,0.11,14.0
UD0101,166.82,168.83,0.027,1.58,74.0
UD0101,168.83,170.84,0.174,6.07,59.0
UD0101,170.84,172.85,0.005,2.69,89.0
UD0101,172.85,174.86,0.014,1.12,81.0
UD0101,174.86,176.87,0.005,0.31,28.0
UD0101,176.87,178.88,0.031,0.44,66.0
UD0101,178.88,180.89,0.115,5.39,147.0
UD0101,180.89,182.9,0.02,9.04,53.0
UD0101,182.9,184.91,0.023,1.05,10.0
UD0101,184.91,186.92,0.03,0.53,97.0
UD0101,186.92,188.93,0.031,1.44,85.0
UD0101,188.93,190.94,0.032,0.65,22.0
UD0101,190.94,192.95,0.059,0.62,35.0
UD0101,192.95,194.96,0.011,0.31,38.0
UD0101,194.96,196.97,0.007,0.59,11.0
UD0101,196.97,198.98,0.007,0.53,44.0
UD0101,198.98,200.99,0.018,1.02,59.0
UD0101,200.99,203.0,0.005,0.49,76.0
UD0101,203.0,204.12,0.289,2.27,260.0
UD0101,204.12,205.25,0.965,11.51,511.0
UD0101,205.25,205.5,3.547,36.64,369.0
UD0101,205.5,206.62,0.203,2.22,361.0
UD0101,206.62,207.75,0.768,13.62,315.0
UD0101,207.75,209.77,0.105,1.59,33.0
UD0101,209.77,211.8,0.026,0.45,107.0
UD0101,211.8,213.82,0.026,2.19,74.0
UD0101,213.82,215.85,0.009,0.77,12.0
UD0101,215.85,217.87,0.051,0.77,21.0
UD0101,217.87,219.9,0.049,1.92,73.0
UD0101,219.9,221.92,0.018,1.49,58.0
UD0101,221.92,223.94,0.029,0.69,50.0
UD0101,223.94,225.97,0.005,0.25,42.0
UD0101,225.97,227.99,0.005,0.85,26.0
UD0101,227.99,230.02,0.007,0.57,29.0
UD0101,230.02,232.04,0.237,3.74,62.0
UD0101,232.04,234.06,0.005,0.08,9.0
UD0101,234.06,236.09,0.005,0.3,7.0
UD0101,236.09,238.11,0.035,3.12,32.0
UD0101,238.11,240.14,0.005,0.71,16.0
UD0101,240.14,242.16,0.007,0.3,22.0
UD0101,242.16,244.19,0.012,0.14,70.0
UD0101,244.19,246.21,0.053,1.31,70.0
UD0101,246.21,248.23,0.111,1.77,155.0
UD0101,248.23,250.26,0.028,0.4,12.0
UD0101,250.26,252.28,0.009,0.19,22.0
UD0101,252.28,254.31,0.005,0.21,32.0
UD0101,254.31,256.33,0.005,0.53,12.0
UD0101,256.33,258.35,0.005,0.18,17.0
UD0101,258.35,260.38,0.007,0.15,85.0
UD0101,260.38,262.4,0.028,0.25,57.0
UD0101,262.4,264.43,0.008,0.75,10.0
UD0101,264.43,266.45,0.025,1.0,128.0
UD0101,266.45,268.48,0.018,0.28,11.0
UD0101,268.48,270.5,0.005,0.72,27.0
UD0101,270.5,271.62,0.216,3.27,641.0
UD0101,271.62,272.75,0.147,3.29,310.0
UD0101,272.75,273.8,0.727,8.02,1037.0
UD0101,273.8,274.85,1.715,41.93,1081.0
UD0101,274.85,275.9,9.236,268.77,2073.0
UD0101,275.9,276.95,3.008,40.4,486.0
UD0101,276.95,278.0,1.03,6.03,169.0
UD0101,278.0,279.12,0.11,0.72,257.0
UD0101,279.12,280.25,0.493,7.73,542.0
UD0101,280.25,282.25,0.009,0.28,19.0
UD0101,282.25,284.25,0.027,1.27,21.0
UD0101,284.25,286.24,0.302,5.6,153.0
UD0101,286.24,288.24,0.005,0.15,42.0
UD0101,288.24,290.24,0.008,0.31,36.0
UD0101,290.24,292.24,0.019,1.02,19.0
UD0101,292.24,294.23,0.016,0.68,22.0
UD0101,294.23,296.23,0.006,1.25,28.0
UD0101,296.23,298.23,0.014,0.4,22.0
UD0101,298.23,300.23,0.005,0.57,8.0
UD0101,300.23,302.23,0.077,2.85,104.0
UD0101,302.23,304.22,0.224,7.03,50.0
UD0101,304.22,306.22,0.005,0.6,15.0
UD0101,306.22,308.22,0.018,0.33,81.0
UD0101,308.22,310.22,0.2,4.33,150.0
UD0101,310.22,312.21,0.161,2.47,185.0
UD0101,312.21,314.21,0.194,3.33,183.0
UD0101,314.21,316.21,0.017,0.39,11.0
UD0101,316.21,318.21,0.015,0.74,43.0
UD0101,318.21,320.21,0.387,7.29,77.0
UD0101,320.21,322.2,0.047,1.14,25.0
UD0101,322.2,324.2,0.036,0.68,38.0
UD0101,324.2,326.2,0.005,0.19,16.0
UD0101,326.2,328.2,0.008,0.76,33.0
UD0101,328.2,330.2,0.005,0.29,23.0
UD0101,330.2,332.19,0.008,0.49,12.0
UD0101,332.19,334.19,0.008,0.4,26.0
UD0101,334.19,336.19,0.013,0.1,21.0
UD0101,336.19,338.19,0.035,0.24,10.0
UD0101,338.19,340.18,0.111,4.35,113.0
UD0101,340.18,342.18,0.124,1.57,21.0
UD0101,342.18,344.18,0.188,14.87,95.0
UD0101,344.18,346.18,0.012,0.66,11.0
UD0101,346.18,348.18,0.008,0.27,85.0
UD0101,348.18,350.17,0.01,0.48,17.0
UD0101,350.17,352.17,0.008,0.04,20.0
UD0101,352.17,354.17,0.036,0.52,80.0
UD0101,354.17,356.17,0.006,0.08,94.0
UD0101,356.17,358.16,0.023,0.22,51.0
UD0101,358.16,360.16,0.005,1.39,4.0
UD0101,360.16,362.16,0.01,0.32,18.0
UD0101,362.16,364.16,0.045,1.99,15.0
UD0101,364.16,366.16,0.006,1.1,22.0
UD0101,366.16,368.15,0.007,0.85,19.0
UD0101,368.15,370.15,0.019,0.88,38.0
UD0101,370.15,372.15,0.011,0.4,60.0
UD0101,372.15,374.15,0.038,0.65,63.0
UD0101,374.15,376.14,0.168,3.99,37.0
UD0101,376.14,378.14,0.007,0.18,9.0
UD0101,378.14,380.14,0.028,0.69,15.0
UD0101,380.14,382.14,0.006,0.55,19.0
UD0101,382.14,384.14,0.008,3.49,49.0
UD0101,384.14,386.13,0.011,0.31,45.0
UD0101,386.13,388.13,0.096,0.58,52.0
UD0101,388.13,390.13,0.04,0.69,83.0
UD0101,390.13,392.13,0.005,0.22,17.0
UD0101,392.13,394.13,0.007,0.31,24.0
UD0102,56.0,58.01,0.005,0.12,16.0
UD0102,58.01,60.02,0.009,0.86,62.0
UD0102,60.02,62.03,0.029,1.11,17.0
UD0102,62.03,64.04,0.009,0.33,15.0
UD0102,64.04,66.05,0.008,0.88,23.0
UD0102,66.05,68.06,0.029,1.57,50.0
UD0102,68.06,70.07,0.013,0.45,27.0
UD0102,70.07,72.08,0.015,0.17,21.0
UD0102,72.08,74.09,0.04,0.68,29.0
UD0102,74.09,76.1,0.03,1.0,59.0
UD0102,76.1,78.11,0.017,1.19,41.0
UD0102,78.11,80.12,0.005,0.69,34.0
UD0102,80.12,82.13,0.005,1.74,37.0
UD0102,82.13,84.14,0.01,1.07,18.0
UD0102,84.14,86.15,0.006,0.58,28.0
UD0102,86.15,88.16,0.182,9.46,157.0
UD0102,88.16,90.17,0.048,0.46,62.0
UD0102,90.17,92.18,0.085,1.48,106.0
UD0102,92.18,94.19,0.048,0.54,23.0
UD0102,94.19,96.2,0.005,0.14,21.0
UD0102,96.2,98.21,0.005,0.15,24.0
UD0102,98.21,100.22,0.005,0.48,19.0
UD0102,100.22,102.23,0.005,0.6,2.0
UD0102,102.23,104.24,0.064,1.67,12.0
UD0102,104.24,106.25,0.031,4.35,30.0
UD0102,106.25,108.26,0.026,0.59,8.0
UD0102,108.26,110.27,0.012,0.6,3.0
UD0102,110.27,112.28,0.008,0.67,8.0
UD0102,112.28,114.29,0.008,0.7,3.0
UD0102,114.29,116.3,0.039,0.7,17.0
UD0102,116.3,118.31,0.014,0.99,102.0
UD0102,118.31,120.32,0.588,8.59,28.0
UD0102,120.32,122.33,0.005,0.53,10.0
UD0102,122.33,124.34,0.041,0.65,34.0
UD0102,124.34,126.35,0.209,7.54,52.0
UD0102,126.35,128.36,0.007,1.58,10.0
UD0102,128.36,130.38,0.015,0.52,16.0
UD0102,130.38,132.39,0.014,0.71,14.0
UD0102,132.39,134.4,0.005,0.48,15.0
UD0102,134.4,136.41,0.006,0.19,23.0
UD0102,136.41,138.42,0.053,0.88,42.0
UD0102,138.42,140.43,0.005,0.08,24.0
UD0102,140.43,142.44,0.226,17.05,93.0
UD0102,142.44,144.45,0.013,0.38,62.0
UD0102,144.45,146.46,0.006,0.69,28.0
UD0102,146.46,148.47,0.041,0.89,105.0
UD0102,148.47,150.48,0.058,2.28,142.0
UD0102,150.48,152.49,0.03,1.12,66.0
UD0102,152.49,154.5,0.023,0.66,38.0
UD0102,154.5,156.51,0.071,2.91,36.0
UD0102,156.51,158.52,0.151,5.96,112.0
UD0102,158.52,160.53,0.069,2.87,120.0
UD0102,160.53,162.54,0.204,6.64,40.0
UD0102,162.54,164.55,0.005,0.25,26.0
UD0102,164.55,166.56,0.012,0.15,39.0
UD0102,166.56,168.57,0.015,0.09,19.0
UD0102,168.57,170.58,0.005,1.17,18.0
UD0102,170.58,172.59,0.029,0.42,85.0
UD0102,172.59,174.6,0.006,0.17,14.0
UD0102,174.6,176.61,0.015,0.24,25.0
UD0102,176.61,178.62,0.013,0.18,32.0
UD0102,178.62,180.63,0.005,0.46,16.0
UD0102,180.63,182.64,0.005,0.75,32.0
UD0102,182.64,184.65,0.01,2.14,31.0
UD0102,184.65,186.66,0.005,1.16,25.0
UD0102,186.66,188.67,0.115,18.66,46.0
UD0102,188.67,190.68,0.005,0.33,7.0
UD0102,190.68,192.69,0.005,0.21,26.0
UD0102,192.69,194.7,0.01,0.68,35.0
UD0102,194.7,196.71,0.005,0.31,18.0
UD0102,196.71,198.72,0.005,0.47,6.0
UD0102,198.72,200.73,0.005,0.25,9.0
UD0102,200.73,202.74,0.011,0.39,24.0
UD0102,202.74,204.75,0.075,2.76,34.0
UD0102,204.75,205.88,0.084,1.49,228.0
UD0102,205.88,207.0,2.417,93.03,867.0
UD0102,207.0,208.0,2.488,17.16,1782.0
UD0102,208.0,209.0,0.369,4.01,341.0
UD0102,209.0,210.0,0.445,1.24,494.0
UD0102,210.0,212.0,0.005,0.18,20.0
UD0102,212.0,214.0,0.191,1.21,66.0
UD0102,214.0,216.0,0.014,0.27,54.0
UD0102,216.0,217.99,0.005,0.09,12.0
UD0102,217.99,219.99,0.006,0.82,44.0
UD0102,219.99,221.99,0.022,1.22,49.0
UD0102,221.99,223.99,0.005,0.72,26.0
UD0102,223.99,225.99,0.008,0.26,44.0
UD0102,225.99,227.99,0.005,0.48,20.0
UD0102,227.99,229.98,0.01,1.88,40.0
UD0102,229.98,231.98,0.019,0.21,52.0
UD0102,231.98,233.98,0.022,0.32,29.0
UD0102,233.98,235.98,0.384,7.61,95.0
UD0102,235.98,237.98,0.023,0.09,46.0
UD0102,237.98,239.98,0.017,0.76,22.0
UD0102,239.98,241.97,0.006,0.54,18.0
UD0102,241.97,243.97,0.005,0.34,20.0
UD0102,243.97,245.97,0.005,0.41,22.0
UD0102,245.97,247.97,0.03,0.76,328.0
UD0102,247.97,249.97,0.006,0.58,43.0
UD0102,249.97,251.97,0.005,0.13,220.0
UD0102,251.97,253.96,0.005,0.11,59.0
UD0102,253.96,255.96,0.005,0.56,34.0
UD0102,255.96,257.96,0.015,0.86,22.0
UD0102,257.96,259.96,0.084,2.48,43.0
UD0102,259.96,261.96,0.016,0.53,25.0
UD0102,261.96,263.96,0.005,0.75,53.0
UD0102,263.96,265.95,0.009,0.07,7.0
UD0102,265.95,267.95,0.005,0.65,12.0
UD0102,267.95,269.95,0.008,0.63,86.0
UD0102,269.95,271.95,0.005,0.3,46.0
UD0102,271.95,273.95,0.079,0.44,48.0
UD0102,273.95,275.95,0.016,0.11,14.0
UD0102,275.95,277.95,0.05,0.63,61.0
UD0102,277.95,279.94,0.015,0.33,15.0
UD0102,279.94,281.94,0.005,0.19,13.0
UD0102,281.94,283.94,0.005,0.28,5.0
UD0102,283.94,285.94,0.006,0.18,27.0
UD0102,285.94,287.94,0.005,0.13,7.0
UD0102,287.94,289.94,0.005,0.08,15.0
UD0102,289.94,291.93,0.041,0.29,33.0
UD0102,291.93,293.93,0.021,0.28,20.0
UD0102,293.93,295.93,0.005,0.43,16.0
UD0102,295.93,297.93,0.022,0.74,109.0
UD0102,297.93,299.93,0.005,0.18,14.0
UD0102,299.93,301.93,0.209,3.59,65.0
UD0102,301.93,303.92,0.013,0.18,73.0
UD0102,303.92,305.92,0.008,0.27,51.0
UD0102,305.92,307.92,0.027,0.59,18.0
UD0102,307.92,309.92,0.012,1.04,98.0
UD0102,309.92,311.92,0.005,0.41,38.0
UD0102,311.92,313.92,0.023,0.78,21.0
UD0102,313.92,315.91,0.012,0.37,14.0
UD0102,315.91,317.91,0.073,3.92,40.0
UD0102,317.91,319.91,0.012,0.23,6.0
UD0102,319.91,321.91,0.03,0.85,72.0
UD0102,321.91,323.91,0.007,0.56,16.0
UD0102,323.91,325.91,0.015,1.53,16.0
UD0102,325.91,327.9,0.02,0.81,16.0
UD0102,327.9,329.9,0.083,5.82,11.0
UD0102,329.9,331.9,0.016,0.6,26.0
UD0102,331.9,333.9,0.035,0.84,33.0
UD0102,333.9,335.9,0.005,0.12,16.0
UD0102,335.9,337.9,0.159,4.37,35.0
UD0102,337.9,339.9,0.006,0.25,13.0
UD0102,339.9,341.89,0.044,1.21,79.0
UD0102,341.89,343.89,0.056,0.44,19.0
UD0102,343.89,345.89,0.01,0.56,79.0
UD0102,345.89,347.89,0.032,0.4,138.0
UD0102,347.89,349.89,0.005,0.41,12.0
UD0102,349.89,351.89,0.017,0.23,126.0
UD0103,67.75,69.75,0.028,0.58,40.0
UD0103,69.75,71.74,0.005,1.65,19.0
UD0103,71.74,73.74,0.005,0.3,13.0
UD0103,73.74,75.74,0.011,0.75,10.0
UD0103,75.74,77.74,0.011,0.41,8.0
UD0103,77.74,79.73,0.208,2.88,87.0
UD0103,79.73,81.73,0.005,0.88,28.0
UD0103,81.73,83.73,0.038,0.85,28.0
UD0103,83.73,85.72,0.009,0.44,19.0
UD0103,85.72,87.72,0.006,1.36,7.0
UD0103,87.72,89.72,0.005,0.69,8.0
UD0103,89.72,91.72,0.021,0.48,39.0
UD0103,91.72,93.71,0.005,0.21,8.0
UD0103,93.71,95.71,0.017,3.05,23.0
UD0103,95.71,97.71,0.013,0.6,15.0
UD0103,97.71,99.71,0.005,0.24,96.0
UD0103,99.71,101.7,0.016,0.3,60.0
UD0103,101.7,103.7,0.01,0.44,34.0
UD0103,103.7,105.7,0.006,0.2,33.0
UD0103,105.7,107.69,0.005,0.31,25.0
UD0103,107.69,109.69,0.091,0.95,58.0
UD0103,109.69,111.69,0.038,1.7,25.0
UD0103,111.69,113.69,0.017,0.73,51.0
UD0103,113.69,115.68,0.009,0.19,13.0
UD0103,115.68,117.68,0.005,0.57,2.0
UD0103,117.68,119.68,0.005,0.06,15.0
UD0103,119.68,121.68,0.009,1.16,26.0
UD0103,121.68,123.67,0.008,1.35,30.0
UD0103,123.67,125.67,0.196,10.12,87.0
UD0103,125.67,127.67,0.203,4.39,17.0
UD0103,127.67,129.66,0.04,2.94,22.0
UD0103,129.66,131.66,0.005,0.54,9.0
UD0103,131.66,133.66,0.017,0.25,29.0
UD0103,133.66,135.66,0.03,0.35,37.0
UD0103,135.66,137.65,0.035,0.83,30.0
UD0103,137.65,139.65,0.047,0.54,15.0
UD0103,139.65,141.65,0.014,0.14,47.0
UD0103,141.65,143.64,0.03,0.46,87.0
UD0103,143.64,145.64,0.011,0.92,21.0
UD0103,145.64,147.64,0.008,0.8,20.0
UD0103,147.64,149.64,0.009,0.19,32.0
UD0103,149.64,151.63,0.005,0.12,32.0
UD0103,151.63,153.63,0.016,0.81,88.0
UD0103,153.63,155.63,0.005,0.24,44.0
UD0103,155.63,157.62,0.012,0.29,35.0
UD0103,157.62,159.62,0.015,0.28,31.0
UD0103,159.62,161.62,0.012,0.12,20.0
UD0103,161.62,163.62,0.005,0.04,43.0
UD0103,163.62,165.61,0.036,0.96,64.0
UD0103,165.61,167.61,0.272,9.19,82.0
UD0103,167.61,169.61,0.027,0.26,34.0
UD0103,169.61,171.61,0.026,0.58,27.0
UD0103,171.61,173.6,0.009,1.98,20.0
UD0103,173.6,175.6,0.062,2.82,35.0
UD0103,175.6,177.6,0.012,1.12,23.0
UD0103,177.6,179.59,0.044,1.53,232.0
UD0103,179.59,181.59,0.009,0.49,18.0
UD0103,181.59,183.59,0.005,0.72,61.0
UD0103,183.59,185.59,0.02,0.27,77.0
UD0103,185.59,187.58,0.05,2.5,172.0
UD0103,187.58,189.58,0.005,0.38,14.0
UD0103,189.58,191.58,0.009,2.15,86.0
UD0103,191.58,193.58,0.005,0.58,66.0
UD0103,193.58,195.57,0.005,0.69,19.0
UD0103,195.57,197.57,0.072,0.93,58.0
UD0103,197.57,199.57,0.015,0.36,40.0
UD0103,199.57,201.56,0.017,1.07,26.0
UD0103,201.56,203.56,0.01,0.41,24.0
UD0103,203.56,205.56,0.059,1.51,37.0
UD0103,205.56,207.56,0.031,1.28,45.0
UD0103,207.56,209.55,0.014,0.98,70.0
UD0103,209.55,211.55,0.05,0.67,41.0
UD0103,211.55,213.55,0.008,0.27,83.0
UD0103,213.55,215.54,0.005,0.36,76.0
UD0103,215.54,217.54,0.013,0.31,46.0
UD0103,217.54,219.54,0.013,0.71,62.0
UD0103,219.54,221.54,0.016,0.64,21.0
UD0103,221.54,223.53,0.037,2.18,38.0
UD0103,223.53,225.53,0.058,0.59,41.0
UD0103,225.53,227.53,0.011,0.44,28.0
UD0103,227.53,229.52,0.033,0.41,47.0
UD0103,229.52,231.52,0.05,3.88,56.0
UD0103,231.52,233.52,0.014,0.75,13.0
UD0103,233.52,235.52,0.018,0.49,77.0
UD0103,235.52,237.51,0.034,0.33,40.0
UD0103,237.51,239.51,0.05,2.5,28.0
UD0103,239.51,241.51,0.026,0.4,22.0
UD0103,241.51,243.51,0.011,0.52,68.0
UD0103,243.51,245.5,0.005,1.82,14.0
UD0103,245.5,247.5,0.014,0.34,83.0
UD0103,247.5,249.5,0.026,0.81,11.0
UD0103,249.5,251.49,0.005,0.29,6.0
UD0103,251.49,253.49,0.014,0.58,31.0
UD0103,253.49,255.49,0.005,0.07,24.0
UD0103,255.49,257.49,0.033,0.49,8.0
UD0103,257.49,259.48,0.016,0.42,95.0
UD0103,259.48,261.48,0.03,1.46,53.0
UD0103,261.48,263.48,0.013,0.62,32.0
UD0103,263.48,265.48,0.007,0.16,24.0
UD0103,265.48,267.47,0.005,0.1,9.0
UD0103,267.47,269.47,0.013,0.07,48.0
UD0103,269.47,271.47,0.005,0.15,35.0
UD0103,271.47,273.46,0.088,0.73,93.0
UD0103,273.46,275.46,0.018,0.56,199.0
UD0103,275.46,277.46,0.01,0.45,120.0
UD0103,277.46,279.46,0.027,0.73,47.0
UD0103,279.46,281.45,0.016,0.72,34.0
UD0103,281.45,283.45,0.022,1.55,87.0
UD0103,283.45,285.45,0.099,4.19,99.0
UD0103,285.45,287.44,0.524,9.28,23.0
UD0103,287.44,289.44,0.016,0.53,56.0
UD0103,289.44,291.44,0.053,2.67,49.0
UD0103,291.44,293.44,0.012,0.39,33.0
UD0103,293.44,295.43,0.005,0.62,26.0
UD0103,295.43,297.43,0.163,6.41,19.0
UD0103,297.43,299.43,0.009,0.26,19.0
UD0103,299.43,301.42,0.014,2.85,52.0
UD0103,301.42,303.42,0.005,0.58,5.0
UD0103,303.42,305.42,0.08,3.52,93.0
UD0103,305.42,307.42,0.008,0.33,43.0
UD0103,307.42,309.41,0.021,0.25,8.0
UD0103,309.41,311.41,0.005,0.38,14.0
UD0103,311.41,313.41,0.005,0.2,11.0
UD0103,313.41,315.41,0.017,0.75,14.0
UD0103,315.41,317.4,0.021,0.52,18.0
UD0103,317.4,319.4,0.012,0.18,26.0
UD0103,319.4,321.4,0.006,0.09,32.0
UD0103,321.4,323.39,0.061,0.83,33.0
UD0103,323.39,325.39,0.005,0.54,24.0
UD0103,325.39,327.39,0.037,0.51,46.0
UD0103,327.39,329.39,0.025,0.49,16.0
UD0103,329.39,331.38,0.015,1.01,13.0
UD0103,331.38,333.38,0.005,0.65,18.0
UD0103,333.38,335.38,0.01,0.15,27.0
UD0103,335.38,337.38,0.032,0.99,35.0
UD0103,337.38,339.37,0.078,0.42,71.0
UD0103,339.37,341.37,0.031,0.42,38.0
UD0103,341.37,343.37,0.005,0.36,4.0
UD0103,343.37,345.36,0.013,0.32,34.0
UD0103,345.36,347.36,0.034,2.56,39.0
UD0103,347.36,349.36,0.005,0.39,52.0
UD0103,349.36,351.36,0.032,1.27,43.0
UD0103,351.36,353.35,0.061,0.84,16.0
UD0103,353.35,355.35,0.053,1.56,54.0
UD0103,355.35,357.35,0.005,0.31,23.0
UD0103,357.35,359.34,0.095,2.12,26.0
UD0103,359.34,361.34,0.023,0.56,59.0
UD0103,361.34,363.34,0.005,0.42,15.0
UD0103,363.34,365.34,0.005,0.23,19.0
UD0103,365.34,367.33,0.005,0.19,15.0
UD0103,367.33,369.33,0.018,1.46,12.0
UD0103,369.33,371.33,0.008,0.23,20.0
UD0103,371.33,373.32,0.032,0.83,38.0
UD0103,373.32,375.32,0.005,0.23,7.0
UD0103,375.32,377.32,0.005,0.95,27.0
UD0103,377.32,379.32,0.005,0.28,66.0
UD0103,379.32,381.31,0.005,0.62,15.0
UD0103,381.31,383.31,0.014,0.18,92.0
UD0103,383.31,385.31,0.007,0.22,39.0
UD0103,385.31,387.31,0.005,0.58,23.0
UD0103,387.31,389.3,0.005,0.19,21.0
UD0103,389.3,391.3,0.023,0.75,15.0
UD0103,391.3,393.3,0.011,0.19,27.0
UD0103,393.3,395.29,0.005,0.31,8.0
UD0103,395.29,397.29,0.034,0.43,55.0
UD0103,397.29,399.29,0.082,1.56,95.0
UD0103,399.29,401.29,0.721,23.9,145.0
UD0103,401.29,403.28,0.232,13.66,28.0
UD0103,403.28,405.28,0.005,0.03,52.0
UD0103,405.28,407.28,0.041,0.56,60.0
UD0103,407.28,409.28,0.006,0.22,38.0
UD0103,409.28,411.27,0.019,0.49,21.0
UD0103,411.27,413.27,0.006,0.86,34.0
UD0103,413.27,415.27,0.005,0.12,25.0
UD0103,415.27,417.26,0.025,0.21,124.0
UD0103,417.26,419.26,0.011,1.22,87.0
UD0103,419.26,421.26,0.007,1.5,20.0
UD0103,421.26,423.26,0.005,0.42,19.0
UD0103,423.26,425.25,0.005,0.17,24.0
UD0103,425.25,427.25,0.008,0.61,18.0
UD0103,427.25,428.12,0.609,1.96,732.0
UD0103,428.12,429.0,0.408,1.41,81.0
UD0103,429.0,430.12,3.532,33.9,114.0
UD0103,430.12,431.25,0.742,4.25,104.0
UD0103,431.25,432.25,0.125,3.85,206.0
UD0103,432.25,433.25,0.23,4.45,228.0
UD0103,433.25,435.25,0.006,0.68,18.0
UD0103,435.25,437.25,0.005,0.49,3.0
UD0103,437.25,439.25,0.005,0.09,27.0
UD0103,439.25,441.25,0.025,0.25,38.0
UD0103,441.25,443.25,0.195,7.82,22.0
UD0103,443.25,445.25,0.005,0.87,9.0
UD0103,445.25,447.25,0.014,1.35,50.0
UD0103,447.25,449.24,0.008,0.25,16.0
UD0103,449.24,451.24,0.005,0.49,30.0
UD0103,451.24,453.24,0.019,0.17,26.0
UD0103,453.24,455.24,0.011,0.4,58.0
UD0103,455.24,457.24,0.007,0.13,20.0
UD0103,457.24,459.24,0.043,0.76,246.0
UD0103,459.24,461.24,0.012,0.2,46.0
UD0103,461.24,463.24,0.012,0.61,23.0
UD0103,463.24,465.24,0.007,0.28,36.0
UD0103,465.24,467.24,0.029,0.27,130.0
UD0103,467.24,469.24,0.019,0.07,158.0
UD0103,469.24,471.24,0.005,0.23,7.0
UD0103,471.24,473.24,0.005,0.71,12.0
UD0103,473.24,475.24,0.01,0.56,28.0
UD0103,475.24,477.24,0.02,0.99,32.0
UD0103,477.24,479.23,0.062,1.0,19.0
UD0103,479.23,481.23,0.079,1.32,42.0
UD0103,481.23,483.23,0.01,0.28,110.0
UD0103,483.23,485.23,0.005,0.62,20.0
UD0103,485.23,487.23,0.007,0.88,9.0
UD0103,487.23,489.23,0.005,0.5,5.0
UD0103,489.23,491.23,0.012,0.25,32.0
UD0103,491.23,493.23,0.005,0.06,28.0
UD0103,493.23,495.23,0.005,0.21,41.0
UD0103,495.23,497.23,0.048,1.1,29.0
UD0103,497.23,499.23,0.089,0.52,36.0
UD0103,499.23,501.23,0.009,0.53,37.0
UD0103,501.23,503.23,0.194,2.89,90.0
UD0103,503.23,505.23,0.017,0.34,211.0
UD0103,505.23,507.23,0.005,0.27,10.0
UD0103,507.23,509.22,0.028,0.1,37.0
UD0103,509.22,511.22,0.005,0.19,5.0
UD0103,511.22,513.22,0.005,0.1,8.0
UD0103,513.22,515.22,0.005,0.45,8.0
UD0103,515.22,517.22,0.01,0.36,50.0
UD0103,517.22,519.22,0.005,0.43,44.0
UD0103,519.22,521.22,0.005,0.54,22.0
UD0103,521.22,523.22,0.007,0.26,15.0
UD0103,523.22,525.22,0.03,1.13,12.0
UD0103,525.22,527.22,0.005,0.29,14.0
UD0103,527.22,529.22,0.024,0.72,34.0
UD0103,529.22,531.22,0.188,3.54,85.0
UD0103,531.22,533.22,0.017,0.18,49.0
UD0103,533.22,535.22,0.021,0.97,13.0
UD0103,535.22,537.22,0.029,0.68,20.0
UD0103,537.22,539.21,0.026,0.95,18.0
UD0103,539.21,541.21,0.009,0.16,31.0
UD0103,541.21,543.21,0.005,0.46,52.0
UD0103,543.21,545.21,0.065,2.07,24.0
UD0103,545.21,547.21,0.011,2.31,76.0
UD0103,547.21,549.21,0.017,1.87,19.0
UD0103,549.21,551.21,0.005,3.36,12.0
UD0103,551.21,553.21,0.008,0.22,7.0
UD0103,553.21,555.21,0.022,1.05,25.0
UD0104,71.0,73.0,0.008,0.78,24.0
UD0104,73.0,75.0,0.023,0.83,21.0
UD0104,75.0,76.99,0.081,1.05,44.0
UD0104,76.99,78.99,0.011,0.17,25.0
UD0104,78.99,80.99,0.005,1.23,6.0
UD0104,80.99,82.99,0.025,0.5,17.0
UD0104,82.99,84.99,0.005,0.29,55.0
UD0104,84.99,86.98,0.139,8.45,225.0
UD0104,86.98,88.98,0.017,2.08,38.0
UD0104,88.98,90.98,0.03,0.43,13.0
UD0104,90.98,92.98,0.005,0.13,3.0
UD0104,92.98,94.98,0.005,0.17,14.0
UD0104,94.98,96.97,0.005,0.09,58.0
UD0104,96.97,98.97,0.006,0.15,79.0
UD0104,98.97,100.97,0.213,3.34,276.0
UD0104,100.97,102.97,0.01,0.47,29.0
UD0104,102.97,104.97,0.063,1.55,9.0
UD0104,104.97,106.96,0.023,0.58,24.0
UD0104,106.96,108.96,0.226,5.3,37.0
UD0104,108.96,110.96,0.045,0.89,149.0
UD0104,110.96,112.96,0.005,0.21,14.0
UD0104,112.96,114.96,0.008,0.3,16.0
UD0104,114.96,116.95,0.022,0.37,21.0
UD0104,116.95,118.95,0.008,1.35,31.0
UD0104,118.95,120.95,0.018,0.44,72.0
UD0104,120.95,122.95,0.019,0.39,7.0
UD0104,122.95,124.95,0.025,0.41,38.0
UD0104,124.95,126.94,0.005,0.22,7.0
UD0104,126.94,128.94,0.005,0.42,14.0
UD0104,128.94,130.94,0.005,1.05,25.0
UD0104,130.94,132.94,0.005,0.58,5.0
UD0104,132.94,134.94,0.005,0.48,14.0
UD0104,134.94,136.93,0.006,0.08,54.0
UD0104,136.93,138.93,0.005,0.18,7.0
UD0104,138.93,140.93,0.01,1.16,31.0
UD0104,140.93,142.93,0.005,0.46,55.0
UD0104,142.93,144.93,0.015,1.06,17.0
