X,Y,TOP_Z,MID_Z,BASE_Z
2900.0,2200.0,-1492.66,-1503.21,-1510.56
2950.0,2200.0,-1492.62,-1503.14,-1510.65
3000.0,2200.0,-1492.6,-1503.06,-1510.7
3050.0,2200.0,-1492.58,-1502.98,-1510.73
3100.0,2200.0,-1492.58,-1502.91,-1510.75
3150.0,2200.0,-1492.6,-1502.85,-1510.75
3200.0,2200.0,-1492.65,-1502.81,-1510.75
3250.0,2200.0,-1492.72,-1502.8,-1510.76
3300.0,2200.0,-1492.82,-1502.84,-1510.79
3350.0,2200.0,-1492.95,-1502.91,-1510.84
3400.0,2200.0,-1493.12,-1503.03,-1510.93
3450.0,2200.0,-1493.33,-1503.19,-1511.05
3500.0,2200.0,-1493.57,-1503.4,-1511.21
3550.0,2200.0,-1493.85,-1503.66,-1511.42
3600.0,2200.0,-1494.17,-1503.97,-1511.69
3650.0,2200.0,-1494.52,-1504.31,-1512.0
3700.0,2200.0,-1494.91,-1504.7,-1512.36
3750.0,2200.0,-1495.34,-1505.13,-1512.77
3800.0,2200.0,-1495.79,-1505.58,-1513.23
3850.0,2200.0,-1496.28,-1506.07,-1513.74
3900.0,2200.0,-1496.8,-1506.58,-1514.28
3950.0,2200.0,-1497.34,-1507.11,-1514.86
4000.0,2200.0,-1497.9,-1507.65,-1515.47
4050.0,2200.0,-1498.48,-1508.21,-1516.1
4100.0,2200.0,-1499.08,-1508.77,-1516.75
4150.0,2200.0,-1499.7,-1509.34,-1517.4
4200.0,2200.0,-1500.32,-1509.9,-1518.06
4250.0,2200.0,-1500.96,-1510.46,-1518.72
4300.0,2200.0,-1501.61,-1511.02,-1519.37
4350.0,2200.0,-1502.26,-1511.57,-1520.01
4400.0,2200.0,-1502.92,-1512.12,-1520.62
4450.0,2200.0,-1503.58,-1512.66,-1521.22
4500.0,2200.0,-1504.24,-1513.18,-1521.8
4550.0,2200.0,-1504.9,-1513.71,-1522.36
4600.0,2200.0,-1505.56,-1514.22,-1522.89
4650.0,2200.0,-1506.22,-1514.74,-1523.41
4700.0,2200.0,-1506.88,-1515.26,-1523.91
4750.0,2200.0,-1507.53,-1515.77,-1524.4
4800.0,2200.0,-1508.19,-1516.3,-1524.88
4850.0,2200.0,-1508.84,-1516.83,-1525.35
4900.0,2200.0,-1509.48,-1517.37,-1525.83
4950.0,2200.0,-1510.13,-1517.92,-1526.32
5000.0,2200.0,-1510.76,-1518.49,-1526.81
0.0,2250.0,-1476.45,-1482.07,-1487.32
50.0,2250.0,-1476.84,-1482.14,-1487.5
100.0,2250.0,-1477.22,-1482.24,-1487.74
150.0,2250.0,-1477.61,-1482.39,-1488.03
200.0,2250.0,-1478.0,-1482.56,-1488.37
250.0,2250.0,-1478.39,-1482.78,-1488.77
300.0,2250.0,-1478.76,-1483.03,-1489.21
350.0,2250.0,-1479.13,-1483.32,-1489.7
400.0,2250.0,-1479.49,-1483.63,-1490.23
450.0,2250.0,-1479.83,-1483.97,-1490.79
500.0,2250.0,-1480.17,-1484.33,-1491.37
550.0,2250.0,-1480.49,-1484.71,-1491.97
600.0,2250.0,-1480.79,-1485.1,-1492.59
650.0,2250.0,-1481.09,-1485.5,-1493.21
700.0,2250.0,-1481.38,-1485.9,-1493.83
750.0,2250.0,-1481.65,-1486.31,-1494.45
800.0,2250.0,-1481.92,-1486.71,-1495.06
850.0,2250.0,-1482.19,-1487.12,-1495.66
900.0,2250.0,-1482.45,-1487.53,-1496.25
950.0,2250.0,-1482.72,-1487.94,-1496.82
1000.0,2250.0,-1482.98,-1488.35,-1497.38
1050.0,2250.0,-1483.25,-1488.77,-1497.92
1100.0,2250.0,-1483.53,-1489.19,-1498.45
1150.0,2250.0,-1483.82,-1489.62,-1498.96
1200.0,2250.0,-1484.12,-1490.06,-1499.45
1250.0,2250.0,-1484.43,-1490.51,-1499.92
1300.0,2250.0,-1484.75,-1490.97,-1500.37
1350.0,2250.0,-1485.09,-1491.44,-1500.79
1400.0,2250.0,-1485.44,-1491.92,-1501.2
1450.0,2250.0,-1485.81,-1492.41,-1501.58
1500.0,2250.0,-1486.19,-1492.91,-1501.94
1550.0,2250.0,-1486.58,-1493.41,-1502.27
1600.0,2250.0,-1486.98,-1493.93,-1502.58
1650.0,2250.0,-1487.38,-1494.45,-1502.87
1700.0,2250.0,-1487.79,-1494.97,-1503.15
1750.0,2250.0,-1488.21,-1495.49,-1503.41
1800.0,2250.0,-1488.61,-1496.02,-1503.67
1850.0,2250.0,-1489.02,-1496.55,-1503.91
1900.0,2250.0,-1489.41,-1497.07,-1504.16
1950.0,2250.0,-1489.8,-1497.59,-1504.42
2000.0,2250.0,-1490.16,-1498.11,-1504.68
2050.0,2250.0,-1490.51,-1498.62,-1504.96
2100.0,2250.0,-1490.84,-1499.12,-1505.25
2150.0,2250.0,-1491.14,-1499.61,-1505.55
2200.0,2250.0,-1491.41,-1500.08,-1505.88
2250.0,2250.0,-1491.66,-1500.53,-1506.22
2300.0,2250.0,-1491.88,-1500.95,-1506.58
2350.0,2250.0,-1492.06,-1501.35,-1506.94
2400.0,2250.0,-1492.22,-1501.71,-1507.31
2450.0,2250.0,-1492.35,-1502.03,-1507.68
2500.0,2250.0,-1492.44,-1502.3,-1508.04
2550.0,2250.0,-1492.51,-1502.54,-1508.39
2600.0,2250.0,-1492.56,-1502.73,-1508.72
2650.0,2250.0,-1492.59,-1502.87,-1509.03
2700.0,2250.0,-1492.6,-1502.97,-1509.31
2750.0,2250.0,-1492.59,-1503.03,-1509.56
2800.0,2250.0,-1492.57,-1503.05,-1509.78
2850.0,2250.0,-1492.55,-1503.04,-1509.96
2900.0,2250.0,-1492.52,-1503.01,-1510.12
2950.0,2250.0,-1492.5,-1502.96,-1510.24
3000.0,2250.0,-1492.49,-1502.91,-1510.34
3050.0,2250.0,-1492.49,-1502.85,-1510.42
3100.0,2250.0,-1492.5,-1502.8,-1510.48
3150.0,2250.0,-1492.53,-1502.77,-1510.54
3200.0,2250.0,-1492.59,-1502.76,-1510.59
3250.0,2250.0,-1492.67,-1502.78,-1510.65
3300.0,2250.0,-1492.79,-1502.84,-1510.73
3350.0,2250.0,-1492.93,-1502.93,-1510.82
3400.0,2250.0,-1493.11,-1503.07,-1510.94
3450.0,2250.0,-1493.33,-1503.25,-1511.09
3500.0,2250.0,-1493.58,-1503.47,-1511.28
3550.0,2250.0,-1493.87,-1503.74,-1511.51
3600.0,2250.0,-1494.19,-1504.05,-1511.79
3650.0,2250.0,-1494.55,-1504.4,-1512.1
3700.0,2250.0,-1494.94,-1504.78,-1512.47
3750.0,2250.0,-1495.37,-1505.2,-1512.87
3800.0,2250.0,-1495.82,-1505.65,-1513.32
3850.0,2250.0,-1496.31,-1506.13,-1513.82
3900.0,2250.0,-1496.82,-1506.63,-1514.35
3950.0,2250.0,-1497.35,-1507.15,-1514.91
4000.0,2250.0,-1497.91,-1507.68,-1515.51
4050.0,2250.0,-1498.49,-1508.23,-1516.12
4100.0,2250.0,-1499.08,-1508.78,-1516.75
4150.0,2250.0,-1499.68,-1509.33,-1517.4
4200.0,2250.0,-1500.3,-1509.88,-1518.04
4250.0,2250.0,-1500.93,-1510.43,-1518.69
4300.0,2250.0,-1501.56,-1510.97,-1519.32
4350.0,2250.0,-1502.2,-1511.51,-1519.95
4400.0,2250.0,-1502.85,-1512.04,-1520.56
4450.0,2250.0,-1503.5,-1512.55,-1521.14
4500.0,2250.0,-1504.15,-1513.06,-1521.71
4550.0,2250.0,-1504.8,-1513.56,-1522.25
4600.0,2250.0,-1505.45,-1514.05,-1522.78
4650.0,2250.0,-1506.1,-1514.54,-1523.28
4700.0,2250.0,-1506.75,-1515.03,-1523.77
4750.0,2250.0,-1507.4,-1515.52,-1524.24
4800.0,2250.0,-1508.04,-1516.01,-1524.71
4850.0,2250.0,-1508.68,-1516.51,-1525.17
4900.0,2250.0,-1509.32,-1517.03,-1525.63
4950.0,2250.0,-1509.96,-1517.55,-1526.1
5000.0,2250.0,-1510.59,-1518.1,-1526.58
0.0,2300.0,-1476.69,-1482.37,-1487.57
50.0,2300.0,-1477.05,-1482.4,-1487.69
100.0,2300.0,-1477.43,-1482.47,-1487.86
150.0,2300.0,-1477.8,-1482.57,-1488.09
200.0,2300.0,-1478.17,-1482.71,-1488.38
250.0,2300.0,-1478.54,-1482.89,-1488.72
300.0,2300.0,-1478.9,-1483.1,-1489.11
350.0,2300.0,-1479.25,-1483.35,-1489.54
400.0,2300.0,-1479.59,-1483.63,-1490.02
450.0,2300.0,-1479.92,-1483.94,-1490.53
500.0,2300.0,-1480.23,-1484.27,-1491.08
550.0,2300.0,-1480.54,-1484.62,-1491.65
600.0,2300.0,-1480.83,-1484.99,-1492.24
650.0,2300.0,-1481.11,-1485.37,-1492.84
700.0,2300.0,-1481.39,-1485.76,-1493.45
750.0,2300.0,-1481.65,-1486.16,-1494.07
800.0,2300.0,-1481.91,-1486.56,-1494.68
850.0,2300.0,-1482.16,-1486.97,-1495.3
900.0,2300.0,-1482.41,-1487.38,-1495.9
950.0,2300.0,-1482.67,-1487.79,-1496.5
1000.0,2300.0,-1482.93,-1488.21,-1497.09
1050.0,2300.0,-1483.19,-1488.64,-1497.66
1100.0,2300.0,-1483.46,-1489.07,-1498.23
1150.0,2300.0,-1483.74,-1489.5,-1498.77
1200.0,2300.0,-1484.03,-1489.95,-1499.3
1250.0,2300.0,-1484.34,-1490.4,-1499.81
1300.0,2300.0,-1484.66,-1490.87,-1500.29
1350.0,2300.0,-1484.99,-1491.34,-1500.75
1400.0,2300.0,-1485.34,-1491.81,-1501.19
1450.0,2300.0,-1485.7,-1492.3,-1501.59
1500.0,2300.0,-1486.07,-1492.79,-1501.97
1550.0,2300.0,-1486.46,-1493.29,-1502.32
1600.0,2300.0,-1486.85,-1493.79,-1502.65
1650.0,2300.0,-1487.25,-1494.3,-1502.95
1700.0,2300.0,-1487.66,-1494.81,-1503.23
1750.0,2300.0,-1488.07,-1495.32,-1503.48
1800.0,2300.0,-1488.47,-1495.84,-1503.73
1850.0,2300.0,-1488.87,-1496.35,-1503.96
1900.0,2300.0,-1489.26,-1496.86,-1504.19
1950.0,2300.0,-1489.64,-1497.37,-1504.42
2000.0,2300.0,-1490.0,-1497.88,-1504.65
2050.0,2300.0,-1490.34,-1498.38,-1504.89
2100.0,2300.0,-1490.66,-1498.87,-1505.15
2150.0,2300.0,-1490.96,-1499.35,-1505.41
2200.0,2300.0,-1491.23,-1499.82,-1505.7
2250.0,2300.0,-1491.47,-1500.26,-1505.99
2300.0,2300.0,-1491.69,-1500.68,-1506.3
2350.0,2300.0,-1491.87,-1501.06,-1506.62
2400.0,2300.0,-1492.03,-1501.42,-1506.95
2450.0,2300.0,-1492.15,-1501.73,-1507.28
2500.0,2300.0,-1492.25,-1502.01,-1507.61
2550.0,2300.0,-1492.32,-1502.24,-1507.93
2600.0,2300.0,-1492.38,-1502.43,-1508.24
2650.0,2300.0,-1492.41,-1502.58,-1508.53
2700.0,2300.0,-1492.42,-1502.68,-1508.81
2750.0,2300.0,-1492.42,-1502.75,-1509.06
2800.0,2300.0,-1492.41,-1502.79,-1509.28
2850.0,2300.0,-1492.4,-1502.8,-1509.49
2900.0,2300.0,-1492.38,-1502.79,-1509.66
2950.0,2300.0,-1492.37,-1502.76,-1509.82
3000.0,2300.0,-1492.37,-1502.73,-1509.96
3050.0,2300.0,-1492.38,-1502.7,-1510.08
3100.0,2300.0,-1492.4,-1502.68,-1510.19
3150.0,2300.0,-1492.45,-1502.67,-1510.3
3200.0,2300.0,-1492.52,-1502.69,-1510.4
3250.0,2300.0,-1492.61,-1502.74,-1510.51
3300.0,2300.0,-1492.74,-1502.82,-1510.63
3350.0,2300.0,-1492.89,-1502.93,-1510.77
3400.0,2300.0,-1493.08,-1503.09,-1510.93
3450.0,2300.0,-1493.31,-1503.28,-1511.11
3500.0,2300.0,-1493.56,-1503.51,-1511.32
3550.0,2300.0,-1493.86,-1503.79,-1511.57
3600.0,2300.0,-1494.18,-1504.1,-1511.85
3650.0,2300.0,-1494.54,-1504.45,-1512.17
3700.0,2300.0,-1494.94,-1504.83,-1512.53
3750.0,2300.0,-1495.36,-1505.24,-1512.93
3800.0,2300.0,-1495.82,-1505.69,-1513.37
3850.0,2300.0,-1496.3,-1506.15,-1513.85
3900.0,2300.0,-1496.8,-1506.64,-1514.37
3950.0,2300.0,-1497.33,-1507.15,-1514.91
4000.0,2300.0,-1497.88,-1507.67,-1515.48
4050.0,2300.0,-1498.45,-1508.2,-1516.08
4100.0,2300.0,-1499.03,-1508.73,-1516.69
4150.0,2300.0,-1499.62,-1509.27,-1517.32
4200.0,2300.0,-1500.23,-1509.81,-1517.95
4250.0,2300.0,-1500.84,-1510.34,-1518.58
4300.0,2300.0,-1501.47,-1510.86,-1519.2
4350.0,2300.0,-1502.09,-1511.38,-1519.81
4400.0,2300.0,-1502.73,-1511.89,-1520.4
4450.0,2300.0,-1503.36,-1512.39,-1520.98
4500.0,2300.0,-1504.0,-1512.87,-1521.53
4550.0,2300.0,-1504.64,-1513.35,-1522.07
4600.0,2300.0,-1505.28,-1513.82,-1522.58
4650.0,2300.0,-1505.92,-1514.28,-1523.07
4700.0,2300.0,-1506.56,-1514.74,-1523.54
4750.0,2300.0,-1507.2,-1515.2,-1524.0
4800.0,2300.0,-1507.84,-1515.67,-1524.46
4850.0,2300.0,-1508.47,-1516.14,-1524.91
4900.0,2300.0,-1509.1,-1516.63,-1525.35
4950.0,2300.0,-1509.73,-1517.12,-1525.81
5000.0,2300.0,-1510.35,-1517.64,-1526.27
0.0,2350.0,-1476.9,-1482.68,-1487.84
50.0,2350.0,-1477.25,-1482.68,-1487.9
100.0,2350.0,-1477.6,-1482.71,-1488.02
150.0,2350.0,-1477.96,-1482.78,-1488.19
200.0,2350.0,-1478.32,-1482.88,-1488.41
250.0,2350.0,-1478.67,-1483.02,-1488.7
300.0,2350.0,-1479.01,-1483.19,-1489.03
350.0,2350.0,-1479.35,-1483.41,-1489.41
400.0,2350.0,-1479.67,-1483.66,-1489.84
450.0,2350.0,-1479.99,-1483.93,-1490.31
500.0,2350.0,-1480.29,-1484.24,-1490.82
550.0,2350.0,-1480.58,-1484.57,-1491.36
600.0,2350.0,-1480.86,-1484.92,-1491.92
650.0,2350.0,-1481.13,-1485.29,-1492.51
700.0,2350.0,-1481.4,-1485.66,-1493.1
750.0,2350.0,-1481.65,-1486.06,-1493.72
800.0,2350.0,-1481.9,-1486.46,-1494.33
850.0,2350.0,-1482.14,-1486.86,-1494.95
900.0,2350.0,-1482.39,-1487.28,-1495.58
950.0,2350.0,-1482.63,-1487.7,-1496.2
1000.0,2350.0,-1482.88,-1488.12,-1496.81
1050.0,2350.0,-1483.14,-1488.56,-1497.42
1100.0,2350.0,-1483.4,-1488.99,-1498.01
1150.0,2350.0,-1483.68,-1489.44,-1498.59
1200.0,2350.0,-1483.97,-1489.89,-1499.16
1250.0,2350.0,-1484.27,-1490.35,-1499.7
1300.0,2350.0,-1484.58,-1490.82,-1500.22
1350.0,2350.0,-1484.91,-1491.29,-1500.72
1400.0,2350.0,-1485.25,-1491.76,-1501.18
1450.0,2350.0,-1485.61,-1492.24,-1501.62
1500.0,2350.0,-1485.98,-1492.73,-1502.02
1550.0,2350.0,-1486.36,-1493.21,-1502.39
1600.0,2350.0,-1486.75,-1493.71,-1502.73
1650.0,2350.0,-1487.15,-1494.2,-1503.04
1700.0,2350.0,-1487.55,-1494.69,-1503.32
1750.0,2350.0,-1487.95,-1495.19,-1503.58
1800.0,2350.0,-1488.35,-1495.69,-1503.82
1850.0,2350.0,-1488.74,-1496.19,-1504.04
1900.0,2350.0,-1489.13,-1496.69,-1504.26
1950.0,2350.0,-1489.5,-1497.18,-1504.46
2000.0,2350.0,-1489.85,-1497.68,-1504.67
2050.0,2350.0,-1490.19,-1498.16,-1504.88
2100.0,2350.0,-1490.51,-1498.64,-1505.1
2150.0,2350.0,-1490.8,-1499.11,-1505.33
2200.0,2350.0,-1491.06,-1499.56,-1505.57
2250.0,2350.0,-1491.3,-1499.99,-1505.82
2300.0,2350.0,-1491.51,-1500.4,-1506.09
2350.0,2350.0,-1491.69,-1500.78,-1506.36
2400.0,2350.0,-1491.84,-1501.12,-1506.64
2450.0,2350.0,-1491.97,-1501.43,-1506.93
2500.0,2350.0,-1492.06,-1501.7,-1507.22
2550.0,2350.0,-1492.14,-1501.93,-1507.51
2600.0,2350.0,-1492.19,-1502.12,-1507.79
2650.0,2350.0,-1492.22,-1502.27,-1508.06
2700.0,2350.0,-1492.24,-1502.38,-1508.32
2750.0,2350.0,-1492.24,-1502.46,-1508.57
2800.0,2350.0,-1492.24,-1502.5,-1508.8
2850.0,2350.0,-1492.23,-1502.53,-1509.01
2900.0,2350.0,-1492.23,-1502.53,-1509.21
2950.0,2350.0,-1492.23,-1502.53,-1509.4
3000.0,2350.0,-1492.23,-1502.52,-1509.57
3050.0,2350.0,-1492.25,-1502.52,-1509.73
3100.0,2350.0,-1492.29,-1502.52,-1509.89
3150.0,2350.0,-1492.34,-1502.55,-1510.04
3200.0,2350.0,-1492.42,-1502.59,-1510.19
3250.0,2350.0,-1492.53,-1502.66,-1510.35
3300.0,2350.0,-1492.66,-1502.77,-1510.51
3350.0,2350.0,-1492.83,-1502.9,-1510.69
3400.0,2350.0,-1493.03,-1503.08,-1510.88
3450.0,2350.0,-1493.26,-1503.28,-1511.09
3500.0,2350.0,-1493.52,-1503.53,-1511.33
3550.0,2350.0,-1493.82,-1503.81,-1511.59
3600.0,2350.0,-1494.15,-1504.12,-1511.88
3650.0,2350.0,-1494.51,-1504.47,-1512.21
3700.0,2350.0,-1494.9,-1504.85,-1512.56
3750.0,2350.0,-1495.32,-1505.25,-1512.95
3800.0,2350.0,-1495.77,-1505.68,-1513.38
3850.0,2350.0,-1496.25,-1506.14,-1513.84
3900.0,2350.0,-1496.75,-1506.61,-1514.33
3950.0,2350.0,-1497.26,-1507.1,-1514.85
4000.0,2350.0,-1497.8,-1507.6,-1515.4
4050.0,2350.0,-1498.36,-1508.12,-1515.98
4100.0,2350.0,-1498.93,-1508.63,-1516.57
4150.0,2350.0,-1499.51,-1509.15,-1517.17
4200.0,2350.0,-1500.1,-1509.67,-1517.78
4250.0,2350.0,-1500.71,-1510.19,-1518.39
4300.0,2350.0,-1501.32,-1510.7,-1518.99
4350.0,2350.0,-1501.93,-1511.2,-1519.59
4400.0,2350.0,-1502.55,-1511.68,-1520.17
4450.0,2350.0,-1503.17,-1512.16,-1520.73
4500.0,2350.0,-1503.8,-1512.62,-1521.27
4550.0,2350.0,-1504.43,-1513.08,-1521.79
4600.0,2350.0,-1505.05,-1513.52,-1522.29
4650.0,2350.0,-1505.68,-1513.96,-1522.77
4700.0,2350.0,-1506.31,-1514.39,-1523.23
4750.0,2350.0,-1506.94,-1514.83,-1523.68
4800.0,2350.0,-1507.57,-1515.26,-1524.12
4850.0,2350.0,-1508.2,-1515.71,-1524.56
4900.0,2350.0,-1508.82,-1516.17,-1525.0
4950.0,2350.0,-1509.44,-1516.64,-1525.44
5000.0,2350.0,-1510.06,-1517.13,-1525.9
0.0,2400.0,-1477.09,-1483.0,-1488.12
50.0,2400.0,-1477.42,-1482.96,-1488.13
100.0,2400.0,-1477.76,-1482.96,-1488.19
150.0,2400.0,-1478.1,-1482.99,-1488.3
200.0,2400.0,-1478.45,-1483.06,-1488.48
250.0,2400.0,-1478.78,-1483.17,-1488.7
300.0,2400.0,-1479.11,-1483.31,-1488.98
350.0,2400.0,-1479.44,-1483.5,-1489.32
400.0,2400.0,-1479.75,-1483.71,-1489.7
450.0,2400.0,-1480.05,-1483.97,-1490.13
500.0,2400.0,-1480.34,-1484.25,-1490.6
550.0,2400.0,-1480.62,-1484.56,-1491.1
600.0,2400.0,-1480.89,-1484.89,-1491.64
650.0,2400.0,-1481.15,-1485.24,-1492.2
700.0,2400.0,-1481.41,-1485.61,-1492.79
750.0,2400.0,-1481.65,-1486.0,-1493.39
800.0,2400.0,-1481.89,-1486.4,-1494.01
850.0,2400.0,-1482.13,-1486.81,-1494.64
900.0,2400.0,-1482.37,-1487.22,-1495.28
950.0,2400.0,-1482.61,-1487.65,-1495.92
1000.0,2400.0,-1482.86,-1488.09,-1496.55
1050.0,2400.0,-1483.11,-1488.53,-1497.19
1100.0,2400.0,-1483.37,-1488.98,-1497.81
1150.0,2400.0,-1483.64,-1489.43,-1498.43
1200.0,2400.0,-1483.92,-1489.89,-1499.03
1250.0,2400.0,-1484.22,-1490.35,-1499.61
1300.0,2400.0,-1484.53,-1490.82,-1500.16
1350.0,2400.0,-1484.86,-1491.29,-1500.69
1400.0,2400.0,-1485.2,-1491.76,-1501.19
1450.0,2400.0,-1485.56,-1492.24,-1501.65
1500.0,2400.0,-1485.92,-1492.71,-1502.08
1550.0,2400.0,-1486.3,-1493.19,-1502.47
1600.0,2400.0,-1486.68,-1493.66,-1502.83
1650.0,2400.0,-1487.08,-1494.14,-1503.15
1700.0,2400.0,-1487.47,-1494.62,-1503.44
1750.0,2400.0,-1487.87,-1495.1,-1503.7
1800.0,2400.0,-1488.26,-1495.58,-1503.94
1850.0,2400.0,-1488.64,-1496.06,-1504.16
1900.0,2400.0,-1489.02,-1496.54,-1504.36
1950.0,2400.0,-1489.38,-1497.02,-1504.55
2000.0,2400.0,-1489.73,-1497.5,-1504.73
2050.0,2400.0,-1490.06,-1497.97,-1504.91
2100.0,2400.0,-1490.37,-1498.43,-1505.1
2150.0,2400.0,-1490.65,-1498.89,-1505.29
2200.0,2400.0,-1490.91,-1499.32,-1505.49
2250.0,2400.0,-1491.14,-1499.74,-1505.7
2300.0,2400.0,-1491.34,-1500.13,-1505.92
2350.0,2400.0,-1491.52,-1500.49,-1506.15
2400.0,2400.0,-1491.66,-1500.83,-1506.38
2450.0,2400.0,-1491.78,-1501.12,-1506.62
2500.0,2400.0,-1491.88,-1501.39,-1506.87
2550.0,2400.0,-1491.95,-1501.61,-1507.12
2600.0,2400.0,-1492.0,-1501.79,-1507.37
2650.0,2400.0,-1492.04,-1501.94,-1507.61
2700.0,2400.0,-1492.06,-1502.05,-1507.86
2750.0,2400.0,-1492.07,-1502.14,-1508.09
2800.0,2400.0,-1492.07,-1502.19,-1508.32
2850.0,2400.0,-1492.07,-1502.23,-1508.54
2900.0,2400.0,-1492.07,-1502.25,-1508.76
2950.0,2400.0,-1492.07,-1502.27,-1508.96
3000.0,2400.0,-1492.09,-1502.29,-1509.17
3050.0,2400.0,-1492.11,-1502.31,-1509.37
3100.0,2400.0,-1492.16,-1502.34,-1509.56
3150.0,2400.0,-1492.22,-1502.39,-1509.76
3200.0,2400.0,-1492.31,-1502.47,-1509.95
3250.0,2400.0,-1492.43,-1502.57,-1510.15
3300.0,2400.0,-1492.57,-1502.69,-1510.36
3350.0,2400.0,-1492.74,-1502.85,-1510.57
3400.0,2400.0,-1492.94,-1503.04,-1510.8
3450.0,2400.0,-1493.18,-1503.26,-1511.04
3500.0,2400.0,-1493.45,-1503.51,-1511.3
3550.0,2400.0,-1493.74,-1503.8,-1511.57
3600.0,2400.0,-1494.08,-1504.11,-1511.87
3650.0,2400.0,-1494.44,-1504.46,-1512.2
3700.0,2400.0,-1494.83,-1504.83,-1512.55
3750.0,2400.0,-1495.24,-1505.22,-1512.93
3800.0,2400.0,-1495.69,-1505.64,-1513.34
3850.0,2400.0,-1496.16,-1506.08,-1513.78
3900.0,2400.0,-1496.65,-1506.54,-1514.25
3950.0,2400.0,-1497.16,-1507.01,-1514.75
4000.0,2400.0,-1497.68,-1507.49,-1515.27
4050.0,2400.0,-1498.23,-1507.99,-1515.82
4100.0,2400.0,-1498.78,-1508.49,-1516.38
4150.0,2400.0,-1499.35,-1508.99,-1516.96
4200.0,2400.0,-1499.93,-1509.49,-1517.54
4250.0,2400.0,-1500.52,-1509.98,-1518.13
4300.0,2400.0,-1501.11,-1510.47,-1518.71
4350.0,2400.0,-1501.71,-1510.95,-1519.29
4400.0,2400.0,-1502.32,-1511.42,-1519.85
4450.0,2400.0,-1502.93,-1511.87,-1520.4
4500.0,2400.0,-1503.54,-1512.32,-1520.93
4550.0,2400.0,-1504.15,-1512.75,-1521.43
4600.0,2400.0,-1504.77,-1513.17,-1521.92
4650.0,2400.0,-1505.39,-1513.58,-1522.39
4700.0,2400.0,-1506.01,-1513.99,-1522.84
4750.0,2400.0,-1506.63,-1514.4,-1523.28
4800.0,2400.0,-1507.24,-1514.81,-1523.71
4850.0,2400.0,-1507.86,-1515.23,-1524.14
4900.0,2400.0,-1508.48,-1515.66,-1524.57
4950.0,2400.0,-1509.09,-1516.11,-1525.0
5000.0,2400.0,-1509.7,-1516.57,-1525.44
0.0,2450.0,-1477.25,-1483.32,-1488.42
50.0,2450.0,-1477.57,-1483.25,-1488.38
100.0,2450.0,-1477.9,-1483.22,-1488.38
150.0,2450.0,-1478.23,-1483.22,-1488.44
200.0,2450.0,-1478.56,-1483.26,-1488.56
250.0,2450.0,-1478.88,-1483.34,-1488.74
300.0,2450.0,-1479.2,-1483.45,-1488.97
350.0,2450.0,-1479.51,-1483.61,-1489.25
400.0,2450.0,-1479.81,-1483.8,-1489.59
450.0,2450.0,-1480.11,-1484.03,-1489.98
500.0,2450.0,-1480.39,-1484.29,-1490.41
550.0,2450.0,-1480.66,-1484.58,-1490.88
600.0,2450.0,-1480.92,-1484.9,-1491.39
650.0,2450.0,-1481.18,-1485.24,-1491.94
700.0,2450.0,-1481.42,-1485.6,-1492.51
750.0,2450.0,-1481.66,-1485.98,-1493.11
800.0,2450.0,-1481.9,-1486.38,-1493.72
850.0,2450.0,-1482.13,-1486.8,-1494.36
900.0,2450.0,-1482.36,-1487.22,-1495.01
950.0,2450.0,-1482.6,-1487.66,-1495.66
1000.0,2450.0,-1482.84,-1488.1,-1496.32
1050.0,2450.0,-1483.09,-1488.55,-1496.98
1100.0,2450.0,-1483.35,-1489.01,-1497.64
1150.0,2450.0,-1483.62,-1489.47,-1498.28
1200.0,2450.0,-1483.91,-1489.94,-1498.91
1250.0,2450.0,-1484.2,-1490.41,-1499.52
1300.0,2450.0,-1484.51,-1490.88,-1500.11
1350.0,2450.0,-1484.84,-1491.35,-1500.67
1400.0,2450.0,-1485.18,-1491.82,-1501.2
1450.0,2450.0,-1485.53,-1492.28,-1501.69
1500.0,2450.0,-1485.89,-1492.75,-1502.14
1550.0,2450.0,-1486.27,-1493.21,-1502.56
1600.0,2450.0,-1486.65,-1493.68,-1502.93
1650.0,2450.0,-1487.03,-1494.14,-1503.27
1700.0,2450.0,-1487.42,-1494.6,-1503.57
1750.0,2450.0,-1487.81,-1495.06,-1503.84
1800.0,2450.0,-1488.2,-1495.52,-1504.08
1850.0,2450.0,-1488.57,-1495.98,-1504.29
1900.0,2450.0,-1488.94,-1496.44,-1504.48
1950.0,2450.0,-1489.3,-1496.9,-1504.66
2000.0,2450.0,-1489.63,-1497.35,-1504.82
2050.0,2450.0,-1489.95,-1497.81,-1504.98
2100.0,2450.0,-1490.25,-1498.25,-1505.13
2150.0,2450.0,-1490.52,-1498.68,-1505.29
2200.0,2450.0,-1490.77,-1499.1,-1505.45
2250.0,2450.0,-1490.99,-1499.5,-1505.62
2300.0,2450.0,-1491.19,-1499.87,-1505.79
2350.0,2450.0,-1491.36,-1500.22,-1505.97
2400.0,2450.0,-1491.5,-1500.53,-1506.16
2450.0,2450.0,-1491.61,-1500.82,-1506.36
2500.0,2450.0,-1491.7,-1501.06,-1506.56
2550.0,2450.0,-1491.77,-1501.28,-1506.77
2600.0,2450.0,-1491.82,-1501.45,-1506.98
2650.0,2450.0,-1491.86,-1501.6,-1507.19
2700.0,2450.0,-1491.88,-1501.71,-1507.41
