WELL,MD_FROM,MD_TO,X,Y,Z,UNIT,FACIES,FACIES_NAME
F09,1515.8,1516.0,2532.55,3148.19,-1500.15,LOWER,3,HETEROLITHIC
F09,1516.0,1516.2,2532.59,3148.14,-1500.33,LOWER,3,HETEROLITHIC
F09,1516.2,1516.4,2532.63,3148.09,-1500.52,LOWER,3,HETEROLITHIC
F09,1516.4,1516.6,2532.67,3148.04,-1500.71,LOWER,4,SHALE
F09,1516.6,1516.8,2532.7,3147.98,-1500.9,LOWER,4,SHALE
F09,1516.8,1517.0,2532.74,3147.93,-1501.09,LOWER,4,SHALE
F09,1517.0,1517.2,2532.78,3147.88,-1501.28,LOWER,4,SHALE
F09,1517.2,1517.4,2532.82,3147.83,-1501.47,LOWER,4,SHALE
F09,1517.4,1517.6,2532.86,3147.78,-1501.66,LOWER,4,SHALE
F09,1517.6,1517.8,2532.89,3147.72,-1501.85,LOWER,2,SAND_SHALY
F09,1517.8,1518.0,2532.93,3147.67,-1502.04,LOWER,1,SAND_CLEAN
F09,1518.0,1518.2,2532.97,3147.62,-1502.23,LOWER,1,SAND_CLEAN
F09,1518.2,1518.4,2533.01,3147.57,-1502.42,LOWER,1,SAND_CLEAN
F09,1518.4,1518.6,2533.05,3147.52,-1502.61,LOWER,1,SAND_CLEAN
F09,1518.6,1518.8,2533.08,3147.46,-1502.8,LOWER,1,SAND_CLEAN
F09,1518.8,1519.0,2533.12,3147.41,-1502.99,LOWER,1,SAND_CLEAN
F09,1519.0,1519.2,2533.16,3147.36,-1503.18,LOWER,3,HETEROLITHIC
F09,1519.2,1519.4,2533.2,3147.31,-1503.36,LOWER,3,HETEROLITHIC
F09,1519.4,1519.6,2533.23,3147.26,-1503.55,LOWER,3,HETEROLITHIC
F09,1519.6,1519.8,2533.27,3147.2,-1503.74,LOWER,2,SAND_SHALY
F09,1519.8,1520.0,2533.31,3147.15,-1503.93,LOWER,1,SAND_CLEAN
F10,1484.4,1484.6,285.48,1190.15,-1474.5,UPPER,3,HETEROLITHIC
F10,1484.6,1484.8,285.48,1190.15,-1474.7,UPPER,3,HETEROLITHIC
F10,1484.8,1485.0,285.48,1190.15,-1474.9,UPPER,2,SAND_SHALY
F10,1485.0,1485.2,285.48,1190.15,-1475.1,UPPER,1,SAND_CLEAN
F10,1485.2,1485.4,285.48,1190.15,-1475.3,UPPER,1,SAND_CLEAN
F10,1485.4,1485.6,285.48,1190.15,-1475.5,UPPER,1,SAND_CLEAN
F10,1485.6,1485.8,285.48,1190.15,-1475.7,UPPER,1,SAND_CLEAN
F10,1485.8,1486.0,285.48,1190.15,-1475.9,UPPER,1,SAND_CLEAN
F10,1486.0,1486.2,285.48,1190.15,-1476.1,UPPER,1,SAND_CLEAN
F10,1486.2,1486.4,285.48,1190.15,-1476.3,UPPER,1,SAND_CLEAN
F10,1486.4,1486.6,285.48,1190.15,-1476.5,UPPER,1,SAND_CLEAN
F10,1486.6,1486.8,285.48,1190.15,-1476.7,UPPER,2,SAND_SHALY
F10,1486.8,1487.0,285.48,1190.15,-1476.9,UPPER,3,HETEROLITHIC
F10,1487.0,1487.2,285.48,1190.15,-1477.1,UPPER,3,HETEROLITHIC
F10,1487.2,1487.4,285.48,1190.15,-1477.3,UPPER,3,HETEROLITHIC
F10,1487.4,1487.6,285.48,1190.15,-1477.5,UPPER,2,SAND_SHALY
F10,1487.6,1487.8,285.48,1190.15,-1477.7,UPPER,1,SAND_CLEAN
F10,1487.8,1488.0,285.48,1190.15,-1477.9,UPPER,1,SAND_CLEAN
F10,1488.0,1488.2,285.48,1190.15,-1478.1,UPPER,5,CEMENTED
F10,1488.2,1488.4,285.48,1190.15,-1478.3,UPPER,5,CEMENTED
F10,1488.4,1488.6,285.48,1190.15,-1478.5,UPPER,5,CEMENTED
F10,1488.6,1488.8,285.48,1190.15,-1478.7,UPPER,1,SAND_CLEAN
F10,1488.8,1489.0,285.48,1190.15,-1478.9,UPPER,5,CEMENTED
F10,1489.0,1489.2,285.48,1190.15,-1479.1,UPPER,5,CEMENTED
F10,1489.2,1489.4,285.48,1190.15,-1479.3,UPPER,2,SAND_SHALY
F10,1489.4,1489.6,285.48,1190.15,-1479.5,UPPER,3,HETEROLITHIC
F10,1489.6,1489.8,285.48,1190.15,-1479.7,UPPER,4,SHALE
F10,1489.8,1490.0,285.48,1190.15,-1479.9,UPPER,4,SHALE
F10,1490.0,1490.2,285.48,1190.15,-1480.1,UPPER,3,HETEROLITHIC
F10,1490.2,1490.4,285.48,1190.15,-1480.3,UPPER,2,SAND_SHALY
F10,1490.4,1490.6,285.48,1190.15,-1480.5,UPPER,2,SAND_SHALY
F10,1490.6,1490.8,285.48,1190.15,-1480.7,UPPER,1,SAND_CLEAN
F10,1490.8,1491.0,285.48,1190.15,-1480.9,UPPER,1,SAND_CLEAN
F10,1491.0,1491.2,285.48,1190.15,-1481.1,UPPER,2,SAND_SHALY
F10,1491.2,1491.4,285.48,1190.15,-1481.3,UPPER,2,SAND_SHALY
F10,1491.4,1491.6,285.48,1190.15,-1481.5,UPPER,3,HETEROLITHIC
F10,1491.6,1491.8,285.48,1190.15,-1481.7,UPPER,3,HETEROLITHIC
F10,1491.8,1492.0,285.48,1190.15,-1481.9,LOWER,2,SAND_SHALY
F10,1492.0,1492.2,285.48,1190.15,-1482.1,LOWER,1,SAND_CLEAN
F10,1492.2,1492.4,285.48,1190.15,-1482.3,LOWER,1,SAND_CLEAN
F10,1492.4,1492.6,285.48,1190.15,-1482.5,LOWER,1,SAND_CLEAN
F10,1492.6,1492.8,285.48,1190.15,-1482.7,LOWER,1,SAND_CLEAN
F10,1492.8,1493.0,285.48,1190.15,-1482.9,LOWER,1,SAND_CLEAN
F10,1493.0,1493.2,285.48,1190.15,-1483.1,LOWER,1,SAND_CLEAN
F10,1493.2,1493.4,285.48,1190.15,-1483.3,LOWER,2,SAND_SHALY
F10,1493.4,1493.6,285.48,1190.15,-1483.5,LOWER,2,SAND_SHALY
F10,1493.6,1493.8,285.48,1190.15,-1483.7,LOWER,1,SAND_CLEAN
F10,1493.8,1494.0,285.48,1190.15,-1483.9,LOWER,1,SAND_CLEAN
F10,1494.0,1494.2,285.48,1190.15,-1484.1,LOWER,1,SAND_CLEAN
F10,1494.2,1494.4,285.48,1190.15,-1484.3,LOWER,3,HETEROLITHIC
F10,1494.4,1494.6,285.48,1190.15,-1484.5,LOWER,3,HETEROLITHIC
F10,1494.6,1494.8,285.48,1190.15,-1484.7,LOWER,3,HETEROLITHIC
F10,1494.8,1495.0,285.48,1190.15,-1484.9,LOWER,2,SAND_SHALY
F10,1495.0,1495.2,285.48,1190.15,-1485.1,LOWER,5,CEMENTED
F10,1495.2,1495.4,285.48,1190.15,-1485.3,LOWER,3,HETEROLITHIC
F10,1495.4,1495.6,285.48,1190.15,-1485.5,LOWER,3,HETEROLITHIC
F10,1495.6,1495.8,285.48,1190.15,-1485.7,LOWER,3,HETEROLITHIC
F10,1495.8,1496.0,285.48,1190.15,-1485.9,LOWER,2,SAND_SHALY
F10,1496.0,1496.2,285.48,1190.15,-1486.1,LOWER,1,SAND_CLEAN
F10,1496.2,1496.4,285.48,1190.15,-1486.3,LOWER,2,SAND_SHALY
F10,1496.4,1496.6,285.48,1190.15,-1486.5,LOWER,3,HETEROLITHIC
F10,1496.6,1496.8,285.48,1190.15,-1486.7,LOWER,3,HETEROLITHIC
F10,1496.8,1497.0,285.48,1190.15,-1486.9,LOWER,3,HETEROLITHIC
F10,1497.0,1497.2,285.48,1190.15,-1487.1,LOWER,4,SHALE
F11,1502.4,1502.6,3623.82,1630.46,-1492.5,UPPER,1,SAND_CLEAN
F11,1502.6,1502.8,3623.82,1630.46,-1492.7,UPPER,1,SAND_CLEAN
F11,1502.8,1503.0,3623.82,1630.46,-1492.9,UPPER,1,SAND_CLEAN
F11,1503.0,1503.2,3623.82,1630.46,-1493.1,UPPER,1,SAND_CLEAN
F11,1503.2,1503.4,3623.82,1630.46,-1493.3,UPPER,1,SAND_CLEAN
F11,1503.4,1503.6,3623.82,1630.46,-1493.5,UPPER,1,SAND_CLEAN
F11,1503.6,1503.8,3623.82,1630.46,-1493.7,UPPER,2,SAND_SHALY
F11,1503.8,1504.0,3623.82,1630.46,-1493.9,UPPER,2,SAND_SHALY
F11,1504.0,1504.2,3623.82,1630.46,-1494.1,UPPER,2,SAND_SHALY
F11,1504.2,1504.4,3623.82,1630.46,-1494.3,UPPER,3,HETEROLITHIC
F11,1504.4,1504.6,3623.82,1630.46,-1494.5,UPPER,3,HETEROLITHIC
F11,1504.6,1504.8,3623.82,1630.46,-1494.7,UPPER,4,SHALE
F11,1504.8,1505.0,3623.82,1630.46,-1494.9,UPPER,4,SHALE
F11,1505.0,1505.2,3623.82,1630.46,-1495.1,UPPER,4,SHALE
F11,1505.2,1505.4,3623.82,1630.46,-1495.3,UPPER,4,SHALE
F11,1505.4,1505.6,3623.82,1630.46,-1495.5,UPPER,4,SHALE
F11,1505.6,1505.8,3623.82,1630.46,-1495.7,UPPER,4,SHALE
F11,1505.8,1506.0,3623.82,1630.46,-1495.9,UPPER,3,HETEROLITHIC
F11,1506.0,1506.2,3623.82,1630.46,-1496.1,UPPER,3,HETEROLITHIC
F11,1506.2,1506.4,3623.82,1630.46,-1496.3,UPPER,3,HETEROLITHIC
F11,1506.4,1506.6,3623.82,1630.46,-1496.5,UPPER,2,SAND_SHALY
F11,1506.6,1506.8,3623.82,1630.46,-1496.7,UPPER,2,SAND_SHALY
F11,1506.8,1507.0,3623.82,1630.46,-1496.9,UPPER,2,SAND_SHALY
F11,1507.0,1507.2,3623.82,1630.46,-1497.1,UPPER,2,SAND_SHALY
F11,1507.2,1507.4,3623.82,1630.46,-1497.3,UPPER,3,HETEROLITHIC
F11,1507.4,1507.6,3623.82,1630.46,-1497.5,UPPER,3,HETEROLITHIC
F11,1507.6,1507.8,3623.82,1630.46,-1497.7,UPPER,4,SHALE
F11,1507.8,1508.0,3623.82,1630.46,-1497.9,UPPER,4,SHALE
F11,1508.0,1508.2,3623.82,1630.46,-1498.1,UPPER,4,SHALE
F11,1508.2,1508.4,3623.82,1630.46,-1498.3,UPPER,4,SHALE
F11,1508.4,1508.6,3623.82,1630.46,-1498.5,UPPER,4,SHALE
F11,1508.6,1508.8,3623.82,1630.46,-1498.7,UPPER,4,SHALE
F11,1508.8,1509.0,3623.82,1630.46,-1498.9,UPPER,4,SHALE
F11,1509.0,1509.2,3623.82,1630.46,-1499.1,UPPER,4,SHALE
F11,1509.2,1509.4,3623.82,1630.46,-1499.3,UPPER,4,SHALE
F11,1509.4,1509.6,3623.82,1630.46,-1499.5,UPPER,4,SHALE
F11,1509.6,1509.8,3623.82,1630.46,-1499.7,UPPER,4,SHALE
F11,1509.8,1510.0,3623.82,1630.46,-1499.9,UPPER,4,SHALE
F11,1510.0,1510.2,3623.82,1630.46,-1500.1,UPPER,4,SHALE
F11,1510.2,1510.4,3623.82,1630.46,-1500.3,UPPER,4,SHALE
F11,1510.4,1510.6,3623.82,1630.46,-1500.5,UPPER,4,SHALE
F11,1510.6,1510.8,3623.82,1630.46,-1500.7,UPPER,4,SHALE
F11,1510.8,1511.0,3623.82,1630.46,-1500.9,UPPER,4,SHALE
F11,1511.0,1511.2,3623.82,1630.46,-1501.1,UPPER,3,HETEROLITHIC
F11,1511.2,1511.4,3623.82,1630.46,-1501.3,UPPER,3,HETEROLITHIC
F11,1511.4,1511.6,3623.82,1630.46,-1501.5,UPPER,3,HETEROLITHIC
F11,1511.6,1511.8,3623.82,1630.46,-1501.7,LOWER,4,SHALE
F11,1511.8,1512.0,3623.82,1630.46,-1501.9,LOWER,4,SHALE
F11,1512.0,1512.2,3623.82,1630.46,-1502.1,LOWER,4,SHALE
F11,1512.2,1512.4,3623.82,1630.46,-1502.3,LOWER,3,HETEROLITHIC
F11,1512.4,1512.6,3623.82,1630.46,-1502.5,LOWER,2,SAND_SHALY
F11,1512.6,1512.8,3623.82,1630.46,-1502.7,LOWER,1,SAND_CLEAN
F11,1512.8,1513.0,3623.82,1630.46,-1502.9,LOWER,1,SAND_CLEAN
F11,1513.0,1513.2,3623.82,1630.46,-1503.1,LOWER,1,SAND_CLEAN
F11,1513.2,1513.4,3623.82,1630.46,-1503.3,LOWER,2,SAND_SHALY
F11,1513.4,1513.6,3623.82,1630.46,-1503.5,LOWER,3,HETEROLITHIC
F11,1513.6,1513.8,3623.82,1630.46,-1503.7,LOWER,3,HETEROLITHIC
F11,1513.8,1514.0,3623.82,1630.46,-1503.9,LOWER,3,HETEROLITHIC
F11,1514.0,1514.2,3623.82,1630.46,-1504.1,LOWER,3,HETEROLITHIC
F11,1514.2,1514.4,3623.82,1630.46,-1504.3,LOWER,3,HETEROLITHIC
F11,1514.4,1514.6,3623.82,1630.46,-1504.5,LOWER,2,SAND_SHALY
F11,1514.6,1514.8,3623.82,1630.46,-1504.7,LOWER,1,SAND_CLEAN
F11,1514.8,1515.0,3623.82,1630.46,-1504.9,LOWER,2,SAND_SHALY
F11,1515.0,1515.2,3623.82,1630.46,-1505.1,LOWER,3,HETEROLITHIC
F11,1515.2,1515.4,3623.82,1630.46,-1505.3,LOWER,4,SHALE
F11,1515.4,1515.6,3623.82,1630.46,-1505.5,LOWER,4,SHALE
F11,1515.6,1515.8,3623.82,1630.46,-1505.7,LOWER,4,SHALE
F11,1515.8,1516.0,3623.82,1630.46,-1505.9,LOWER,4,SHALE
F11,1516.0,1516.2,3623.82,1630.46,-1506.1,LOWER,3,HETEROLITHIC
F11,1516.2,1516.4,3623.82,1630.46,-1506.3,LOWER,3,HETEROLITHIC
F11,1516.4,1516.6,3623.82,1630.46,-1506.5,LOWER,2,SAND_SHALY
F11,1516.6,1516.8,3623.82,1630.46,-1506.7,LOWER,2,SAND_SHALY
F11,1516.8,1517.0,3623.82,1630.46,-1506.9,LOWER,3,HETEROLITHIC
F11,1517.0,1517.2,3623.82,1630.46,-1507.1,LOWER,3,HETEROLITHIC
F11,1517.2,1517.4,3623.82,1630.46,-1507.3,LOWER,4,SHALE
F11,1517.4,1517.6,3623.82,1630.46,-1507.5,LOWER,4,SHALE
F11,1517.6,1517.8,3623.82,1630.46,-1507.7,LOWER,3,HETEROLITHIC
F11,1517.8,1518.0,3623.82,1630.46,-1507.9,LOWER,3,HETEROLITHIC
F11,1518.0,1518.2,3623.82,1630.46,-1508.1,LOWER,3,HETEROLITHIC
F11,1518.2,1518.4,3623.82,1630.46,-1508.3,LOWER,3,HETEROLITHIC
F11,1518.4,1518.6,3623.82,1630.46,-1508.5,LOWER,3,HETEROLITHIC
F11,1518.6,1518.8,3623.82,1630.46,-1508.7,LOWER,3,HETEROLITHIC
F12,1493.2,1493.4,1068.29,2322.82,-1483.3,UPPER,2,SAND_SHALY
F12,1493.4,1493.6,1068.29,2322.82,-1483.5,UPPER,2,SAND_SHALY
F12,1493.6,1493.8,1068.29,2322.82,-1483.7,UPPER,1,SAND_CLEAN
F12,1493.8,1494.0,1068.29,2322.82,-1483.9,UPPER,1,SAND_CLEAN
F12,1494.0,1494.2,1068.29,2322.82,-1484.1,UPPER,1,SAND_CLEAN
F12,1494.2,1494.4,1068.29,2322.82,-1484.3,UPPER,1,SAND_CLEAN
F12,1494.4,1494.6,1068.29,2322.82,-1484.5,UPPER,1,SAND_CLEAN
F12,1494.6,1494.8,1068.29,2322.82,-1484.7,UPPER,1,SAND_CLEAN
F12,1494.8,1495.0,1068.29,2322.82,-1484.9,UPPER,1,SAND_CLEAN
F12,1495.0,1495.2,1068.29,2322.82,-1485.1,UPPER,1,SAND_CLEAN
F12,1495.2,1495.4,1068.29,2322.82,-1485.3,UPPER,1,SAND_CLEAN
F12,1495.4,1495.6,1068.29,2322.82,-1485.5,UPPER,1,SAND_CLEAN
F12,1495.6,1495.8,1068.29,2322.82,-1485.7,UPPER,1,SAND_CLEAN
F12,1495.8,1496.0,1068.29,2322.82,-1485.9,UPPER,2,SAND_SHALY
F12,1496.0,1496.2,1068.29,2322.82,-1486.1,UPPER,2,SAND_SHALY
F12,1496.2,1496.4,1068.29,2322.82,-1486.3,UPPER,3,HETEROLITHIC
F12,1496.4,1496.6,1068.29,2322.82,-1486.5,UPPER,3,HETEROLITHIC
F12,1496.6,1496.8,1068.29,2322.82,-1486.7,UPPER,2,SAND_SHALY
F12,1496.8,1497.0,1068.29,2322.82,-1486.9,UPPER,1,SAND_CLEAN
F12,1497.0,1497.2,1068.29,2322.82,-1487.1,UPPER,5,CEMENTED
F12,1497.2,1497.4,1068.29,2322.82,-1487.3,UPPER,2,SAND_SHALY
F12,1497.4,1497.6,1068.29,2322.82,-1487.5,UPPER,3,HETEROLITHIC
F12,1497.6,1497.8,1068.29,2322.82,-1487.7,UPPER,4,SHALE
F12,1497.8,1498.0,1068.29,2322.82,-1487.9,UPPER,3,HETEROLITHIC
F12,1498.0,1498.2,1068.29,2322.82,-1488.1,UPPER,1,SAND_CLEAN
F12,1498.2,1498.4,1068.29,2322.82,-1488.3,UPPER,1,SAND_CLEAN
F12,1498.4,1498.6,1068.29,2322.82,-1488.5,UPPER,1,SAND_CLEAN
F12,1498.6,1498.8,1068.29,2322.82,-1488.7,UPPER,2,SAND_SHALY
F12,1498.8,1499.0,1068.29,2322.82,-1488.9,LOWER,2,SAND_SHALY
F12,1499.0,1499.2,1068.29,2322.82,-1489.1,LOWER,2,SAND_SHALY
F12,1499.2,1499.4,1068.29,2322.82,-1489.3,LOWER,3,HETEROLITHIC
F12,1499.4,1499.6,1068.29,2322.82,-1489.5,LOWER,3,HETEROLITHIC
F12,1499.6,1499.8,1068.29,2322.82,-1489.7,LOWER,4,SHALE
F12,1499.8,1500.0,1068.29,2322.82,-1489.9,LOWER,4,SHALE
F12,1500.0,1500.2,1068.29,2322.82,-1490.1,LOWER,4,SHALE
F12,1500.2,1500.4,1068.29,2322.82,-1490.3,LOWER,4,SHALE
F12,1500.4,1500.6,1068.29,2322.82,-1490.5,LOWER,4,SHALE
F12,1500.6,1500.8,1068.29,2322.82,-1490.7,LOWER,4,SHALE
F12,1500.8,1501.0,1068.29,2322.82,-1490.9,LOWER,4,SHALE
F12,1501.0,1501.2,1068.29,2322.82,-1491.1,LOWER,4,SHALE
F12,1501.2,1501.4,1068.29,2322.82,-1491.3,LOWER,3,HETEROLITHIC
F12,1501.4,1501.6,1068.29,2322.82,-1491.5,LOWER,2,SAND_SHALY
F12,1501.6,1501.8,1068.29,2322.82,-1491.7,LOWER,2,SAND_SHALY
F12,1501.8,1502.0,1068.29,2322.82,-1491.9,LOWER,2,SAND_SHALY
F12,1502.0,1502.2,1068.29,2322.82,-1492.1,LOWER,2,SAND_SHALY
F12,1502.2,1502.4,1068.29,2322.82,-1492.3,LOWER,3,HETEROLITHIC
F12,1502.4,1502.6,1068.29,2322.82,-1492.5,LOWER,3,HETEROLITHIC
F12,1502.6,1502.8,1068.29,2322.82,-1492.7,LOWER,3,HETEROLITHIC
F12,1502.8,1503.0,1068.29,2322.82,-1492.9,LOWER,4,SHALE
F12,1503.0,1503.2,1068.29,2322.82,-1493.1,LOWER,4,SHALE
F12,1503.2,1503.4,1068.29,2322.82,-1493.3,LOWER,4,SHALE
F12,1503.4,1503.6,1068.29,2322.82,-1493.5,LOWER,4,SHALE
F12,1503.6,1503.8,1068.29,2322.82,-1493.7,LOWER,4,SHALE
F12,1503.8,1504.0,1068.29,2322.82,-1493.9,LOWER,4,SHALE
F12,1504.0,1504.2,1068.29,2322.82,-1494.1,LOWER,4,SHALE
F12,1504.2,1504.4,1068.29,2322.82,-1494.3,LOWER,4,SHALE
F12,1504.4,1504.6,1068.29,2322.82,-1494.5,LOWER,4,SHALE
F12,1504.6,1504.8,1068.29,2322.82,-1494.7,LOWER,4,SHALE
F12,1504.8,1505.0,1068.29,2322.82,-1494.9,LOWER,4,SHALE
F12,1505.0,1505.2,1068.29,2322.82,-1495.1,LOWER,3,HETEROLITHIC
F12,1505.2,1505.4,1068.29,2322.82,-1495.3,LOWER,3,HETEROLITHIC
F12,1505.4,1505.6,1068.29,2322.82,-1495.5,LOWER,3,HETEROLITHIC
F12,1505.6,1505.8,1068.29,2322.82,-1495.7,LOWER,3,HETEROLITHIC
F12,1505.8,1506.0,1068.29,2322.82,-1495.9,LOWER,4,SHALE
F12,1506.0,1506.2,1068.29,2322.82,-1496.1,LOWER,4,SHALE
F12,1506.2,1506.4,1068.29,2322.82,-1496.3,LOWER,4,SHALE
F12,1506.4,1506.6,1068.29,2322.82,-1496.5,LOWER,4,SHALE
F12,1506.6,1506.8,1068.29,2322.82,-1496.7,LOWER,4,SHALE
F12,1506.8,1507.0,1068.29,2322.82,-1496.9,LOWER,4,SHALE
F12,1507.0,1507.2,1068.29,2322.82,-1497.1,LOWER,4,SHALE
F12,1507.2,1507.4,1068.29,2322.82,-1497.3,LOWER,4,SHALE
F12,1507.4,1507.6,1068.29,2322.82,-1497.5,LOWER,4,SHALE
F12,1507.6,1507.8,1068.29,2322.82,-1497.7,LOWER,4,SHALE
F13,1503.8,1504.0,3884.89,3350.58,-1488.78,UPPER,5,CEMENTED
F13,1504.0,1504.2,3884.86,3350.64,-1488.97,UPPER,5,CEMENTED
F13,1504.2,1504.4,3884.82,3350.69,-1489.16,UPPER,5,CEMENTED
F13,1504.4,1504.6,3884.79,3350.75,-1489.35,UPPER,5,CEMENTED
F13,1504.6,1504.8,3884.76,3350.81,-1489.54,UPPER,5,CEMENTED
F13,1504.8,1505.0,3884.73,3350.86,-1489.73,UPPER,5,CEMENTED
F13,1505.0,1505.2,3884.69,3350.92,-1489.92,UPPER,5,CEMENTED
F13,1505.2,1505.4,3884.66,3350.97,-1490.11,UPPER,1,SAND_CLEAN
F13,1505.4,1505.6,3884.63,3351.03,-1490.3,UPPER,1,SAND_CLEAN
F13,1505.6,1505.8,3884.6,3351.08,-1490.49,UPPER,1,SAND_CLEAN
F13,1505.8,1506.0,3884.57,3351.14,-1490.68,UPPER,2,SAND_SHALY
F13,1506.0,1506.2,3884.53,3351.19,-1490.87,UPPER,2,SAND_SHALY
F13,1506.2,1506.4,3884.5,3351.25,-1491.05,UPPER,2,SAND_SHALY
F13,1506.4,1506.6,3884.47,3351.31,-1491.24,UPPER,2,SAND_SHALY
F13,1506.6,1506.8,3884.44,3351.36,-1491.43,UPPER,2,SAND_SHALY
F13,1506.8,1507.0,3884.4,3351.42,-1491.62,UPPER,2,SAND_SHALY
F13,1507.0,1507.2,3884.37,3351.47,-1491.81,UPPER,2,SAND_SHALY
F13,1507.2,1507.4,3884.34,3351.53,-1492.0,UPPER,1,SAND_CLEAN
F13,1507.4,1507.6,3884.31,3351.58,-1492.19,UPPER,1,SAND_CLEAN
F13,1507.6,1507.8,3884.27,3351.64,-1492.38,UPPER,1,SAND_CLEAN
F13,1507.8,1508.0,3884.24,3351.69,-1492.57,UPPER,1,SAND_CLEAN
F13,1508.0,1508.2,3884.21,3351.75,-1492.76,UPPER,1,SAND_CLEAN
F13,1508.2,1508.4,3884.18,3351.8,-1492.95,UPPER,1,SAND_CLEAN
F13,1508.4,1508.6,3884.14,3351.86,-1493.14,UPPER,1,SAND_CLEAN
F13,1508.6,1508.8,3884.11,3351.92,-1493.33,UPPER,1,SAND_CLEAN
F13,1508.8,1509.0,3884.08,3351.97,-1493.52,UPPER,1,SAND_CLEAN
F13,1509.0,1509.2,3884.05,3352.03,-1493.71,UPPER,1,SAND_CLEAN
F13,1509.2,1509.4,3884.01,3352.08,-1493.9,UPPER,1,SAND_CLEAN
F13,1509.4,1509.6,3883.98,3352.14,-1494.09,UPPER,1,SAND_CLEAN
F13,1509.6,1509.8,3883.95,3352.19,-1494.27,UPPER,1,SAND_CLEAN
F13,1509.8,1510.0,3883.92,3352.25,-1494.46,UPPER,1,SAND_CLEAN
F13,1510.0,1510.2,3883.89,3352.3,-1494.65,UPPER,1,SAND_CLEAN
F13,1510.2,1510.4,3883.85,3352.36,-1494.84,UPPER,2,SAND_SHALY
F13,1510.4,1510.6,3883.82,3352.42,-1495.03,UPPER,2,SAND_SHALY
F13,1510.6,1510.8,3883.79,3352.47,-1495.22,UPPER,2,SAND_SHALY
F13,1510.8,1511.0,3883.76,3352.53,-1495.41,UPPER,2,SAND_SHALY
F13,1511.0,1511.2,3883.72,3352.58,-1495.6,UPPER,1,SAND_CLEAN
F13,1511.2,1511.4,3883.69,3352.64,-1495.79,UPPER,1,SAND_CLEAN
F13,1511.4,1511.6,3883.66,3352.69,-1495.98,UPPER,1,SAND_CLEAN
F13,1511.6,1511.8,3883.63,3352.75,-1496.17,UPPER,1,SAND_CLEAN
F13,1511.8,1512.0,3883.59,3352.8,-1496.36,UPPER,1,SAND_CLEAN
F13,1512.0,1512.2,3883.56,3352.86,-1496.55,UPPER,1,SAND_CLEAN
F13,1512.2,1512.4,3883.53,3352.92,-1496.74,UPPER,1,SAND_CLEAN
F13,1512.4,1512.6,3883.5,3352.97,-1496.93,UPPER,1,SAND_CLEAN
F13,1512.6,1512.8,3883.46,3353.03,-1497.12,UPPER,1,SAND_CLEAN
F13,1512.8,1513.0,3883.43,3353.08,-1497.3,UPPER,1,SAND_CLEAN
F13,1513.0,1513.2,3883.4,3353.14,-1497.49,UPPER,1,SAND_CLEAN
F13,1513.2,1513.4,3883.37,3353.19,-1497.68,UPPER,1,SAND_CLEAN
F13,1513.4,1513.6,3883.33,3353.25,-1497.87,UPPER,1,SAND_CLEAN
F13,1513.6,1513.8,3883.3,3353.3,-1498.06,UPPER,2,SAND_SHALY
F13,1513.8,1514.0,3883.27,3353.36,-1498.25,UPPER,5,CEMENTED
F13,1514.0,1514.2,3883.24,3353.42,-1498.44,UPPER,5,CEMENTED
F13,1514.2,1514.4,3883.21,3353.47,-1498.63,UPPER,5,CEMENTED
F13,1514.4,1514.6,3883.17,3353.53,-1498.82,UPPER,5,CEMENTED
F13,1514.6,1514.8,3883.14,3353.58,-1499.01,UPPER,2,SAND_SHALY
F13,1514.8,1515.0,3883.11,3353.64,-1499.2,UPPER,2,SAND_SHALY
F13,1515.0,1515.2,3883.08,3353.69,-1499.39,UPPER,3,HETEROLITHIC
F13,1515.2,1515.4,3883.04,3353.75,-1499.58,UPPER,3,HETEROLITHIC
F13,1515.4,1515.6,3883.01,3353.8,-1499.77,UPPER,3,HETEROLITHIC
F13,1515.6,1515.8,3882.98,3353.86,-1499.96,UPPER,3,HETEROLITHIC
F13,1515.8,1516.0,3882.95,3353.92,-1500.15,UPPER,4,SHALE
F13,1516.0,1516.2,3882.91,3353.97,-1500.33,UPPER,4,SHALE
F13,1516.2,1516.4,3882.88,3354.03,-1500.52,LOWER,4,SHALE
F13,1516.4,1516.6,3882.85,3354.08,-1500.71,LOWER,4,SHALE
F13,1516.6,1516.8,3882.82,3354.14,-1500.9,LOWER,4,SHALE
F13,1516.8,1517.0,3882.78,3354.19,-1501.09,LOWER,4,SHALE
F13,1517.0,1517.2,3882.75,3354.25,-1501.28,LOWER,4,SHALE
F13,1517.2,1517.4,3882.72,3354.3,-1501.47,LOWER,4,SHALE
F13,1517.4,1517.6,3882.69,3354.36,-1501.66,LOWER,3,HETEROLITHIC
F13,1517.6,1517.8,3882.65,3354.42,-1501.85,LOWER,3,HETEROLITHIC
F13,1517.8,1518.0,3882.62,3354.47,-1502.04,LOWER,3,HETEROLITHIC
F13,1518.0,1518.2,3882.59,3354.53,-1502.23,LOWER,4,SHALE
F13,1518.2,1518.4,3882.56,3354.58,-1502.42,LOWER,3,HETEROLITHIC
F13,1518.4,1518.6,3882.53,3354.64,-1502.61,LOWER,3,HETEROLITHIC
F13,1518.6,1518.8,3882.49,3354.69,-1502.8,LOWER,4,SHALE
F13,1518.8,1519.0,3882.46,3354.75,-1502.99,LOWER,4,SHALE
