X,Y,Z,FACIES,POROSITY,PERM_MD,AI_SEISMIC
2625.0,3325.0,20.5,0,0.081,0.052,9.673
2625.0,3325.0,21.5,0,0.0649,0.024,9.616
2625.0,3325.0,22.5,0,0.1325,0.089,9.561
2625.0,3325.0,23.5,0,0.0755,0.017,9.518
2625.0,3325.0,24.5,2,0.1836,15.708,9.504
2625.0,3325.0,25.5,2,0.1245,0.808,9.531
2625.0,3325.0,26.5,2,0.1614,4.741,9.6
2625.0,3325.0,27.5,0,0.0564,0.014,9.696
2625.0,3325.0,28.5,0,0.0589,0.023,9.787
2625.0,3325.0,29.5,0,0.1174,0.204,9.842
2625.0,3375.0,0.5,0,0.0696,0.027,9.899
2625.0,3375.0,1.5,0,0.046,0.017,9.781
2625.0,3375.0,2.5,0,0.0664,0.017,9.568
2625.0,3375.0,3.5,1,0.2379,501.41,9.309
2625.0,3375.0,4.5,1,0.2345,286.753,9.061
2625.0,3375.0,5.5,1,0.2818,1195.42,8.882
2625.0,3375.0,6.5,1,0.2373,153.592,8.812
2625.0,3375.0,7.5,1,0.2006,73.181,8.86
2625.0,3375.0,8.5,2,0.1642,7.291,9.007
2625.0,3375.0,9.5,0,0.071,0.032,9.212
2625.0,3375.0,10.5,0,0.0379,0.034,9.431
2625.0,3375.0,11.5,2,0.1729,8.271,9.63
2625.0,3375.0,12.5,2,0.1299,0.994,9.786
2625.0,3375.0,13.5,0,0.0329,0.008,9.889
2625.0,3375.0,14.5,0,0.0458,0.009,9.936
2625.0,3375.0,15.5,0,0.0642,0.033,9.934
2625.0,3375.0,16.5,0,0.0753,0.029,9.897
2625.0,3375.0,17.5,0,0.0694,0.018,9.843
2625.0,3375.0,18.5,2,0.1916,6.666,9.792
2625.0,3375.0,19.5,2,0.1839,4.768,9.753
2625.0,3375.0,20.5,0,0.0912,0.036,9.724
2625.0,3375.0,21.5,0,0.0764,0.042,9.695
2625.0,3375.0,22.5,0,0.1361,0.229,9.661
2625.0,3375.0,23.5,0,0.0954,0.037,9.624
2625.0,3375.0,24.5,0,0.0843,0.03,9.601
2625.0,3375.0,25.5,2,0.137,1.694,9.609
2625.0,3375.0,26.5,2,0.1662,5.789,9.655
2625.0,3375.0,27.5,0,0.079,0.047,9.727
2625.0,3375.0,28.5,0,0.0743,0.073,9.802
2625.0,3375.0,29.5,0,0.0827,0.023,9.849
2625.0,3425.0,0.5,0,0.0562,0.01,10.059
2625.0,3425.0,1.5,0,0.0408,0.013,9.953
2625.0,3425.0,2.5,0,0.0726,0.033,9.761
2625.0,3425.0,3.5,0,0.052,0.014,9.519
2625.0,3425.0,4.5,1,0.2284,318.659,9.277
2625.0,3425.0,5.5,1,0.2345,206.323,9.085
2625.0,3425.0,6.5,1,0.2377,87.153,8.981
2625.0,3425.0,7.5,1,0.2134,37.825,8.978
2625.0,3425.0,8.5,2,0.1775,4.573,9.063
2625.0,3425.0,9.5,0,0.0648,0.02,9.203
2625.0,3425.0,10.5,0,0.0567,0.041,9.362
2625.0,3425.0,11.5,2,0.1892,9.518,9.508
2625.0,3425.0,12.5,2,0.1049,1.025,9.624
2625.0,3425.0,13.5,2,0.1141,1.658,9.701
2625.0,3425.0,14.5,0,0.068,0.022,9.741
2625.0,3425.0,15.5,0,0.0698,0.026,9.749
2625.0,3425.0,16.5,0,0.0611,0.023,9.738
2625.0,3425.0,17.5,0,0.0561,0.026,9.724
2625.0,3425.0,18.5,0,0.0565,0.012,9.72
2625.0,3425.0,19.5,0,0.0729,0.017,9.729
2625.0,3425.0,20.5,0,0.0815,0.037,9.743
2625.0,3425.0,21.5,0,0.0707,0.032,9.748
2625.0,3425.0,22.5,0,0.1048,0.102,9.735
2625.0,3425.0,23.5,0,0.1015,0.096,9.708
2625.0,3425.0,24.5,0,0.0781,0.065,9.682
2625.0,3425.0,25.5,2,0.1607,4.212,9.68
2625.0,3425.0,26.5,2,0.1969,42.955,9.711
2625.0,3425.0,27.5,0,0.096,0.042,9.771
2625.0,3425.0,28.5,0,0.0679,0.036,9.837
2625.0,3425.0,29.5,0,0.0709,0.035,9.879
2625.0,3475.0,0.5,0,0.0535,0.012,10.309
2625.0,3475.0,1.5,0,0.0323,0.012,10.231
2625.0,3475.0,2.5,0,0.05,0.035,10.083
2625.0,3475.0,3.5,0,0.0458,0.017,9.883
2625.0,3475.0,4.5,0,0.0517,0.016,9.66
2625.0,3475.0,5.5,0,0.0477,0.022,9.451
2625.0,3475.0,6.5,2,0.1244,0.669,9.293
2625.0,3475.0,7.5,2,0.1508,2.524,9.206
2625.0,3475.0,8.5,2,0.1367,2.949,9.191
2625.0,3475.0,9.5,0,0.0515,0.027,9.228
2625.0,3475.0,10.5,0,0.0373,0.006,9.29
2625.0,3475.0,11.5,2,0.193,24.485,9.349
2625.0,3475.0,12.5,2,0.1156,0.705,9.393
2625.0,3475.0,13.5,2,0.1372,3.439,9.417
2625.0,3475.0,14.5,0,0.0755,0.234,9.426
2625.0,3475.0,15.5,0,0.0824,0.164,9.43
2625.0,3475.0,16.5,0,0.0687,0.04,9.442
2625.0,3475.0,17.5,0,0.061,0.024,9.474
2625.0,3475.0,18.5,1,0.2485,300.529,9.531
2625.0,3475.0,19.5,0,0.0625,0.018,9.607
2625.0,3475.0,20.5,0,0.0931,0.095,9.684
2625.0,3475.0,21.5,0,0.0822,0.058,9.743
2625.0,3475.0,22.5,0,0.1087,0.102,9.769
2625.0,3475.0,23.5,0,0.0778,0.08,9.766
2625.0,3475.0,24.5,0,0.0779,0.052,9.752
2625.0,3475.0,25.5,2,0.1809,5.65,9.752
2625.0,3475.0,26.5,2,0.1912,10.622,9.781
2625.0,3475.0,27.5,0,0.0732,0.039,9.837
2625.0,3475.0,28.5,0,0.0739,0.042,9.9
2625.0,3475.0,29.5,0,0.0515,0.016,9.941
2625.0,3525.0,0.5,0,0.0342,0.011,10.38
2625.0,3525.0,1.5,0,0.0599,0.016,10.303
2625.0,3525.0,2.5,0,0.0555,0.009,10.154
2625.0,3525.0,3.5,0,0.0413,0.02,9.946
2625.0,3525.0,4.5,0,0.0431,0.015,9.707
2625.0,3525.0,5.5,0,0.0608,0.036,9.473
2625.0,3525.0,6.5,1,0.2161,124.778,9.28
2625.0,3525.0,7.5,1,0.2165,137.281,9.152
2625.0,3525.0,8.5,2,0.1279,1.095,9.091
2625.0,3525.0,9.5,2,0.1739,10.13,9.079
2625.0,3525.0,10.5,0,0.0286,0.008,9.086
2625.0,3525.0,11.5,2,0.165,8.589,9.09
2625.0,3525.0,12.5,2,0.1274,1.627,9.077
2625.0,3525.0,13.5,2,0.1787,3.236,9.053
2625.0,3525.0,14.5,2,0.1917,7.151,9.03
2625.0,3525.0,15.5,0,0.0845,0.036,9.028
2625.0,3525.0,16.5,0,0.076,0.025,9.063
2625.0,3525.0,17.5,1,0.2654,763.547,9.145
2625.0,3525.0,18.5,1,0.277,2292.719,9.272
2625.0,3525.0,19.5,0,0.0807,0.053,9.427
2625.0,3525.0,20.5,0,0.0748,0.041,9.581
2625.0,3525.0,21.5,0,0.0865,0.09,9.705
2625.0,3525.0,22.5,0,0.0941,0.059,9.78
2625.0,3525.0,23.5,0,0.0661,0.042,9.809
2625.0,3525.0,24.5,0,0.0286,0.013,9.812
2625.0,3525.0,25.5,2,0.1345,1.405,9.817
2625.0,3525.0,26.5,3,0.2246,110.635,9.845
2625.0,3525.0,27.5,0,0.069,0.029,9.897
2625.0,3525.0,28.5,0,0.0671,0.019,9.955
2625.0,3525.0,29.5,0,0.0381,0.019,9.994
2625.0,3575.0,0.5,0,0.0531,0.018,10.308
2625.0,3575.0,1.5,0,0.0617,0.027,10.215
2625.0,3575.0,2.5,0,0.0428,0.012,10.037
2625.0,3575.0,3.5,0,0.0474,0.015,9.796
2625.0,3575.0,4.5,0,0.0584,0.019,9.524
2625.0,3575.0,5.5,1,0.2506,500.02,9.262
2625.0,3575.0,6.5,1,0.2123,64.28,9.051
2625.0,3575.0,7.5,1,0.2305,250.359,8.91
2625.0,3575.0,8.5,2,0.149,2.178,8.837
2625.0,3575.0,9.5,2,0.1756,3.936,8.806
2625.0,3575.0,10.5,0,0.0316,0.009,8.785
2625.0,3575.0,11.5,2,0.1821,5.27,8.752
2625.0,3575.0,12.5,2,0.1422,3.456,8.7
2625.0,3575.0,13.5,2,0.1541,4.273,8.64
2625.0,3575.0,14.5,0,0.0609,0.017,8.597
2625.0,3575.0,15.5,0,0.0796,0.044,8.596
2625.0,3575.0,16.5,1,0.248,793.92,8.659
2625.0,3575.0,17.5,1,0.2773,212.672,8.795
2625.0,3575.0,18.5,1,0.2685,572.275,8.995
2625.0,3575.0,19.5,0,0.0653,0.032,9.231
2625.0,3575.0,20.5,0,0.0813,0.069,9.462
2625.0,3575.0,21.5,0,0.068,0.026,9.65
2625.0,3575.0,22.5,0,0.0762,0.034,9.771
2625.0,3575.0,23.5,0,0.0513,0.026,9.829
2625.0,3575.0,24.5,0,0.0412,0.018,9.846
2625.0,3575.0,25.5,3,0.1439,5.655,9.856
2625.0,3575.0,26.5,3,0.2055,52.724,9.884
2625.0,3575.0,27.5,0,0.078,0.024,9.934
2625.0,3575.0,28.5,0,0.0534,0.014,9.991
2625.0,3575.0,29.5,0,0.0538,0.015,10.029
2625.0,3625.0,0.5,0,0.058,0.03,10.2
2625.0,3625.0,1.5,0,0.0578,0.031,10.099
2625.0,3625.0,2.5,0,0.0428,0.021,9.908
2625.0,3625.0,3.5,0,0.0515,0.052,9.653
2625.0,3625.0,4.5,0,0.0611,0.04,9.37
2625.0,3625.0,5.5,1,0.2237,144.969,9.101
2625.0,3625.0,6.5,1,0.2197,86.654,8.884
2625.0,3625.0,7.5,1,0.233,184.754,8.735
2625.0,3625.0,8.5,1,0.2219,72.857,8.645
2625.0,3625.0,9.5,0,0.0763,0.037,8.589
2625.0,3625.0,10.5,0,0.0568,0.018,8.537
2625.0,3625.0,11.5,1,0.2595,336.297,8.469
2625.0,3625.0,12.5,1,0.2204,100.187,8.386
2625.0,3625.0,13.5,1,0.234,80.305,8.306
2625.0,3625.0,14.5,1,0.2416,405.097,8.257
2625.0,3625.0,15.5,1,0.2601,364.956,8.27
2625.0,3625.0,16.5,1,0.2386,74.803,8.366
2625.0,3625.0,17.5,1,0.2916,452.569,8.549
2625.0,3625.0,18.5,1,0.2604,129.269,8.805
2625.0,3625.0,19.5,0,0.0817,0.084,9.095
2625.0,3625.0,20.5,0,0.0808,0.072,9.372
2625.0,3625.0,21.5,0,0.0762,0.088,9.593
2625.0,3625.0,22.5,0,0.0858,0.208,9.737
2625.0,3625.0,23.5,0,0.078,0.034,9.807
2625.0,3625.0,24.5,0,0.0461,0.006,9.831
2625.0,3625.0,25.5,3,0.1569,2.424,9.846
2625.0,3625.0,26.5,3,0.1872,28.024,9.879
2625.0,3625.0,27.5,0,0.091,0.055,9.935
2625.0,3625.0,28.5,0,0.0469,0.014,9.997
2625.0,3625.0,29.5,0,0.0483,0.042,10.038
2625.0,3675.0,0.5,0,0.0918,0.09,10.071
2625.0,3675.0,1.5,0,0.0435,0.012,9.962
2625.0,3675.0,2.5,0,0.0292,0.013,9.76
2625.0,3675.0,3.5,0,0.0531,0.033,9.495
2625.0,3675.0,4.5,1,0.2422,371.759,9.207
2625.0,3675.0,5.5,1,0.2068,59.811,8.939
2625.0,3675.0,6.5,1,0.2349,134.026,8.723
2625.0,3675.0,7.5,1,0.1949,82.381,8.572
2625.0,3675.0,8.5,1,0.2084,111.407,8.48
2625.0,3675.0,9.5,0,0.0773,0.066,8.426
2625.0,3675.0,10.5,0,0.0562,0.021,8.387
2625.0,3675.0,11.5,0,0.0807,0.07,8.349
2625.0,3675.0,12.5,0,0.0567,0.015,8.31
2625.0,3675.0,13.5,1,0.2404,447.467,8.284
2625.0,3675.0,14.5,1,0.2282,113.24,8.289
2625.0,3675.0,15.5,1,0.2814,924.123,8.343
2625.0,3675.0,16.5,1,0.2566,1698.766,8.462
2625.0,3675.0,17.5,1,0.2975,3321.223,8.648
2625.0,3675.0,18.5,1,0.2291,105.658,8.889
2625.0,3675.0,19.5,0,0.0858,0.046,9.155
2625.0,3675.0,20.5,0,0.0743,0.059,9.406
2625.0,3675.0,21.5,0,0.0783,0.054,9.606
2625.0,3675.0,22.5,0,0.0912,0.046,9.734
2625.0,3675.0,23.5,0,0.0608,0.012,9.796
2625.0,3675.0,24.5,0,0.0474,0.007,9.817
2625.0,3675.0,25.5,3,0.1413,1.882,9.83
2625.0,3675.0,26.5,3,0.218,17.921,9.858
2625.0,3675.0,27.5,0,0.09,0.138,9.908
2625.0,3675.0,28.5,0,0.0465,0.014,9.962
2625.0,3675.0,29.5,0,0.0657,0.034,9.999
2625.0,3725.0,0.5,0,0.0642,0.063,9.968
2625.0,3725.0,1.5,0,0.0603,0.025,9.847
2625.0,3725.0,2.5,0,0.0299,0.011,9.626
2625.0,3725.0,3.5,3,0.1797,5.81,9.34
2625.0,3725.0,4.5,1,0.2268,192.797,9.033
2625.0,3725.0,5.5,1,0.2238,179.059,8.748
2625.0,3725.0,6.5,1,0.2028,99.187,8.514
2625.0,3725.0,7.5,1,0.1684,24.948,8.347
2625.0,3725.0,8.5,1,0.197,60.267,8.245
2625.0,3725.0,9.5,1,0.2638,367.031,8.2
2625.0,3725.0,10.5,1,0.2452,195.43,8.204
2625.0,3725.0,11.5,1,0.2436,126.445,8.25
2625.0,3725.0,12.5,1,0.2454,1206.173,8.332
2625.0,3725.0,13.5,1,0.2447,229.576,8.445
2625.0,3725.0,14.5,2,0.1934,4.379,8.579
2625.0,3725.0,15.5,0,0.0918,0.083,8.727
2625.0,3725.0,16.5,0,0.0664,0.037,8.885
2625.0,3725.0,17.5,1,0.2688,693.531,9.053
2625.0,3725.0,18.5,1,0.2388,211.864,9.231
2625.0,3725.0,19.5,0,0.0754,0.08,9.414
2625.0,3725.0,20.5,0,0.0863,0.058,9.584
2625.0,3725.0,21.5,0,0.0845,0.126,9.721
2625.0,3725.0,22.5,0,0.0903,0.046,9.81
2625.0,3725.0,23.5,0,0.0633,0.015,9.848
2625.0,3725.0,24.5,0,0.0546,0.009,9.849
2625.0,3725.0,25.5,3,0.1571,5.488,9.836
2625.0,3725.0,26.5,3,0.2407,42.162,9.828
2625.0,3725.0,27.5,0,0.0982,0.104,9.833
2625.0,3725.0,28.5,0,0.0489,0.027,9.846
2625.0,3725.0,29.5,0,0.0716,0.026,9.857
2625.0,3775.0,0.5,0,0.0619,0.027,9.905
2625.0,3775.0,1.5,0,0.049,0.006,9.776
2625.0,3775.0,2.5,0,0.0429,0.015,9.541
2625.0,3775.0,3.5,3,0.1977,14.369,9.24
2625.0,3775.0,4.5,1,0.2465,265.809,8.921
2625.0,3775.0,5.5,1,0.2042,159.572,8.626
2625.0,3775.0,6.5,1,0.1899,73.244,8.382
2625.0,3775.0,7.5,1,0.1544,11.4,8.201
2625.0,3775.0,8.5,1,0.2106,205.157,8.089
2625.0,3775.0,9.5,1,0.2581,376.414,8.046
2625.0,3775.0,10.5,1,0.2428,355.995,8.077
2625.0,3775.0,11.5,1,0.2474,241.45,8.186
2625.0,3775.0,12.5,1,0.2238,124.138,8.365
2625.0,3775.0,13.5,1,0.2815,616.791,8.598
2625.0,3775.0,14.5,0,0.0865,0.1,8.852
2625.0,3775.0,15.5,0,0.0728,0.044,9.096
2625.0,3775.0,16.5,0,0.0748,0.032,9.305
2625.0,3775.0,17.5,0,0.0991,0.052,9.475
2625.0,3775.0,18.5,2,0.2021,12.149,9.612
2625.0,3775.0,19.5,2,0.195,13.005,9.726
2625.0,3775.0,20.5,0,0.0938,0.092,9.819
2625.0,3775.0,21.5,0,0.1068,0.128,9.887
2625.0,3775.0,22.5,0,0.0863,0.194,9.921
2625.0,3775.0,23.5,0,0.0796,0.043,9.913
2625.0,3775.0,24.5,0,0.0557,0.048,9.869
2625.0,3775.0,25.5,0,0.0526,0.016,9.8
2625.0,3775.0,26.5,0,0.0838,0.101,9.723
2625.0,3775.0,27.5,0,0.0797,0.096,9.655
2625.0,3775.0,28.5,2,0.1515,1.369,9.605
2625.0,3775.0,29.5,2,0.1693,4.12,9.58
2625.0,3825.0,0.5,0,0.0674,0.016,9.834
2625.0,3825.0,1.5,0,0.057,0.032,9.7
2625.0,3825.0,2.5,0,0.0563,0.009,9.461
2625.0,3825.0,3.5,3,0.1974,21.093,9.161
2625.0,3825.0,4.5,1,0.2338,138.709,8.852
2625.0,3825.0,5.5,1,0.2086,150.384,8.575
2625.0,3825.0,6.5,1,0.193,101.028,8.354
2625.0,3825.0,7.5,1,0.1531,3.958,8.197
2625.0,3825.0,8.5,2,0.1197,1.586,8.103
2625.0,3825.0,9.5,1,0.2521,600.897,8.072
2625.0,3825.0,10.5,1,0.2395,91.106,8.114
2625.0,3825.0,11.5,1,0.252,291.811,8.237
2625.0,3825.0,12.5,1,0.2453,206.686,8.443
2625.0,3825.0,13.5,1,0.2781,1344.229,8.716
2625.0,3825.0,14.5,0,0.0751,0.096,9.021
2625.0,3825.0,15.5,0,0.0946,0.07,9.316
2625.0,3825.0,16.5,0,0.0783,0.023,9.567
2625.0,3825.0,17.5,0,0.0954,0.149,9.758
2625.0,3825.0,18.5,0,0.0939,0.109,9.892
2625.0,3825.0,19.5,0,0.1041,0.078,9.979
2625.0,3825.0,20.5,0,0.0794,0.042,10.03
2625.0,3825.0,21.5,0,0.08,0.04,10.049
2625.0,3825.0,22.5,0,0.082,0.045,10.033
2625.0,3825.0,23.5,0,0.0813,0.02,9.981
2625.0,3825.0,24.5,0,0.035,0.004,9.894
2625.0,3825.0,25.5,0,0.0402,0.015,9.784
2625.0,3825.0,26.5,0,0.0816,0.034,9.667
2625.0,3825.0,27.5,1,0.254,157.394,9.562
2625.0,3825.0,28.5,1,0.2293,221.821,9.483
2625.0,3825.0,29.5,0,0.0619,0.053,9.442
2625.0,3875.0,0.5,0,0.0582,0.01,9.784
2625.0,3875.0,1.5,0,0.0615,0.023,9.649
2625.0,3875.0,2.5,0,0.0358,0.011,9.41
2625.0,3875.0,3.5,3,0.1969,49.094,9.117
2625.0,3875.0,4.5,1,0.2434,250.138,8.825
2625.0,3875.0,5.5,1,0.202,68.889,8.578
2625.0,3875.0,6.5,1,0.2057,76.28,8.397
2625.0,3875.0,7.5,1,0.1828,25.306,8.285
2625.0,3875.0,8.5,1,0.2242,143.62,8.229
2625.0,3875.0,9.5,0,0.0543,0.019,8.224
2625.0,3875.0,10.5,1,0.2488,141.493,8.273
2625.0,3875.0,11.5,1,0.2856,1128.646,8.388
2625.0,3875.0,12.5,1,0.2699,578.42,8.579
2625.0,3875.0,13.5,1,0.2767,375.976,8.835
2625.0,3875.0,14.5,0,0.0741,0.025,9.13
2625.0,3875.0,15.5,0,0.0754,0.053,9.423
2625.0,3875.0,16.5,0,0.0963,0.083,9.678
2625.0,3875.0,17.5,0,0.0832,0.067,9.874
2625.0,3875.0,18.5,0,0.0986,0.204,10.011
2625.0,3875.0,19.5,0,0.0903,0.05,10.096
2625.0,3875.0,20.5,0,0.0819,0.154,10.141
2625.0,3875.0,21.5,0,0.059,0.044,10.153
2625.0,3875.0,22.5,0,0.0924,0.048,10.134
2625.0,3875.0,23.5,0,0.0813,0.058,10.084
2625.0,3875.0,24.5,0,0.0296,0.005,10.006
2625.0,3875.0,25.5,0,0.0311,0.004,9.907
2625.0,3875.0,26.5,0,0.0703,0.048,9.801
2625.0,3875.0,27.5,0,0.0751,0.042,9.704
2625.0,3875.0,28.5,0,0.0549,0.038,9.631
2625.0,3875.0,29.5,0,0.0732,0.046,9.592
2625.0,3925.0,0.5,0,0.0511,0.032,9.788
2625.0,3925.0,1.5,0,0.0784,0.022,9.661
2625.0,3925.0,2.5,0,0.0245,0.025,9.438
2625.0,3925.0,3.5,1,0.2469,142.24,9.166
2625.0,3925.0,4.5,1,0.2457,368.553,8.902
2625.0,3925.0,5.5,1,0.1987,31.124,8.687
2625.0,3925.0,6.5,1,0.2225,246.357,8.543
2625.0,3925.0,7.5,1,0.2111,72.771,8.466
2625.0,3925.0,8.5,1,0.2536,380.293,8.443
2625.0,3925.0,9.5,0,0.0438,0.016,8.459
2625.0,3925.0,10.5,1,0.2558,400.502,8.513
2625.0,3925.0,11.5,1,0.2557,343.59,8.615
2625.0,3925.0,12.5,1,0.2544,1774.538,8.774
2625.0,3925.0,13.5,1,0.2445,364.459,8.989
2625.0,3925.0,14.5,0,0.06,0.016,9.236
2625.0,3925.0,15.5,0,0.0498,0.032,9.484
2625.0,3925.0,16.5,0,0.0835,0.04,9.702
2625.0,3925.0,17.5,0,0.1011,0.171,9.874
2625.0,3925.0,18.5,0,0.0995,0.096,10.0
2625.0,3925.0,19.5,0,0.0946,0.044,10.09
2625.0,3925.0,20.5,0,0.0788,0.046,10.156
2625.0,3925.0,21.5,0,0.0787,0.069,10.201
2625.0,3925.0,22.5,0,0.091,0.089,10.224
2625.0,3925.0,23.5,0,0.0659,0.041,10.221
2625.0,3925.0,24.5,0,0.0333,0.009,10.186
2625.0,3925.0,25.5,0,0.0292,0.009,10.125
2625.0,3925.0,26.5,0,0.0823,0.064,10.046
2625.0,3925.0,27.5,0,0.0508,0.011,9.965
2625.0,3925.0,28.5,2,0.1627,3.531,9.899
2625.0,3925.0,29.5,0,0.0748,0.038,9.862
2625.0,3975.0,0.5,0,0.0588,0.033,9.859
2625.0,3975.0,1.5,0,0.0698,0.023,9.759
2625.0,3975.0,2.5,0,0.0433,0.01,9.581
2625.0,3975.0,3.5,3,0.1774,13.766,9.366
2625.0,3975.0,4.5,3,0.1859,20.039,9.156
2625.0,3975.0,5.5,1,0.2018,39.043,8.985
2625.0,3975.0,6.5,1,0.2561,477.142,8.868
2625.0,3975.0,7.5,1,0.1841,29.565,8.802
2625.0,3975.0,8.5,1,0.21,262.626,8.775
2625.0,3975.0,9.5,0,0.0364,0.01,8.776
2625.0,3975.0,10.5,0,0.0724,0.07,8.803
2625.0,3975.0,11.5,1,0.2305,328.339,8.866
2625.0,3975.0,12.5,1,0.2667,851.077,8.973
2625.0,3975.0,13.5,1,0.2372,485.81,9.122
2625.0,3975.0,14.5,0,0.0375,0.011,9.296
2625.0,3975.0,15.5,0,0.0465,0.012,9.47
2625.0,3975.0,16.5,0,0.0943,0.068,9.624
2625.0,3975.0,17.5,0,0.0914,0.086,9.752
2625.0,3975.0,18.5,0,0.098,0.319,9.863
2625.0,3975.0,19.5,0,0.0832,0.022,9.969
2625.0,3975.0,20.5,0,0.0823,0.031,10.077
2625.0,3975.0,21.5,0,0.069,0.031,10.182
2625.0,3975.0,22.5,0,0.0738,0.031,10.272
2625.0,3975.0,23.5,0,0.0603,0.07,10.335
2625.0,3975.0,24.5,0,0.0479,0.012,10.36
2625.0,3975.0,25.5,0,0.0384,0.013,10.349
2625.0,3975.0,26.5,0,0.07,0.042,10.31
2625.0,3975.0,27.5,0,0.0651,0.028,10.258
2625.0,3975.0,28.5,0,0.0577,0.03,10.21
2625.0,3975.0,29.5,0,0.0714,0.028,10.182
2625.0,4025.0,0.5,0,0.0467,0.012,9.998
2625.0,4025.0,1.5,0,0.0704,0.031,9.933
2625.0,4025.0,2.5,0,0.0471,0.015,9.817
2625.0,4025.0,3.5,3,0.1653,2.342,9.677
2625.0,4025.0,4.5,3,0.1773,10.876,9.538
2625.0,4025.0,5.5,0,0.0284,0.006,9.417
2625.0,4025.0,6.5,0,0.0638,0.025,9.32
2625.0,4025.0,7.5,1,0.1939,41.508,9.242
2625.0,4025.0,8.5,2,0.1321,2.631,9.178
2625.0,4025.0,9.5,2,0.1239,1.792,9.126
2625.0,4025.0,10.5,0,0.0674,0.025,9.089
2625.0,4025.0,11.5,2,0.1717,4.076,9.081
2625.0,4025.0,12.5,2,0.2173,30.907,9.108
2625.0,4025.0,13.5,1,0.2683,465.494,9.168
2625.0,4025.0,14.5,0,0.0372,0.012,9.246
2625.0,4025.0,15.5,0,0.0776,0.074,9.326
2625.0,4025.0,16.5,0,0.0708,0.08,9.399
2625.0,4025.0,17.5,3,0.2309,60.865,9.476
2625.0,4025.0,18.5,3,0.2381,75.834,9.574
2625.0,4025.0,19.5,2,0.2012,15.069,9.707
2625.0,4025.0,20.5,0,0.0539,0.054,9.874
2625.0,4025.0,21.5,0,0.06,0.034,10.056
2625.0,4025.0,22.5,0,0.0581,0.044,10.226
2625.0,4025.0,23.5,0,0.067,0.029,10.36
2625.0,4025.0,24.5,0,0.0394,0.008,10.447
2625.0,4025.0,25.5,0,0.045,0.007,10.488
2625.0,4025.0,26.5,0,0.0972,0.046,10.492
2625.0,4025.0,27.5,0,0.0522,0.015,10.476
2625.0,4025.0,28.5,0,0.068,0.023,10.456
2625.0,4025.0,29.5,0,0.0494,0.005,10.442
2625.0,4075.0,0.5,0,0.0627,0.034,10.099
2625.0,4075.0,1.5,0,0.0656,0.017,10.06
2625.0,4075.0,2.5,0,0.0471,0.018,9.993
2625.0,4075.0,3.5,3,0.1585,2.247,9.914
2625.0,4075.0,4.5,3,0.1904,12.187,9.838
2625.0,4075.0,5.5,0,0.0156,0.002,9.769
2625.0,4075.0,6.5,0,0.0697,0.028,9.705
2625.0,4075.0,7.5,2,0.1066,0.453,9.638
2625.0,4075.0,8.5,2,0.1267,2.729,9.559
2625.0,4075.0,9.5,2,0.1221,1.333,9.469
2625.0,4075.0,10.5,0,0.0443,0.017,9.376
2625.0,4075.0,11.5,2,0.175,4.198,9.292
2625.0,4075.0,12.5,2,0.2223,21.971,9.227
2625.0,4075.0,13.5,2,0.1496,6.567,9.18
2625.0,4075.0,14.5,0,0.0352,0.008,9.146
2625.0,4075.0,15.5,0,0.0932,0.098,9.12
2625.0,4075.0,16.5,0,0.0676,0.058,9.11
2625.0,4075.0,17.5,3,0.2085,131.449,9.137
2625.0,4075.0,18.5,3,0.2576,104.374,9.229
2625.0,4075.0,19.5,2,0.225,26.101,9.395
2625.0,4075.0,20.5,0,0.0613,0.016,9.624
2625.0,4075.0,21.5,0,0.0478,0.018,9.88
2625.0,4075.0,22.5,0,0.0321,0.015,10.122
2625.0,4075.0,23.5,0,0.0655,0.055,10.319
2625.0,4075.0,24.5,0,0.0566,0.008,10.455
2625.0,4075.0,25.5,0,0.0417,0.015,10.535
2625.0,4075.0,26.5,0,0.0822,0.053,10.572
2625.0,4075.0,27.5,0,0.0514,0.033,10.583
2625.0,4075.0,28.5,0,0.063,0.041,10.583
2625.0,4075.0,29.5,0,0.0388,0.01,10.58
2625.0,4125.0,0.5,0,0.0595,0.023,10.088
2625.0,4125.0,1.5,0,0.0879,0.066,10.06
2625.0,4125.0,2.5,0,0.072,0.023,10.014
2625.0,4125.0,3.5,3,0.165,17.588,9.969
2625.0,4125.0,4.5,3,0.189,10.088,9.938
2625.0,4125.0,5.5,0,0.0317,0.029,9.922
2625.0,4125.0,6.5,0,0.072,0.049,9.91
2625.0,4125.0,7.5,2,0.0887,0.135,9.885
2625.0,4125.0,8.5,0,0.0199,0.006,9.829
2625.0,4125.0,9.5,0,0.0431,0.028,9.735
2625.0,4125.0,10.5,0,0.0393,0.012,9.605
2625.0,4125.0,11.5,2,0.1632,2.923,9.451
2625.0,4125.0,12.5,2,0.1979,13.046,9.287
2625.0,4125.0,13.5,2,0.1407,3.938,9.126
2625.0,4125.0,14.5,0,0.05,0.018,8.977
2625.0,4125.0,15.5,0,0.0785,0.136,8.854
2625.0,4125.0,16.5,0,0.0633,0.031,8.781
2625.0,4125.0,17.5,3,0.2341,58.874,8.787
2625.0,4125.0,18.5,1,0.3349,2360.29,8.897
2625.0,4125.0,19.5,1,0.2809,1118.35,9.112
2625.0,4125.0,20.5,0,0.0777,0.08,9.404
2625.0,4125.0,21.5,0,0.0531,0.024,9.725
2625.0,4125.0,22.5,0,0.0409,0.013,10.024
