WELL,MD,INCLINATION,AZIMUTH
WELL-15,360.0,0.34,206.82
WELL-15,390.0,0.39,206.92
WELL-15,420.0,0.37,207.07
WELL-15,450.0,0.41,206.34
WELL-15,480.0,0.49,206.56
WELL-15,510.0,0.42,206.69
WELL-15,540.0,0.42,206.39
WELL-15,570.0,0.42,206.15
WELL-15,600.0,0.47,206.18
WELL-15,630.0,0.43,207.07
WELL-15,660.0,0.44,207.03
WELL-15,690.0,0.43,207.12
WELL-15,720.0,0.5,207.19
WELL-15,750.0,0.47,207.34
WELL-15,780.0,0.54,207.08
WELL-15,810.0,0.51,207.37
WELL-15,840.0,0.55,207.85
WELL-15,870.0,0.65,207.64
WELL-15,900.0,0.64,207.63
WELL-15,930.0,0.61,207.7
WELL-15,960.0,0.64,207.74
WELL-15,990.0,0.57,207.75
WELL-15,1020.0,0.57,207.57
WELL-15,1050.0,0.55,208.11
WELL-15,1080.0,0.58,208.16
WELL-15,1110.0,0.5,208.13
WELL-15,1140.0,0.53,208.37
WELL-15,1170.0,0.52,208.28
WELL-15,1200.0,0.56,208.48
WELL-15,1230.0,0.56,208.55
WELL-15,1260.0,0.48,208.77
WELL-15,1290.0,0.5,209.03
WELL-15,1320.0,0.48,209.77
WELL-15,1350.0,0.5,209.82
WELL-15,1380.0,0.48,210.0
WELL-15,1410.0,0.41,210.38
WELL-15,1440.0,0.46,210.15
WELL-15,1470.0,0.52,210.1
WELL-15,1500.0,0.54,209.83
WELL-15,1530.0,0.49,210.07
WELL-15,1560.0,0.55,209.55
WELL-15,1590.0,0.53,209.31
WELL-15,1620.0,0.59,209.41
WELL-15,1650.0,0.62,208.96
WELL-15,1680.0,0.58,208.41
WELL-15,1710.0,0.56,208.4
WELL-15,1740.0,0.56,208.45
WELL-15,1770.0,0.48,208.3
WELL-15,1800.0,0.49,208.71
WELL-15,1830.0,0.43,209.23
WELL-15,1860.0,0.5,209.73
WELL-15,1890.0,0.58,209.73
WELL-15,1920.0,0.61,209.74
WELL-15,1950.0,0.57,209.35
WELL-15,1980.0,0.51,209.71
WELL-15,2010.0,0.53,209.8
WELL-15,2040.0,0.54,209.79
WELL-15,2070.0,0.53,210.14
WELL-15,2100.0,0.48,210.0
WELL-15,2130.0,0.46,210.73
WELL-15,2160.0,0.42,210.9
WELL-15,2190.0,0.42,210.89
WELL-15,2220.0,0.38,210.72
WELL-15,2250.0,0.44,210.46
WELL-15,2280.0,0.35,210.24
WELL-15,2310.0,0.34,210.6
WELL-15,2340.0,0.37,210.63
WELL-15,2370.0,0.43,210.86
WELL-15,2400.0,0.41,211.1
WELL-15,2430.0,0.51,211.04
WELL-15,2460.0,0.46,211.03
WELL-15,2490.0,0.44,210.85
WELL-15,2520.0,0.44,211.07
WELL-15,2550.0,0.44,210.83
WELL-15,2580.0,0.44,211.15
WELL-15,2610.0,0.5,210.93
WELL-15,2640.0,0.51,210.99
WELL-15,2670.0,0.53,211.45
WELL-15,2700.0,0.5,211.34
WELL-15,2730.0,0.5,211.56
WELL-15,2760.0,0.46,211.74
WELL-15,2790.0,0.48,211.21
WELL-15,2820.0,0.51,211.28
WELL-15,2850.0,0.42,211.08
WELL-15,2880.0,0.41,210.88
WELL-15,2910.0,0.45,211.21
WELL-15,2940.0,0.48,211.13
WELL-15,2970.0,0.47,211.59
WELL-15,3000.0,0.54,212.16
WELL-16,0.0,0.04,193.19
WELL-16,30.0,0.08,193.36
WELL-16,60.0,0.05,194.24
WELL-16,90.0,0.16,193.87
WELL-16,120.0,0.19,193.66
WELL-16,150.0,0.19,193.84
WELL-16,180.0,0.14,193.66
WELL-16,210.0,0.15,193.58
WELL-16,240.0,0.21,193.56
WELL-16,270.0,0.19,193.28
WELL-16,300.0,0.18,193.49
WELL-16,330.0,0.28,193.44
WELL-16,360.0,0.18,193.76
WELL-16,390.0,0.13,193.84
WELL-16,420.0,0.17,194.4
WELL-16,450.0,0.08,194.66
WELL-16,480.0,0.14,194.56
WELL-16,510.0,0.1,193.67
WELL-16,540.0,0.01,193.11
WELL-16,570.0,0.04,192.71
WELL-16,600.0,0.07,193.06
WELL-16,630.0,0.04,193.11
WELL-16,660.0,0.01,193.52
WELL-16,690.0,0.06,193.58
WELL-16,720.0,0.92,193.48
WELL-16,750.0,3.91,193.16
WELL-16,780.0,6.87,193.22
WELL-16,810.0,9.82,192.94
WELL-16,840.0,12.69,193.45
WELL-16,870.0,15.74,193.71
WELL-16,900.0,18.58,194.06
WELL-16,930.0,21.54,194.4
WELL-16,960.0,24.51,194.53
WELL-16,990.0,26.57,194.42
WELL-16,1020.0,26.66,194.41
WELL-16,1050.0,26.61,194.68
WELL-16,1080.0,26.62,194.26
WELL-16,1110.0,26.65,193.81
WELL-16,1140.0,26.65,194.1
WELL-16,1170.0,26.58,194.16
WELL-16,1200.0,26.58,194.57
WELL-16,1230.0,26.55,194.57
WELL-16,1260.0,26.61,194.89
WELL-16,1290.0,26.59,194.58
WELL-16,1320.0,26.62,194.0
WELL-16,1350.0,26.61,194.05
WELL-16,1380.0,26.6,194.31
WELL-16,1410.0,26.54,194.04
WELL-16,1440.0,26.58,193.88
WELL-16,1470.0,26.57,194.08
WELL-16,1500.0,26.62,194.55
WELL-16,1530.0,26.6,194.36
WELL-16,1560.0,26.55,194.37
WELL-16,1590.0,26.58,194.71
WELL-16,1620.0,26.61,194.87
WELL-16,1650.0,26.64,194.48
WELL-16,1680.0,26.71,194.3
WELL-16,1710.0,26.77,194.25
WELL-16,1740.0,26.76,194.22
WELL-16,1770.0,26.66,194.29
WELL-16,1800.0,26.68,194.46
WELL-16,1830.0,26.72,194.7
WELL-16,1860.0,26.72,194.89
WELL-16,1890.0,26.67,195.19
WELL-16,1920.0,26.65,195.72
WELL-16,1950.0,26.65,195.59
WELL-16,1980.0,26.69,195.94
WELL-16,2010.0,26.83,196.04
WELL-16,2040.0,26.78,195.96
WELL-16,2070.0,26.75,195.65
WELL-16,2100.0,26.73,195.23
WELL-16,2130.0,26.73,195.34
WELL-16,2160.0,26.71,194.99
WELL-16,2190.0,26.61,194.73
WELL-16,2220.0,26.58,194.98
WELL-16,2250.0,26.64,194.91
WELL-16,2280.0,26.71,194.7
WELL-16,2310.0,26.75,194.57
WELL-16,2340.0,26.74,194.36
WELL-16,2370.0,26.74,193.88
WELL-16,2400.0,26.79,193.85
WELL-16,2430.0,26.79,194.28
WELL-16,2460.0,26.74,194.67
WELL-16,2490.0,26.73,194.41
WELL-16,2520.0,26.73,194.72
WELL-16,2550.0,26.72,194.99
WELL-16,2580.0,26.63,194.8
WELL-16,2610.0,26.61,194.72
WELL-16,2640.0,26.7,194.64
WELL-16,2670.0,26.66,194.49
WELL-16,2700.0,26.64,194.16
WELL-16,2730.0,26.69,193.71
WELL-16,2760.0,26.63,193.88
WELL-16,2790.0,26.65,194.14
WELL-16,2820.0,26.72,194.51
WELL-16,2850.0,26.7,194.83
WELL-16,2880.0,26.66,194.85
WELL-16,2910.0,26.72,195.1
WELL-16,2940.0,26.73,195.29
WELL-16,2970.0,26.77,194.81
WELL-16,3000.0,26.68,195.44
WELL-16,3030.0,26.67,195.74
WELL-16,3060.0,26.58,195.54
WELL-16,3090.0,26.58,194.91
WELL-16,3120.0,26.61,195.27
WELL-16,3150.0,26.64,194.85
WELL-16,3180.0,26.66,194.68
WELL-17,0.0,0.06,74.45
WELL-17,30.0,0.06,74.77
WELL-17,60.0,0.03,75.11
WELL-17,90.0,0.01,75.35
WELL-17,120.0,0.03,74.99
WELL-17,150.0,0.1,74.58
WELL-17,180.0,0.09,74.46
WELL-17,210.0,0.13,74.4
WELL-17,240.0,0.12,74.2
WELL-17,270.0,0.17,74.6
WELL-17,300.0,0.14,74.79
WELL-17,330.0,0.03,75.0
WELL-17,360.0,0.04,75.67
WELL-17,390.0,0.03,75.45
WELL-17,420.0,0.06,75.62
WELL-17,450.0,0.1,75.68
WELL-17,480.0,0.07,75.44
WELL-17,510.0,0.09,75.54
WELL-17,540.0,0.07,75.74
WELL-17,570.0,0.03,75.94
WELL-17,600.0,0.02,76.29
WELL-17,630.0,0.01,75.99
WELL-17,660.0,0.06,75.92
WELL-17,690.0,0.0,75.58
WELL-17,720.0,0.0,75.58
WELL-17,750.0,0.01,75.89
WELL-17,780.0,0.02,76.16
WELL-17,810.0,0.01,76.1
WELL-17,840.0,0.01,76.29
WELL-17,870.0,1.05,76.28
WELL-17,900.0,3.79,75.99
WELL-17,930.0,6.51,75.94
WELL-17,960.0,9.24,76.47
WELL-17,990.0,12.0,76.86
WELL-17,1020.0,14.73,76.79
WELL-17,1050.0,17.45,76.47
WELL-17,1080.0,20.2,76.35
WELL-17,1110.0,22.88,76.4
WELL-17,1140.0,25.62,76.2
WELL-17,1170.0,28.35,76.1
WELL-17,1200.0,31.1,76.38
WELL-17,1230.0,33.85,75.39
WELL-17,1260.0,36.63,75.21
WELL-17,1290.0,39.32,74.94
WELL-17,1320.0,40.86,74.12
WELL-17,1350.0,40.89,73.65
WELL-17,1380.0,40.96,73.61
WELL-17,1410.0,40.98,73.12
WELL-17,1440.0,40.99,73.39
WELL-17,1470.0,40.99,73.26
WELL-17,1500.0,40.99,73.26
WELL-17,1530.0,40.95,73.53
WELL-17,1560.0,40.99,73.52
WELL-17,1590.0,40.99,73.01
WELL-17,1620.0,41.0,72.89
WELL-17,1650.0,41.05,72.88
WELL-17,1680.0,41.1,72.72
WELL-17,1710.0,40.95,72.73
WELL-17,1740.0,40.94,72.9
WELL-17,1770.0,40.97,72.08
WELL-17,1800.0,40.97,72.19
WELL-17,1830.0,40.95,72.03
WELL-17,1860.0,40.92,72.54
WELL-17,1890.0,40.95,72.94
WELL-17,1920.0,40.96,72.74
WELL-17,1950.0,40.96,72.51
WELL-17,1980.0,41.02,72.31
WELL-17,2010.0,41.02,72.74
WELL-17,2040.0,41.0,72.73
WELL-17,2070.0,41.13,72.93
WELL-17,2100.0,41.16,73.17
WELL-17,2130.0,41.14,72.9
WELL-17,2160.0,41.22,73.12
WELL-17,2190.0,41.24,73.8
WELL-17,2220.0,41.27,73.46
WELL-17,2250.0,41.26,73.08
WELL-17,2280.0,41.18,72.95
WELL-17,2310.0,41.1,72.52
WELL-17,2340.0,41.08,72.74
WELL-17,2370.0,41.12,73.08
WELL-17,2400.0,41.14,73.65
WELL-17,2430.0,41.16,73.92
WELL-17,2460.0,41.11,73.41
WELL-17,2490.0,41.09,73.42
WELL-17,2520.0,41.25,73.12
WELL-17,2550.0,41.21,72.88
WELL-17,2580.0,41.22,73.09
WELL-17,2610.0,41.22,73.31
WELL-17,2640.0,41.21,73.1
WELL-17,2670.0,41.24,72.72
WELL-17,2700.0,41.32,72.74
WELL-17,2730.0,41.35,72.53
WELL-17,2760.0,41.39,72.45
WELL-17,2790.0,41.31,72.84
WELL-17,2820.0,41.32,72.38
WELL-17,2850.0,41.41,72.21
WELL-17,2880.0,41.36,72.52
WELL-17,2910.0,41.35,72.85
WELL-17,2940.0,41.26,72.79
WELL-17,2970.0,41.33,72.71
WELL-17,3000.0,41.33,73.25
WELL-17,3030.0,41.3,73.2
WELL-17,3060.0,41.31,72.73
WELL-17,3090.0,41.31,72.51
WELL-17,3120.0,41.32,72.61
WELL-17,3150.0,41.31,72.92
WELL-17,3180.0,41.31,72.98
WELL-17,3210.0,41.31,73.36
WELL-17,3240.0,41.27,73.45
WELL-17,3270.0,41.22,73.43
WELL-17,3300.0,41.21,73.53
WELL-18,0.0,0.05,307.23
WELL-18,30.0,0.05,306.89
WELL-18,60.0,0.03,307.0
WELL-18,90.0,0.1,306.78
WELL-18,120.0,0.16,306.7
WELL-18,150.0,0.18,306.77
WELL-18,180.0,0.1,306.8
WELL-18,210.0,0.08,307.13
WELL-18,240.0,0.0,307.13
WELL-18,270.0,0.08,307.35
WELL-18,300.0,0.07,307.64
WELL-18,330.0,0.06,307.68
WELL-18,360.0,0.09,307.77
WELL-18,390.0,0.11,307.81
WELL-18,420.0,0.12,307.9
WELL-18,450.0,0.01,307.79
WELL-18,480.0,0.07,308.06
WELL-18,510.0,0.09,307.83
WELL-18,540.0,0.0,308.08
WELL-18,570.0,0.05,308.0
WELL-18,600.0,0.09,308.16
WELL-18,630.0,0.07,307.69
WELL-18,660.0,0.13,307.89
WELL-18,690.0,0.11,307.52
WELL-18,720.0,0.18,307.41
WELL-18,750.0,0.15,307.27
WELL-18,780.0,0.2,307.55
WELL-18,810.0,0.22,307.56
WELL-18,840.0,1.74,307.53
WELL-18,870.0,4.55,307.51
WELL-18,900.0,7.25,307.49
WELL-18,930.0,10.02,307.49
WELL-18,960.0,12.85,307.89
WELL-18,990.0,15.5,308.01
WELL-18,1020.0,18.31,308.03
WELL-18,1050.0,21.03,308.38
WELL-18,1080.0,23.77,308.11
WELL-18,1110.0,26.51,307.94
WELL-18,1140.0,29.05,307.72
WELL-18,1170.0,29.04,307.65
WELL-18,1200.0,28.98,307.4
WELL-18,1230.0,29.07,307.82
WELL-18,1260.0,29.0,307.56
WELL-18,1290.0,29.02,307.51
WELL-18,1320.0,29.04,307.27
WELL-18,1350.0,28.94,307.93
WELL-18,1380.0,28.9,308.17
WELL-18,1410.0,28.92,307.69
WELL-18,1440.0,28.99,307.84
WELL-18,1470.0,28.95,307.51
WELL-18,1500.0,28.88,308.06
WELL-18,1530.0,28.9,307.86
WELL-18,1560.0,28.89,307.06
WELL-18,1590.0,28.88,307.46
WELL-18,1620.0,28.91,307.16
WELL-18,1650.0,28.87,307.3
WELL-18,1680.0,28.93,307.01
WELL-18,1710.0,28.92,307.16
WELL-18,1740.0,28.91,307.31
WELL-18,1770.0,28.93,307.27
WELL-18,1800.0,28.88,306.93
WELL-18,1830.0,28.88,307.33
WELL-18,1860.0,28.86,307.64
WELL-18,1890.0,28.86,307.57
WELL-18,1920.0,28.93,308.13
WELL-18,1950.0,28.99,308.12
WELL-18,1980.0,29.0,307.72
WELL-18,2010.0,29.04,307.91
WELL-18,2040.0,29.11,307.99
WELL-18,2070.0,29.09,308.07
WELL-18,2100.0,29.06,308.04
WELL-18,2130.0,29.09,308.17
WELL-18,2160.0,29.13,308.61
WELL-18,2190.0,29.18,308.69
WELL-18,2220.0,29.21,308.49
WELL-18,2250.0,29.31,308.36
WELL-18,2280.0,29.32,308.25
WELL-18,2310.0,29.24,308.56
WELL-18,2340.0,29.23,309.15
WELL-18,2370.0,29.21,309.08
WELL-18,2400.0,29.12,309.49
WELL-18,2430.0,29.08,309.44
WELL-18,2460.0,29.15,309.59
WELL-18,2490.0,29.17,309.8
WELL-18,2520.0,29.18,310.25
WELL-18,2550.0,29.16,310.46
WELL-18,2580.0,29.18,310.53
WELL-18,2610.0,29.18,310.34
WELL-18,2640.0,29.14,310.3
WELL-18,2670.0,29.18,310.52
WELL-18,2700.0,29.16,310.62
WELL-18,2730.0,29.16,310.46
WELL-18,2760.0,29.1,310.65
WELL-18,2790.0,29.13,310.24
WELL-18,2820.0,29.04,310.36
WELL-18,2850.0,29.0,309.98
WELL-18,2880.0,29.02,310.45
WELL-18,2910.0,29.03,310.27
WELL-18,2940.0,29.02,310.12
WELL-18,2970.0,29.01,310.35
WELL-18,3000.0,29.0,310.07
WELL-18,3030.0,28.97,310.2
WELL-18,3060.0,29.01,310.09
WELL-18,3090.0,28.97,310.17
WELL-18,3120.0,28.88,309.86
WELL-18,3150.0,28.88,309.61
WELL-18,3180.0,28.89,308.8
WELL-18,3210.0,28.85,308.82
WELL-18,3240.0,28.86,309.37
WELL-18,3270.0,28.89,308.77
WELL-18,3300.0,28.88,308.71
WELL-18,3330.0,28.87,308.72
WELL-19,0.0,0.02,314.64
WELL-19,30.0,0.09,314.58
WELL-19,60.0,0.05,314.46
WELL-19,90.0,0.04,314.45
WELL-19,120.0,0.01,314.35
WELL-19,150.0,0.07,314.21
WELL-19,180.0,0.03,314.16
WELL-19,210.0,0.04,314.09
WELL-19,240.0,0.07,313.8
WELL-19,270.0,0.05,313.98
WELL-19,300.0,0.08,314.05
WELL-19,330.0,0.14,313.7
WELL-19,360.0,0.09,313.57
WELL-19,390.0,0.12,314.3
WELL-19,420.0,0.04,314.53
WELL-19,450.0,0.07,314.4
WELL-19,480.0,0.17,313.97
WELL-19,510.0,0.14,313.9
WELL-19,540.0,0.13,313.74
WELL-19,570.0,0.14,313.66
WELL-19,600.0,0.1,313.69
WELL-19,630.0,0.09,314.05
WELL-19,660.0,0.17,314.08
WELL-19,690.0,0.13,313.8
WELL-19,720.0,0.15,314.08
WELL-19,750.0,0.16,314.36
WELL-19,780.0,0.15,314.74
WELL-19,810.0,0.23,314.88
WELL-19,840.0,0.14,314.6
WELL-19,870.0,0.02,314.83
WELL-19,900.0,0.11,314.99
WELL-19,930.0,0.12,314.78
WELL-19,960.0,0.12,314.89
WELL-19,990.0,0.21,314.77
WELL-19,1020.0,0.26,314.06
WELL-19,1050.0,0.23,314.03
WELL-19,1080.0,0.18,313.92
WELL-19,1110.0,0.22,313.91
WELL-19,1140.0,0.22,313.52
WELL-19,1170.0,0.19,313.73
WELL-19,1200.0,0.17,314.21
WELL-19,1230.0,0.16,314.23
WELL-19,1260.0,0.13,314.32
WELL-19,1290.0,0.12,314.48
WELL-19,1320.0,0.1,314.64
WELL-19,1350.0,0.04,314.6
WELL-19,1380.0,0.09,314.27
WELL-19,1410.0,0.06,314.24
WELL-19,1440.0,0.01,314.65
WELL-19,1470.0,0.01,314.83
WELL-19,1500.0,0.04,314.8
WELL-19,1530.0,0.07,315.14
WELL-19,1560.0,0.07,314.93
WELL-19,1590.0,0.14,315.1
WELL-19,1620.0,0.12,315.42
WELL-19,1650.0,0.1,315.15
WELL-19,1680.0,0.13,315.53
WELL-19,1710.0,0.16,316.17
WELL-19,1740.0,0.2,316.25
WELL-19,1770.0,0.24,316.07
WELL-19,1800.0,0.26,316.16
WELL-19,1830.0,0.35,315.76
WELL-19,1860.0,0.26,315.37
WELL-19,1890.0,0.22,315.87
WELL-19,1920.0,0.16,315.71
WELL-19,1950.0,0.22,315.72
WELL-19,1980.0,0.14,315.3
WELL-19,2010.0,0.08,315.38
WELL-19,2040.0,0.05,315.14
WELL-19,2070.0,0.08,315.33
WELL-19,2100.0,0.07,315.51
WELL-19,2130.0,0.11,315.31
WELL-19,2160.0,0.11,314.96
WELL-19,2190.0,0.14,314.25
WELL-19,2220.0,0.0,314.1
WELL-19,2250.0,0.04,314.22
WELL-19,2280.0,0.15,314.03
WELL-19,2310.0,0.19,314.15
WELL-19,2340.0,0.25,313.93
WELL-19,2370.0,0.21,313.66
WELL-19,2400.0,0.24,313.81
WELL-19,2430.0,0.27,313.93
WELL-19,2460.0,0.17,313.91
WELL-19,2490.0,0.18,314.07
WELL-19,2520.0,0.12,314.37
WELL-19,2550.0,0.12,313.96
WELL-19,2580.0,0.05,314.14
WELL-19,2610.0,0.1,313.69
WELL-19,2640.0,0.05,314.24
WELL-19,2670.0,0.01,314.35
WELL-19,2700.0,0.01,313.91
WELL-19,2730.0,0.06,313.5
WELL-19,2760.0,0.06,313.09
WELL-20,0.0,0.05,34.78
WELL-20,30.0,0.09,34.77
WELL-20,60.0,0.19,34.73
WELL-20,90.0,0.08,34.21
WELL-20,120.0,0.2,34.17
WELL-20,150.0,0.27,34.23
WELL-20,180.0,0.24,34.13
WELL-20,210.0,0.29,34.09
WELL-20,240.0,0.33,34.31
WELL-20,270.0,0.41,34.21
WELL-20,300.0,0.36,33.35
WELL-20,330.0,0.3,33.37
WELL-20,360.0,0.33,33.37
WELL-20,390.0,0.35,33.03
WELL-20,420.0,0.3,33.16
WELL-20,450.0,0.35,33.18
WELL-20,480.0,0.26,32.52
WELL-20,510.0,0.23,32.55
WELL-20,540.0,0.24,32.4
WELL-20,570.0,0.25,32.03
WELL-20,600.0,0.27,32.06
WELL-20,630.0,0.26,31.75
WELL-20,660.0,0.29,31.76
WELL-20,690.0,0.35,31.39
WELL-20,720.0,0.39,31.24
WELL-20,750.0,0.45,31.12
WELL-20,780.0,0.44,30.86
WELL-20,810.0,0.4,30.91
WELL-20,840.0,0.42,30.58
WELL-20,870.0,0.39,30.8
WELL-20,900.0,0.33,31.02
WELL-20,930.0,0.32,30.69
WELL-20,960.0,0.26,30.96
WELL-20,990.0,0.29,31.17
WELL-20,1020.0,0.33,31.19
WELL-20,1050.0,0.22,31.41
WELL-20,1080.0,0.28,31.98
WELL-20,1110.0,1.06,32.17
WELL-20,1140.0,3.87,32.13
WELL-20,1170.0,6.65,31.77
WELL-20,1200.0,9.44,31.34
WELL-20,1230.0,12.28,31.22
WELL-20,1260.0,15.1,31.53
WELL-20,1290.0,17.79,31.37
WELL-20,1320.0,20.62,31.31
WELL-20,1350.0,23.45,31.94
WELL-20,1380.0,26.25,32.08
WELL-20,1410.0,29.01,31.81
WELL-20,1440.0,31.82,31.65
WELL-20,1470.0,34.56,32.3
WELL-20,1500.0,37.38,32.51
WELL-20,1530.0,40.18,33.3
WELL-20,1560.0,40.68,33.07
WELL-20,1590.0,40.76,33.1
WELL-20,1620.0,40.76,33.07
WELL-20,1650.0,40.82,33.23
WELL-20,1680.0,40.78,33.41
WELL-20,1710.0,40.74,33.19
WELL-20,1740.0,40.7,33.17
WELL-20,1770.0,40.65,33.21
WELL-20,1800.0,40.64,32.52
WELL-20,1830.0,40.66,32.57
WELL-20,1860.0,40.62,32.59
WELL-20,1890.0,40.67,32.39
WELL-20,1920.0,40.67,32.62
WELL-20,1950.0,40.67,33.16
WELL-20,1980.0,40.68,33.05
WELL-20,2010.0,40.76,32.65
WELL-20,2040.0,40.77,33.04
WELL-20,2070.0,40.75,33.56
WELL-20,2100.0,40.74,33.37
WELL-20,2130.0,40.76,33.07
WELL-20,2160.0,40.67,32.93
WELL-20,2190.0,40.66,32.73
WELL-20,2220.0,40.66,32.96
WELL-20,2250.0,40.58,32.7
WELL-20,2280.0,40.51,32.54
WELL-20,2310.0,40.52,32.74
WELL-20,2340.0,40.5,32.39
WELL-20,2370.0,40.49,32.44
WELL-20,2400.0,40.59,32.34
WELL-20,2430.0,40.54,32.68
WELL-20,2460.0,40.49,32.48
WELL-20,2490.0,40.49,32.43
WELL-20,2520.0,40.49,33.12
WELL-20,2550.0,40.5,32.87
WELL-20,2580.0,40.52,33.19
WELL-20,2610.0,40.49,33.01
WELL-20,2640.0,40.57,32.75
WELL-20,2670.0,40.6,32.84
WELL-20,2700.0,40.53,32.84
WELL-20,2730.0,40.6,32.43
WELL-20,2760.0,40.63,32.39
WELL-20,2790.0,40.6,32.12
WELL-20,2820.0,40.61,32.65
WELL-20,2850.0,40.64,32.17
WELL-20,2880.0,40.59,32.28
WELL-20,2910.0,40.61,32.68
WELL-20,2940.0,40.62,32.98
WELL-20,2970.0,40.61,33.31
WELL-20,3000.0,40.57,32.9
WELL-20,3030.0,40.56,32.86
WELL-20,3060.0,40.54,32.8
WELL-20,3090.0,40.58,32.64
WELL-20,3120.0,40.65,32.71
WELL-20,3150.0,40.62,32.63
WELL-20,3180.0,40.63,32.15
WELL-20,3210.0,40.73,32.11
WELL-20,3240.0,40.71,32.08
WELL-20,3270.0,40.71,32.17
WELL-20,3300.0,40.68,32.41
WELL-20,3330.0,40.72,32.32
WELL-20,3360.0,40.82,32.45
WELL-21,0.0,0.01,291.17
WELL-21,30.0,0.03,291.49
WELL-21,60.0,0.09,291.59
WELL-21,90.0,0.12,291.15
WELL-21,120.0,0.17,290.89
WELL-21,150.0,0.25,290.73
WELL-21,180.0,0.36,290.93
WELL-21,210.0,0.36,291.3
WELL-21,240.0,0.31,291.53
WELL-21,270.0,0.33,291.05
WELL-21,300.0,0.27,291.39
WELL-21,330.0,0.27,291.16
WELL-21,360.0,0.27,290.51
WELL-21,390.0,0.2,290.71
WELL-21,420.0,0.16,291.21
WELL-21,450.0,0.15,291.49
WELL-21,480.0,0.17,291.8
WELL-21,510.0,0.16,291.61
WELL-21,540.0,0.12,291.93
WELL-21,570.0,0.12,292.04
WELL-21,600.0,0.15,291.84
WELL-21,630.0,0.24,291.75
WELL-21,660.0,0.11,291.86
WELL-21,690.0,0.07,291.99
WELL-21,720.0,0.02,291.66
WELL-21,750.0,0.04,292.07
WELL-21,780.0,0.0,292.25
WELL-21,810.0,0.13,291.66
WELL-21,840.0,0.16,290.97
WELL-21,870.0,0.13,291.32
WELL-21,900.0,0.08,291.35
WELL-21,930.0,0.08,291.63
WELL-21,960.0,0.69,292.06
WELL-21,990.0,3.06,292.04
WELL-21,1020.0,5.4,292.0
WELL-21,1050.0,7.8,291.79
WELL-21,1080.0,10.19,291.87
WELL-21,1110.0,12.56,292.28
WELL-21,1140.0,14.9,292.64
WELL-21,1170.0,17.26,293.31
WELL-21,1200.0,19.68,293.59
WELL-21,1230.0,22.04,293.9
WELL-21,1260.0,24.4,294.08
WELL-21,1290.0,26.79,294.1
WELL-21,1320.0,26.79,294.1
WELL-21,1350.0,26.73,294.0
WELL-21,1380.0,26.69,293.96
WELL-21,1410.0,26.68,294.02
WELL-21,1440.0,26.71,294.47
WELL-21,1470.0,26.78,294.62
WELL-21,1500.0,26.75,294.44
WELL-21,1530.0,26.84,294.22
WELL-21,1560.0,26.84,294.4
WELL-21,1590.0,26.84,294.53
WELL-21,1620.0,26.85,294.2
WELL-21,1650.0,26.82,294.15
WELL-21,1680.0,26.74,294.54
WELL-21,1710.0,26.69,294.93
WELL-21,1740.0,26.67,294.95
WELL-21,1770.0,26.65,294.81
WELL-21,1800.0,26.68,294.64
WELL-21,1830.0,26.7,294.86
WELL-21,1860.0,26.1,294.76
WELL-21,1890.0,24.09,294.87
WELL-21,1920.0,22.09,295.43
WELL-21,1950.0,20.11,295.0
WELL-21,1980.0,18.1,295.09
WELL-21,2010.0,16.11,294.97
WELL-21,2040.0,14.11,295.18
WELL-21,2070.0,12.13,295.33
WELL-21,2100.0,10.13,295.36
WELL-21,2130.0,8.11,294.83
WELL-21,2160.0,6.15,294.65
WELL-21,2190.0,5.15,294.52
WELL-21,2220.0,5.17,295.22
WELL-21,2250.0,5.14,295.04
WELL-21,2280.0,5.1,294.85
WELL-21,2310.0,5.01,295.07
WELL-21,2340.0,5.03,295.56
WELL-21,2370.0,5.0,295.58
WELL-21,2400.0,5.02,295.22
WELL-21,2430.0,5.02,295.53
WELL-21,2460.0,5.02,296.13
WELL-21,2490.0,5.0,296.13
WELL-21,2520.0,5.02,296.03
WELL-21,2550.0,5.06,295.98
WELL-21,2580.0,5.06,295.94
WELL-21,2610.0,5.08,296.03
WELL-21,2640.0,5.11,296.31
WELL-21,2670.0,5.07,296.57
WELL-21,2700.0,5.04,296.33
WELL-21,2730.0,5.06,296.01
WELL-21,2760.0,5.04,295.9
WELL-21,2790.0,5.01,295.68
WELL-21,2820.0,5.04,295.51
WELL-21,2850.0,5.01,295.74
WELL-21,2880.0,5.04,295.25
WELL-21,2910.0,5.0,294.82
WELL-21,2940.0,5.04,294.71
WELL-21,2970.0,5.07,295.31
WELL-21,3000.0,5.09,295.48
WELL-21,3030.0,5.14,295.15
WELL-21,3060.0,5.16,295.09
WELL-21,3090.0,5.2,295.31
WELL-22,0.0,0.09,235.34
WELL-22,30.0,0.19,235.49
WELL-22,60.0,0.28,235.34
WELL-22,90.0,0.2,235.61
WELL-22,120.0,0.26,236.26
WELL-22,150.0,0.23,236.35
WELL-22,180.0,0.23,236.64
WELL-22,210.0,0.14,236.35
WELL-22,240.0,0.21,236.92
WELL-22,270.0,0.21,237.04
WELL-22,300.0,0.23,237.19
WELL-22,330.0,0.19,236.75
WELL-22,360.0,0.22,236.71
WELL-22,390.0,0.27,236.66
WELL-22,420.0,0.27,237.0
WELL-22,450.0,0.28,237.06
WELL-22,480.0,0.28,236.76
WELL-22,510.0,0.22,236.84
WELL-22,540.0,0.18,236.75
