WELL,MD,X,Y,Z,GR,RHOB,NPHI,DT,RT,PHIE,SW,VSH,ZONE
WELL-10,2649.5,5662.27,10148.97,-2385.02,117.4,2.561,0.307,77.4,2.489,0.092,1.0,0.851,SEAL_SHALE
WELL-10,2650.0,5662.23,10148.96,-2385.52,91.8,2.572,0.281,82.1,2.672,0.092,1.0,0.761,SEAL_SHALE
WELL-10,2650.5,5662.19,10148.94,-2386.02,101.4,2.561,0.284,78.5,2.77,0.092,1.0,0.775,SEAL_SHALE
WELL-10,2651.0,5662.15,10148.92,-2386.51,106.0,2.556,0.297,79.8,2.798,0.092,1.0,0.794,SEAL_SHALE
WELL-10,2651.5,5662.11,10148.91,-2387.01,103.3,2.569,0.299,82.0,2.792,0.092,1.0,0.772,SEAL_SHALE
WELL-10,2652.0,5662.07,10148.89,-2387.51,100.3,2.562,0.289,82.4,2.755,0.092,1.0,0.805,SEAL_SHALE
WELL-10,2652.5,5662.03,10148.88,-2388.01,112.2,2.569,0.293,81.9,2.633,0.092,1.0,0.816,SEAL_SHALE
WELL-10,2653.0,5661.98,10148.86,-2388.51,121.4,2.59,0.311,79.9,2.462,0.092,1.0,0.91,SEAL_SHALE
WELL-10,2653.5,5661.94,10148.84,-2389.0,110.1,2.55,0.293,80.7,2.494,0.092,1.0,0.824,SEAL_SHALE
WELL-10,2654.0,5661.9,10148.83,-2389.5,109.3,2.602,0.316,76.4,2.706,0.092,1.0,0.84,SEAL_SHALE
WELL-10,2654.5,5661.86,10148.81,-2390.0,118.3,2.57,0.299,81.1,2.566,0.092,1.0,0.868,SEAL_SHALE
WELL-10,2655.0,5661.82,10148.8,-2390.5,103.8,2.581,0.305,82.2,2.806,0.092,1.0,0.85,SEAL_SHALE
WELL-10,2655.5,5661.78,10148.78,-2391.0,107.6,2.554,0.306,82.9,2.972,0.092,1.0,0.8,SEAL_SHALE
WELL-10,2656.0,5661.74,10148.76,-2391.49,113.9,2.558,0.315,80.3,2.649,0.092,1.0,0.854,SEAL_SHALE
WELL-10,2656.5,5661.7,10148.75,-2391.99,109.3,2.561,0.292,80.2,2.759,0.092,1.0,0.81,SEAL_SHALE
WELL-10,2657.0,5661.66,10148.73,-2392.49,103.8,2.547,0.3,83.4,2.838,0.092,1.0,0.855,SEAL_SHALE
WELL-10,2657.5,5661.62,10148.72,-2392.99,102.0,2.572,0.287,81.1,2.858,0.092,1.0,0.746,SEAL_SHALE
WELL-10,2658.0,5661.58,10148.7,-2393.49,99.6,2.586,0.297,80.6,2.85,0.092,1.0,0.789,SEAL_SHALE
WELL-10,2658.5,5661.54,10148.68,-2393.98,108.0,2.571,0.299,81.9,2.411,0.092,1.0,0.863,SEAL_SHALE
WELL-10,2659.0,5661.49,10148.67,-2394.48,113.9,2.567,0.318,81.2,2.734,0.092,1.0,0.869,SEAL_SHALE
WELL-10,2659.5,5661.45,10148.65,-2394.98,103.0,2.563,0.297,80.0,2.633,0.092,1.0,0.803,SEAL_SHALE
WELL-10,2660.0,5661.41,10148.64,-2395.48,111.8,2.558,0.292,82.2,2.518,0.092,1.0,0.831,SEAL_SHALE
WELL-10,2660.5,5661.37,10148.62,-2395.98,114.1,2.568,0.32,81.3,2.568,0.092,1.0,0.861,SEAL_SHALE
WELL-10,2661.0,5661.33,10148.6,-2396.47,124.4,2.551,0.334,80.6,2.241,0.092,1.0,0.92,SEAL_SHALE
WELL-10,2661.5,5661.29,10148.59,-2396.97,121.9,2.588,0.327,79.2,2.571,0.092,1.0,0.932,SEAL_SHALE
WELL-10,2662.0,5661.25,10148.57,-2397.47,116.7,2.575,0.322,79.0,2.604,0.092,1.0,0.902,SEAL_SHALE
WELL-10,2662.5,5661.21,10148.56,-2397.97,115.8,2.574,0.316,78.5,2.436,0.092,1.0,0.865,SEAL_SHALE
WELL-10,2663.0,5661.17,10148.54,-2398.47,104.3,2.555,0.308,80.9,2.66,0.092,1.0,0.807,SEAL_SHALE
WELL-10,2663.5,5661.13,10148.52,-2398.96,105.8,2.554,0.284,78.3,3.068,0.092,1.0,0.777,SEAL_SHALE
WELL-10,2664.0,5661.09,10148.51,-2399.46,103.7,2.552,0.279,78.7,2.84,0.092,1.0,0.767,SEAL_SHALE
WELL-10,2664.5,5661.04,10148.49,-2399.96,121.2,2.59,0.301,83.7,2.48,0.092,1.0,0.848,SEAL_SHALE
WELL-10,2665.0,5661.0,10148.48,-2400.46,98.6,2.579,0.294,81.4,2.605,0.092,1.0,0.779,SEAL_SHALE
WELL-10,2665.5,5660.96,10148.46,-2400.96,101.7,2.558,0.295,81.1,2.703,0.092,1.0,0.817,SEAL_SHALE
WELL-10,2666.0,5660.92,10148.44,-2401.46,99.0,2.548,0.288,81.6,2.621,0.092,1.0,0.799,SEAL_SHALE
WELL-10,2666.5,5660.88,10148.43,-2401.95,106.0,2.567,0.297,83.5,2.608,0.092,1.0,0.807,SEAL_SHALE
WELL-10,2667.0,5660.84,10148.41,-2402.45,105.5,2.587,0.313,82.6,2.801,0.092,1.0,0.841,SEAL_SHALE
WELL-10,2667.5,5660.8,10148.4,-2402.95,113.9,2.564,0.301,80.1,2.541,0.092,1.0,0.863,SEAL_SHALE
WELL-10,2668.0,5660.76,10148.38,-2403.45,106.0,2.554,0.304,80.7,2.555,0.092,1.0,0.876,SEAL_SHALE
WELL-10,2668.5,5660.72,10148.36,-2403.95,108.9,2.55,0.289,78.3,2.344,0.092,1.0,0.865,SEAL_SHALE
WELL-10,2669.0,5660.68,10148.35,-2404.44,120.0,2.541,0.303,80.1,2.471,0.092,1.0,0.898,SEAL_SHALE
WELL-10,2669.5,5660.64,10148.33,-2404.94,110.8,2.573,0.309,81.7,2.695,0.092,1.0,0.866,SEAL_SHALE
WELL-10,2670.0,5660.6,10148.32,-2405.44,123.2,2.576,0.318,80.0,2.609,0.092,1.0,0.885,SEAL_SHALE
WELL-10,2670.5,5660.55,10148.3,-2405.94,125.1,2.553,0.32,80.3,2.497,0.092,1.0,0.905,SEAL_SHALE
WELL-10,2671.0,5660.51,10148.29,-2406.44,114.3,2.564,0.3,79.9,2.629,0.092,1.0,0.856,SEAL_SHALE
WELL-10,2671.5,5660.47,10148.27,-2406.93,118.6,2.574,0.308,82.3,2.831,0.092,1.0,0.876,SEAL_SHALE
WELL-10,2672.0,5660.43,10148.25,-2407.43,112.4,2.552,0.314,79.5,2.769,0.092,1.0,0.816,SEAL_SHALE
WELL-10,2672.5,5660.39,10148.24,-2407.93,116.8,2.563,0.317,79.7,2.733,0.092,1.0,0.892,SEAL_SHALE
WELL-10,2673.0,5660.35,10148.22,-2408.43,104.0,2.562,0.283,82.6,2.788,0.092,1.0,0.828,SEAL_SHALE
WELL-10,2673.5,5660.31,10148.21,-2408.93,117.4,2.554,0.31,80.8,2.406,0.092,1.0,0.889,SEAL_SHALE
WELL-10,2674.0,5660.27,10148.19,-2409.42,123.5,2.57,0.32,77.7,2.469,0.092,1.0,0.911,SEAL_SHALE
WELL-10,2674.5,5660.23,10148.18,-2409.92,121.7,2.573,0.319,81.5,2.438,0.092,1.0,0.888,SEAL_SHALE
WELL-10,2675.0,5660.19,10148.16,-2410.42,105.1,2.563,0.285,80.2,2.744,0.092,1.0,0.776,SEAL_SHALE
WELL-10,2675.5,5660.15,10148.14,-2410.92,108.2,2.566,0.292,82.4,2.748,0.092,1.0,0.809,SEAL_SHALE
WELL-10,2676.0,5660.11,10148.13,-2411.42,102.3,2.567,0.286,80.8,2.766,0.092,1.0,0.737,SEAL_SHALE
WELL-10,2676.5,5660.07,10148.11,-2411.91,110.0,2.561,0.273,82.4,2.735,0.092,1.0,0.81,SEAL_SHALE
WELL-10,2677.0,5660.02,10148.1,-2412.41,105.6,2.558,0.291,80.5,2.841,0.092,1.0,0.781,SEAL_SHALE
WELL-10,2677.5,5659.98,10148.08,-2412.91,108.0,2.565,0.308,80.8,2.604,0.092,1.0,0.839,SEAL_SHALE
WELL-10,2678.0,5659.94,10148.07,-2413.41,118.5,2.559,0.308,83.4,2.6,0.092,1.0,0.87,SEAL_SHALE
WELL-10,2678.5,5659.9,10148.05,-2413.91,120.9,2.599,0.324,80.8,2.431,0.092,1.0,0.91,SEAL_SHALE
WELL-10,2679.0,5659.86,10148.03,-2414.41,110.6,2.563,0.281,82.3,2.425,0.092,1.0,0.811,SEAL_SHALE
WELL-10,2679.5,5659.82,10148.02,-2414.9,109.4,2.556,0.282,77.3,2.748,0.092,1.0,0.836,SEAL_SHALE
WELL-10,2680.0,5659.78,10148.0,-2415.4,114.3,2.563,0.298,82.5,2.722,0.092,1.0,0.822,SEAL_SHALE
WELL-10,2680.5,5659.74,10147.99,-2415.9,101.2,2.579,0.295,81.4,2.565,0.092,1.0,0.795,SEAL_SHALE
WELL-10,2681.0,5659.7,10147.97,-2416.4,115.1,2.562,0.3,82.7,2.469,0.092,1.0,0.818,SEAL_SHALE
WELL-10,2681.5,5659.66,10147.96,-2416.9,94.4,2.556,0.285,81.0,2.778,0.092,1.0,0.74,SEAL_SHALE
WELL-10,2682.0,5659.62,10147.94,-2417.39,104.3,2.572,0.287,79.1,2.804,0.092,1.0,0.744,SEAL_SHALE
WELL-10,2682.5,5659.58,10147.93,-2417.89,118.3,2.576,0.327,80.4,2.737,0.092,1.0,0.862,SEAL_SHALE
WELL-10,2683.0,5659.54,10147.91,-2418.39,103.4,2.578,0.306,81.2,2.582,0.092,1.0,0.844,SEAL_SHALE
WELL-10,2683.5,5659.49,10147.89,-2418.89,117.7,2.573,0.322,78.8,2.563,0.092,1.0,0.88,SEAL_SHALE
WELL-10,2684.0,5659.45,10147.88,-2419.39,111.8,2.549,0.297,80.9,2.745,0.092,1.0,0.831,SEAL_SHALE
WELL-10,2684.5,5659.41,10147.86,-2419.88,113.4,2.564,0.285,79.2,2.523,0.092,1.0,0.846,SEAL_SHALE
WELL-10,2685.0,5659.37,10147.85,-2420.38,119.0,2.583,0.31,81.5,2.537,0.092,1.0,0.837,SEAL_SHALE
WELL-10,2685.5,5659.33,10147.83,-2420.88,111.2,2.559,0.279,78.6,2.784,0.092,1.0,0.795,SEAL_SHALE
WELL-10,2686.0,5659.29,10147.82,-2421.38,112.0,2.569,0.294,80.8,2.838,0.092,1.0,0.861,SEAL_SHALE
WELL-10,2686.5,5659.25,10147.8,-2421.88,112.3,2.553,0.32,78.6,2.656,0.092,1.0,0.843,SEAL_SHALE
WELL-10,2687.0,5659.21,10147.78,-2422.37,108.7,2.569,0.3,79.2,2.809,0.092,1.0,0.848,SEAL_SHALE
WELL-10,2687.5,5659.17,10147.77,-2422.87,117.6,2.579,0.291,83.3,2.601,0.092,1.0,0.885,SEAL_SHALE
WELL-10,2688.0,5659.13,10147.75,-2423.37,124.0,2.583,0.306,80.4,2.566,0.092,1.0,0.894,SEAL_SHALE
WELL-10,2688.5,5659.09,10147.74,-2423.87,107.4,2.576,0.299,82.1,2.572,0.092,1.0,0.849,SEAL_SHALE
WELL-10,2689.0,5659.05,10147.72,-2424.37,106.9,2.562,0.289,82.0,2.629,0.092,1.0,0.859,SEAL_SHALE
WELL-10,2689.5,5659.0,10147.71,-2424.87,122.8,2.562,0.322,82.8,2.519,0.092,1.0,0.963,SEAL_SHALE
WELL-10,2690.0,5658.96,10147.69,-2425.36,120.5,2.571,0.328,80.5,2.283,0.091,1.0,0.945,SEAL_SHALE
WELL-10,2690.5,5658.92,10147.67,-2425.86,114.4,2.559,0.304,80.7,2.545,0.091,1.0,0.871,SEAL_SHALE
WELL-10,2691.0,5658.88,10147.66,-2426.36,118.0,2.583,0.312,79.8,2.713,0.091,1.0,0.875,SEAL_SHALE
WELL-10,2691.5,5658.84,10147.64,-2426.86,116.9,2.574,0.323,81.2,2.308,0.091,1.0,0.895,SEAL_SHALE
WELL-10,2692.0,5658.8,10147.63,-2427.36,114.8,2.56,0.308,83.3,2.677,0.091,1.0,0.879,SEAL_SHALE
WELL-10,2692.5,5658.76,10147.61,-2427.85,114.1,2.56,0.307,81.5,2.697,0.091,1.0,0.869,SEAL_SHALE
WELL-10,2693.0,5658.72,10147.6,-2428.35,112.1,2.552,0.298,79.6,2.649,0.091,1.0,0.86,SEAL_SHALE
WELL-10,2693.5,5658.68,10147.58,-2428.85,108.7,2.55,0.294,80.9,2.778,0.091,1.0,0.859,SEAL_SHALE
WELL-10,2694.0,5658.64,10147.56,-2429.35,110.0,2.562,0.281,79.0,2.624,0.091,1.0,0.846,SEAL_SHALE
WELL-10,2694.5,5658.6,10147.55,-2429.85,113.3,2.556,0.289,81.0,2.479,0.091,1.0,0.822,SEAL_SHALE
WELL-10,2695.0,5658.56,10147.53,-2430.34,113.1,2.564,0.297,80.5,2.509,0.091,1.0,0.844,SEAL_SHALE
WELL-10,2695.5,5658.52,10147.52,-2430.84,108.4,2.552,0.318,78.3,2.58,0.091,1.0,0.81,SEAL_SHALE
WELL-10,2696.0,5658.47,10147.5,-2431.34,107.8,2.56,0.301,80.0,2.66,0.091,1.0,0.862,SEAL_SHALE
WELL-10,2696.5,5658.43,10147.49,-2431.84,105.9,2.561,0.308,85.8,2.952,0.091,1.0,0.805,SEAL_SHALE
WELL-10,2697.0,5658.39,10147.47,-2432.34,110.0,2.574,0.314,80.1,2.736,0.091,1.0,0.841,SEAL_SHALE
WELL-10,2697.5,5658.35,10147.45,-2432.83,111.3,2.559,0.328,83.0,2.361,0.091,1.0,0.865,SEAL_SHALE
WELL-10,2698.0,5658.31,10147.44,-2433.33,113.8,2.57,0.298,81.7,2.443,0.091,1.0,0.865,SEAL_SHALE
WELL-10,2698.5,5658.27,10147.42,-2433.83,112.6,2.546,0.298,83.5,2.948,0.091,1.0,0.842,SEAL_SHALE
WELL-10,2699.0,5658.23,10147.41,-2434.33,105.3,2.548,0.295,79.2,2.754,0.091,1.0,0.821,SEAL_SHALE
WELL-10,2699.5,5658.19,10147.39,-2434.83,107.1,2.568,0.302,78.6,2.597,0.091,1.0,0.818,SEAL_SHALE
WELL-10,2700.0,5658.15,10147.38,-2435.33,118.1,2.562,0.318,81.9,2.33,0.091,1.0,0.897,SEAL_SHALE
WELL-10,2700.5,5658.11,10147.36,-2435.82,122.1,2.566,0.321,80.3,2.517,0.091,1.0,0.925,SEAL_SHALE
WELL-10,2701.0,5658.07,10147.34,-2436.32,119.1,2.582,0.317,81.5,2.423,0.091,1.0,0.886,SEAL_SHALE
WELL-10,2701.5,5658.03,10147.33,-2436.82,126.3,2.55,0.345,81.2,2.295,0.091,1.0,0.961,SEAL_SHALE
WELL-10,2702.0,5657.98,10147.31,-2437.32,113.9,2.573,0.31,80.7,2.59,0.091,1.0,0.862,SEAL_SHALE
WELL-10,2702.5,5657.94,10147.3,-2437.82,98.7,2.54,0.279,82.3,2.857,0.091,1.0,0.768,SEAL_SHALE
WELL-10,2703.0,5657.9,10147.28,-2438.31,119.6,2.586,0.297,82.1,2.548,0.091,1.0,0.879,SEAL_SHALE
WELL-10,2703.5,5657.86,10147.26,-2438.81,115.9,2.561,0.311,81.5,2.826,0.091,1.0,0.89,SEAL_SHALE
WELL-10,2704.0,5657.82,10147.25,-2439.31,123.2,2.58,0.323,82.5,2.997,0.091,1.0,0.911,SEAL_SHALE
WELL-10,2704.5,5657.78,10147.23,-2439.81,110.3,2.572,0.322,82.7,2.563,0.091,1.0,0.856,SEAL_SHALE
WELL-10,2705.0,5657.74,10147.22,-2440.31,114.9,2.57,0.293,77.2,2.52,0.091,1.0,0.876,SEAL_SHALE
WELL-10,2705.5,5657.7,10147.2,-2440.8,110.6,2.561,0.301,81.3,2.661,0.091,1.0,0.819,SEAL_SHALE
WELL-10,2706.0,5657.66,10147.19,-2441.3,119.0,2.556,0.313,82.6,2.39,0.091,1.0,0.881,SEAL_SHALE
WELL-10,2706.5,5657.62,10147.17,-2441.8,112.0,2.572,0.295,79.3,2.412,0.091,1.0,0.86,SEAL_SHALE
WELL-10,2707.0,5657.57,10147.15,-2442.3,107.4,2.554,0.303,81.2,2.595,0.091,1.0,0.864,SEAL_SHALE
WELL-10,2707.5,5657.53,10147.14,-2442.8,119.3,2.575,0.334,80.1,2.356,0.091,1.0,0.895,SEAL_SHALE
WELL-10,2708.0,5657.49,10147.12,-2443.29,117.3,2.56,0.32,82.0,2.625,0.091,1.0,0.909,SEAL_SHALE
WELL-10,2708.5,5657.45,10147.11,-2443.79,117.3,2.565,0.305,81.8,3.145,0.091,1.0,0.857,SEAL_SHALE
WELL-10,2709.0,5657.41,10147.09,-2444.29,108.4,2.556,0.286,84.5,2.682,0.091,1.0,0.836,SEAL_SHALE
WELL-10,2709.5,5657.37,10147.07,-2444.79,113.8,2.577,0.313,80.7,2.547,0.091,1.0,0.891,SEAL_SHALE
WELL-10,2710.0,5657.33,10147.06,-2445.29,118.6,2.561,0.303,84.7,2.611,0.091,1.0,0.847,SEAL_SHALE
WELL-10,2710.5,5657.29,10147.04,-2445.78,114.4,2.567,0.322,78.1,2.388,0.091,1.0,0.923,SEAL_SHALE
WELL-10,2711.0,5657.25,10147.03,-2446.28,106.7,2.569,0.301,80.7,2.743,0.091,1.0,0.857,SEAL_SHALE
WELL-10,2711.5,5657.21,10147.01,-2446.78,105.1,2.561,0.286,81.1,2.592,0.091,1.0,0.792,SEAL_SHALE
WELL-10,2712.0,5657.16,10146.99,-2447.28,110.1,2.537,0.314,83.2,2.644,0.091,1.0,0.844,SEAL_SHALE
WELL-10,2712.5,5657.12,10146.98,-2447.78,112.4,2.56,0.306,81.1,2.67,0.091,1.0,0.863,SEAL_SHALE
WELL-10,2713.0,5657.08,10146.96,-2448.27,110.1,2.548,0.306,78.1,2.775,0.091,1.0,0.814,SEAL_SHALE
WELL-10,2713.5,5657.04,10146.95,-2448.77,114.6,2.565,0.315,80.9,2.512,0.091,1.0,0.868,SEAL_SHALE
WELL-10,2714.0,5657.0,10146.93,-2449.27,111.2,2.564,0.28,81.5,2.849,0.091,1.0,0.81,SEAL_SHALE
WELL-10,2714.5,5656.96,10146.91,-2449.77,110.7,2.554,0.298,82.4,2.652,0.091,1.0,0.83,SEAL_SHALE
WELL-10,2715.0,5656.92,10146.9,-2450.27,106.6,2.564,0.287,80.9,2.28,0.091,1.0,0.823,SEAL_SHALE
WELL-10,2715.5,5656.88,10146.88,-2450.77,97.4,2.574,0.263,80.4,3.11,0.091,1.0,0.753,SEAL_SHALE
WELL-10,2716.0,5656.84,10146.87,-2451.26,113.6,2.535,0.311,80.1,2.524,0.091,1.0,0.871,SEAL_SHALE
WELL-10,2716.5,5656.8,10146.85,-2451.76,105.9,2.569,0.295,81.4,2.763,0.091,1.0,0.808,SEAL_SHALE
WELL-10,2717.0,5656.76,10146.83,-2452.26,106.7,2.575,0.303,81.7,2.798,0.091,1.0,0.819,SEAL_SHALE
WELL-10,2717.5,5656.71,10146.82,-2452.76,120.8,2.542,0.321,78.3,2.423,0.091,1.0,0.901,SEAL_SHALE
WELL-10,2718.0,5656.67,10146.8,-2453.26,116.9,2.578,0.308,81.5,2.772,0.091,1.0,0.882,SEAL_SHALE
WELL-10,2718.5,5656.63,10146.79,-2453.75,112.2,2.542,0.288,79.0,2.644,0.091,1.0,0.851,SEAL_SHALE
WELL-10,2719.0,5656.59,10146.77,-2454.25,113.6,2.579,0.315,78.6,2.505,0.091,1.0,0.877,SEAL_SHALE
WELL-10,2719.5,5656.55,10146.75,-2454.75,114.5,2.568,0.296,80.1,2.687,0.091,1.0,0.87,SEAL_SHALE
WELL-10,2720.0,5656.51,10146.74,-2455.25,108.3,2.577,0.284,81.5,2.903,0.091,1.0,0.8,SEAL_SHALE
WELL-10,2720.5,5656.47,10146.72,-2455.75,99.8,2.56,0.289,82.1,2.622,0.091,1.0,0.763,SEAL_SHALE
WELL-10,2721.0,5656.43,10146.71,-2456.24,107.6,2.566,0.289,81.4,3.093,0.091,1.0,0.775,SEAL_SHALE
WELL-10,2721.5,5656.39,10146.69,-2456.74,107.1,2.562,0.3,79.9,2.609,0.091,1.0,0.811,SEAL_SHALE
WELL-10,2722.0,5656.35,10146.68,-2457.24,122.4,2.561,0.304,81.4,2.554,0.091,1.0,0.895,SEAL_SHALE
WELL-10,2722.5,5656.3,10146.66,-2457.74,113.1,2.558,0.306,80.6,2.499,0.091,1.0,0.841,SEAL_SHALE
WELL-10,2723.0,5656.26,10146.64,-2458.24,112.9,2.567,0.315,82.3,2.768,0.091,1.0,0.892,SEAL_SHALE
WELL-10,2723.5,5656.22,10146.63,-2458.73,106.6,2.556,0.313,79.9,2.462,0.091,1.0,0.893,SEAL_SHALE
WELL-10,2724.0,5656.18,10146.61,-2459.23,108.0,2.567,0.31,75.7,2.709,0.091,1.0,0.858,SEAL_SHALE
WELL-10,2724.5,5656.14,10146.6,-2459.73,116.8,2.565,0.294,81.7,2.541,0.091,1.0,0.929,SEAL_SHALE
WELL-10,2725.0,5656.1,10146.58,-2460.23,120.5,2.566,0.338,81.0,2.259,0.091,1.0,0.957,SEAL_SHALE
WELL-10,2725.5,5656.06,10146.56,-2460.73,125.1,2.563,0.327,82.1,2.306,0.091,1.0,0.998,SEAL_SHALE
WELL-10,2726.0,5656.02,10146.55,-2461.22,117.2,2.544,0.315,81.5,2.574,0.091,1.0,0.898,SEAL_SHALE
WELL-10,2726.5,5655.98,10146.53,-2461.72,119.2,2.57,0.326,82.5,2.457,0.091,1.0,0.929,SEAL_SHALE
WELL-10,2727.0,5655.94,10146.52,-2462.22,115.2,2.557,0.306,80.6,2.521,0.091,1.0,0.902,SEAL_SHALE
WELL-10,2727.5,5655.89,10146.5,-2462.72,117.2,2.561,0.316,79.1,2.484,0.091,1.0,0.955,SEAL_SHALE
WELL-10,2728.0,5655.85,10146.48,-2463.22,117.3,2.563,0.323,80.5,2.66,0.091,1.0,0.909,SEAL_SHALE
WELL-10,2728.5,5655.81,10146.47,-2463.71,115.0,2.551,0.309,79.1,2.599,0.091,1.0,0.849,SEAL_SHALE
WELL-10,2729.0,5655.77,10146.45,-2464.21,118.4,2.57,0.323,80.1,2.456,0.091,1.0,0.94,SEAL_SHALE
WELL-10,2729.5,5655.73,10146.44,-2464.71,115.9,2.565,0.299,79.8,2.665,0.091,1.0,0.875,SEAL_SHALE
WELL-10,2730.0,5655.69,10146.42,-2465.21,118.2,2.577,0.31,80.0,2.466,0.091,1.0,0.9,SEAL_SHALE
WELL-10,2730.5,5655.65,10146.4,-2465.71,114.2,2.568,0.322,81.5,2.577,0.091,1.0,0.87,SEAL_SHALE
WELL-10,2731.0,5655.61,10146.39,-2466.2,120.4,2.572,0.296,79.5,2.51,0.091,1.0,0.913,SEAL_SHALE
WELL-10,2731.5,5655.57,10146.37,-2466.7,111.2,2.573,0.293,79.4,2.735,0.091,1.0,0.807,SEAL_SHALE
WELL-10,2732.0,5655.53,10146.36,-2467.2,112.0,2.574,0.293,78.7,2.69,0.091,1.0,0.824,SEAL_SHALE
WELL-10,2732.5,5655.48,10146.34,-2467.7,117.4,2.558,0.294,79.4,2.78,0.091,1.0,0.848,SEAL_SHALE
WELL-10,2733.0,5655.44,10146.32,-2468.2,114.2,2.576,0.32,78.1,2.868,0.091,1.0,0.859,SEAL_SHALE
WELL-10,2733.5,5655.4,10146.31,-2468.7,106.7,2.558,0.303,81.3,2.747,0.091,1.0,0.833,SEAL_SHALE
WELL-10,2734.0,5655.36,10146.29,-2469.19,101.0,2.556,0.29,81.5,2.882,0.091,1.0,0.768,SEAL_SHALE
WELL-10,2734.5,5655.32,10146.27,-2469.69,102.9,2.561,0.3,81.5,2.796,0.091,1.0,0.826,SEAL_SHALE
WELL-10,2735.0,5655.28,10146.26,-2470.19,105.1,2.546,0.299,81.9,2.549,0.091,1.0,0.816,SEAL_SHALE
WELL-10,2735.5,5655.24,10146.24,-2470.69,109.7,2.58,0.303,80.9,2.716,0.091,1.0,0.826,SEAL_SHALE
WELL-10,2736.0,5655.2,10146.23,-2471.19,112.3,2.564,0.284,81.6,2.544,0.091,1.0,0.875,SEAL_SHALE
WELL-10,2736.5,5655.16,10146.21,-2471.68,119.7,2.57,0.333,82.0,2.43,0.091,1.0,0.907,SEAL_SHALE
WELL-10,2737.0,5655.12,10146.19,-2472.18,112.4,2.547,0.301,81.4,2.594,0.091,1.0,0.857,SEAL_SHALE
WELL-10,2737.5,5655.07,10146.18,-2472.68,112.0,2.554,0.289,79.6,2.641,0.091,1.0,0.862,SEAL_SHALE
WELL-10,2738.0,5655.03,10146.16,-2473.18,116.1,2.557,0.301,80.4,2.519,0.091,1.0,0.89,SEAL_SHALE
WELL-10,2738.5,5654.99,10146.14,-2473.68,111.9,2.56,0.32,80.0,2.566,0.091,1.0,0.892,SEAL_SHALE
WELL-10,2739.0,5654.95,10146.13,-2474.17,116.0,2.576,0.301,79.7,2.467,0.091,1.0,0.857,SEAL_SHALE
WELL-10,2739.5,5654.91,10146.11,-2474.67,109.0,2.562,0.314,79.7,2.552,0.091,1.0,0.837,SEAL_SHALE
WELL-10,2740.0,5654.87,10146.1,-2475.17,110.2,2.575,0.314,79.6,2.728,0.09,1.0,0.87,SEAL_SHALE
WELL-10,2740.5,5654.83,10146.08,-2475.67,120.9,2.558,0.319,80.7,2.58,0.09,1.0,0.914,SEAL_SHALE
WELL-10,2741.0,5654.79,10146.06,-2476.17,117.6,2.563,0.312,80.5,2.643,0.09,1.0,0.874,SEAL_SHALE
WELL-10,2741.5,5654.75,10146.05,-2476.66,110.8,2.568,0.31,80.0,2.64,0.09,1.0,0.843,SEAL_SHALE
WELL-10,2742.0,5654.7,10146.03,-2477.16,115.0,2.543,0.31,81.1,2.476,0.09,1.0,0.897,SEAL_SHALE
WELL-10,2742.5,5654.66,10146.01,-2477.66,104.7,2.553,0.299,80.3,2.668,0.09,1.0,0.796,SEAL_SHALE
WELL-10,2743.0,5654.62,10146.0,-2478.16,103.5,2.568,0.293,81.9,3.085,0.09,1.0,0.784,SEAL_SHALE
WELL-10,2743.5,5654.58,10145.98,-2478.66,107.2,2.573,0.286,80.8,2.734,0.09,1.0,0.819,SEAL_SHALE
WELL-10,2744.0,5654.54,10145.97,-2479.15,116.5,2.563,0.307,81.5,2.477,0.09,1.0,0.874,SEAL_SHALE
WELL-10,2744.5,5654.5,10145.95,-2479.65,112.4,2.566,0.31,81.1,2.506,0.09,1.0,0.886,SEAL_SHALE
WELL-10,2745.0,5654.46,10145.93,-2480.15,109.7,2.567,0.332,77.6,2.82,0.09,1.0,0.89,SEAL_SHALE
WELL-10,2745.5,5654.42,10145.92,-2480.65,117.9,2.569,0.317,80.1,2.45,0.09,1.0,0.918,SEAL_SHALE
WELL-10,2746.0,5654.38,10145.9,-2481.15,105.2,2.565,0.302,80.3,2.874,0.09,1.0,0.822,SEAL_SHALE
WELL-10,2746.5,5654.33,10145.88,-2481.64,106.6,2.542,0.292,82.2,2.743,0.09,1.0,0.802,SEAL_SHALE
WELL-10,2747.0,5654.29,10145.87,-2482.14,104.0,2.568,0.273,84.3,3.087,0.09,1.0,0.743,SEAL_SHALE
WELL-10,2747.5,5654.25,10145.85,-2482.64,99.2,2.588,0.28,79.5,3.013,0.09,1.0,0.755,SEAL_SHALE
WELL-10,2748.0,5654.21,10145.83,-2483.14,106.4,2.571,0.269,79.5,2.735,0.09,1.0,0.785,SEAL_SHALE
WELL-10,2748.5,5654.17,10145.82,-2483.64,106.6,2.553,0.277,83.4,2.747,0.09,1.0,0.801,SEAL_SHALE
WELL-10,2749.0,5654.13,10145.8,-2484.13,102.2,2.579,0.298,80.5,2.768,0.09,1.0,0.812,SEAL_SHALE
WELL-10,2749.5,5654.09,10145.79,-2484.63,103.4,2.58,0.297,80.3,2.522,0.09,1.0,0.849,SEAL_SHALE
WELL-10,2750.0,5654.05,10145.77,-2485.13,99.4,2.569,0.279,82.1,2.96,0.09,1.0,0.762,SEAL_SHALE
