HOLE_ID,FROM,TO,AU_GPT,CU_PPM,AS_PPM,CN_WAD_PPM,MOISTURE_PCT,CN_WAD_BDL
TS055,5.2,6.0,0.453,697.0,181.0,2.48,17.7,0
TS055,6.0,6.3,0.155,546.0,1026.0,1.51,34.2,0
TS055,6.3,6.35,0.219,860.0,506.0,1.05,17.8,0
TS055,6.35,6.85,0.23,772.0,1170.0,2.6,37.0,0
TS055,6.85,7.68,0.501,1685.0,599.0,1.45,12.9,0
TS055,7.68,8.5,0.511,1192.0,399.0,0.53,17.1,0
TS055,8.5,8.6,0.407,861.0,2550.0,0.74,29.4,0
TS055,8.6,9.57,0.455,736.0,185.0,0.5,10.4,1
TS055,9.57,10.55,0.702,1070.0,82.0,0.72,10.1,0
TS055,10.55,10.75,0.474,555.0,986.0,1.24,31.0,0
TS055,10.75,10.8,0.651,1045.0,369.0,0.94,10.9,0
TS055,10.8,10.95,0.665,1121.0,882.0,3.47,30.8,0
TS055,10.95,11.88,0.015,45.0,15.0,0.5,21.5,1
TS055,11.88,12.8,0.006,49.0,43.0,0.5,18.8,1
TS056,0.0,1.25,0.202,1067.0,176.0,0.5,11.8,1
TS056,1.25,1.55,0.347,623.0,263.0,1.02,34.8,0
TS056,1.55,2.15,0.218,596.0,277.0,0.5,15.2,1
TS056,2.15,2.3,0.273,525.0,1394.0,1.38,34.9,0
TS056,2.3,3.18,0.242,402.0,329.0,0.5,14.5,1
TS056,3.18,4.05,0.453,819.0,300.0,0.5,10.9,1
TS056,4.05,4.35,0.303,428.0,924.0,0.5,34.2,1
TS056,4.35,5.2,0.448,980.0,436.0,0.5,16.9,1
TS056,5.2,5.25,0.141,309.0,854.0,1.39,33.1,0
TS056,5.25,5.4,0.167,284.0,450.0,0.92,15.9,0
TS056,5.4,5.45,0.17,400.0,837.0,2.0,35.3,0
TS056,5.45,6.1,0.232,530.0,298.0,0.5,16.2,1
TS056,6.1,6.15,0.274,686.0,234.0,2.28,30.2,0
TS056,6.15,7.5,0.194,788.0,577.0,0.5,19.3,1
TS056,7.5,7.6,0.37,994.0,647.0,2.13,39.5,0
TS056,7.6,8.62,0.812,839.0,406.0,0.5,19.7,1
TS056,8.62,9.63,0.799,1022.0,98.0,0.5,13.9,1
TS056,9.63,10.65,0.352,957.0,337.0,1.11,16.1,0
TS056,10.65,10.9,0.432,916.0,484.0,0.77,31.9,0
TS056,10.9,11.05,0.456,1280.0,185.0,0.99,13.1,0
TS056,11.05,11.1,0.225,424.0,815.0,5.99,32.4,0
TS056,11.1,11.45,0.478,569.0,265.0,0.7,12.9,0
TS056,11.45,11.5,0.289,602.0,475.0,0.66,34.8,0
TS056,11.5,11.55,0.443,832.0,157.0,0.62,19.7,0
TS056,11.55,11.7,0.293,406.0,390.0,1.81,35.2,0
TS056,11.7,12.7,0.392,480.0,903.0,0.5,11.4,1
TS056,12.7,13.7,0.652,690.0,161.0,0.5,9.9,1
TS056,13.7,13.8,0.828,671.0,988.0,2.16,30.5,0
TS056,13.8,14.2,1.004,645.0,318.0,0.5,8.4,1
TS056,14.2,14.25,1.079,439.0,429.0,3.97,34.2,0
TS056,14.25,14.3,1.089,787.0,165.0,0.6,14.5,0
TS056,14.3,14.65,1.545,648.0,248.0,1.32,33.1,0
TS056,14.65,14.75,0.923,531.0,113.0,1.11,12.1,0
TS056,14.75,16.2,0.006,34.0,24.0,0.5,16.5,1
TS057,0.0,0.45,,,233.0,0.5,15.4,1
TS057,0.45,0.95,0.09,560.0,436.0,0.5,10.7,1
TS057,0.95,1.15,0.248,577.0,802.0,2.4,26.1,0
TS057,1.15,1.75,0.372,660.0,348.0,0.51,12.9,0
TS057,1.75,1.8,0.413,781.0,645.0,0.77,32.5,0
TS057,1.8,1.85,0.494,652.0,155.0,0.5,15.4,1
TS057,1.85,2.0,0.273,623.0,435.0,0.83,35.7,0
TS057,2.0,2.3,0.426,643.0,255.0,0.5,18.2,1
TS057,2.3,2.55,0.304,508.0,617.0,1.15,35.8,0
TS057,2.55,3.2,0.243,480.0,688.0,0.5,19.6,1
TS057,3.2,3.25,0.318,509.0,1353.0,1.22,33.6,0
TS057,3.25,3.9,0.249,505.0,206.0,0.86,16.1,0
TS057,3.9,4.05,0.257,480.0,605.0,1.3,26.4,0
TS057,4.05,4.15,0.262,478.0,417.0,0.5,9.7,1
TS057,4.15,4.7,0.469,439.0,1226.0,1.33,32.1,0
TS057,4.7,4.8,0.693,623.0,325.0,0.5,17.0,1
TS057,4.8,4.85,0.319,332.0,664.0,1.15,33.6,0
TS057,4.85,5.78,0.18,312.0,727.0,0.5,14.5,1
TS057,5.78,6.72,0.24,464.0,663.0,2.62,16.8,0
TS057,6.72,7.65,0.506,914.0,492.0,0.5,19.3,1
TS057,7.65,7.7,0.332,688.0,198.0,0.5,33.0,1
TS057,7.7,9.05,0.309,946.0,294.0,0.8,12.3,0
TS057,9.05,9.35,0.332,634.0,629.0,1.23,35.7,0
TS057,9.35,10.4,0.572,1297.0,220.0,1.6,16.8,0
TS057,10.4,10.5,0.597,831.0,702.0,1.26,33.3,0
TS057,10.5,10.8,0.593,934.0,303.0,0.5,14.8,1
TS057,10.8,10.9,0.306,679.0,850.0,0.8,29.8,0
TS057,10.9,10.95,0.379,941.0,143.0,0.5,13.0,1
TS057,10.95,12.2,0.405,584.0,527.0,0.5,32.9,1
TS057,12.2,13.05,0.414,894.0,591.0,0.5,12.4,1
TS057,13.05,13.9,0.703,860.0,255.0,0.69,14.3,0
TS057,13.9,14.75,0.358,525.0,1614.0,0.5,13.8,1
TS057,14.75,14.8,0.418,550.0,703.0,0.93,32.0,0
TS057,14.8,15.3,0.661,754.0,215.0,0.56,10.9,0
TS057,15.3,15.9,0.717,823.0,399.0,0.75,27.2,0
TS057,15.9,16.15,0.594,540.0,381.0,0.5,14.6,1
TS057,16.15,16.75,0.621,1114.0,713.0,1.1,27.7,0
TS057,16.75,16.8,0.649,804.0,434.0,0.5,14.7,1
TS057,16.8,17.3,0.369,487.0,2173.0,1.82,34.6,0
TS057,17.3,18.0,0.679,739.0,713.0,0.8,19.6,0
TS057,18.0,18.9,0.567,429.0,485.0,1.19,34.7,0
TS057,18.9,19.95,0.009,34.0,28.0,0.5,12.8,1
TS057,19.95,21.0,0.019,63.0,19.0,0.55,18.8,0
TS058,0.0,0.4,,,420.0,0.5,12.0,1
TS058,0.4,0.8,,,432.0,0.5,15.0,1
TS058,0.8,1.2,0.125,429.0,267.0,0.5,12.1,1
TS058,1.2,2.03,0.329,918.0,1372.0,1.6,30.6,0
TS058,2.03,2.85,0.239,489.0,1283.0,0.5,32.1,1
TS058,2.85,3.0,0.255,681.0,992.0,0.5,17.1,1
TS058,3.0,3.85,0.307,1151.0,1233.0,0.5,35.9,1
TS058,3.85,4.0,0.308,734.0,285.0,1.52,16.0,0
TS058,4.0,4.55,0.275,535.0,694.0,1.54,34.8,0
TS058,4.55,4.7,0.349,863.0,235.0,0.5,14.4,1
TS058,4.7,4.85,0.46,797.0,636.0,1.45,33.9,0
TS058,4.85,4.9,0.29,591.0,269.0,0.5,12.8,1
TS058,4.9,5.0,0.441,786.0,814.0,0.5,30.3,1
TS058,5.0,5.45,0.195,609.0,687.0,0.5,14.4,1
TS058,5.45,5.55,0.213,644.0,676.0,1.36,31.9,0
TS058,5.55,6.55,0.474,479.0,289.0,0.5,12.0,1
TS058,6.55,7.55,0.211,722.0,207.0,1.4,10.8,0
TS058,7.55,8.35,0.265,664.0,377.0,4.64,31.3,0
TS058,8.35,8.8,0.183,401.0,261.0,0.86,12.8,0
TS058,8.8,8.9,0.661,1130.0,444.0,1.06,31.7,0
TS058,8.9,9.73,0.572,983.0,337.0,0.5,12.2,1
TS058,9.73,10.55,0.487,731.0,237.0,1.66,8.0,0
TS058,10.55,10.8,0.304,421.0,363.0,2.6,35.3,0
TS058,10.8,11.6,0.226,568.0,231.0,2.39,13.5,0
TS058,11.6,11.65,0.205,356.0,227.0,0.72,28.9,0
TS058,11.65,11.8,0.171,347.0,294.0,0.5,9.6,1
TS058,11.8,11.85,0.193,420.0,304.0,1.03,30.6,0
TS058,11.85,11.9,0.158,392.0,156.0,0.5,10.9,1
TS058,11.9,11.95,0.104,468.0,449.0,1.67,29.5,0
TS058,11.95,12.15,0.141,270.0,216.0,0.5,8.1,1
TS058,12.15,12.4,0.257,443.0,474.0,0.5,27.6,1
TS058,12.4,13.2,0.407,380.0,249.0,0.5,12.9,1
TS058,13.2,14.0,0.278,508.0,214.0,0.5,15.7,1
TS058,14.0,14.05,0.38,397.0,763.0,1.07,27.4,0
TS058,14.05,14.1,0.454,515.0,257.0,0.5,12.5,1
TS058,14.1,14.3,0.73,792.0,1043.0,1.09,27.4,0
TS058,14.3,15.4,0.406,747.0,313.0,0.5,11.1,1
TS058,15.4,16.5,1.233,1538.0,555.0,0.94,8.1,0
TS058,16.5,16.95,1.018,569.0,766.0,6.6,37.1,0
TS058,16.95,17.2,0.756,799.0,300.0,2.63,20.4,0
TS058,17.2,17.4,0.527,603.0,493.0,2.65,37.2,0
TS058,17.4,17.45,0.511,699.0,256.0,0.76,21.1,0
TS058,17.45,17.55,0.81,540.0,839.0,2.59,41.7,0
TS058,17.55,17.9,0.672,822.0,101.0,0.5,21.6,1
TS058,17.9,18.2,1.29,1148.0,501.0,0.76,39.5,0
TS058,18.2,18.4,0.594,527.0,464.0,0.5,16.6,1
TS058,18.4,18.85,0.645,701.0,1976.0,0.5,37.0,1
TS058,18.85,19.1,0.546,902.0,925.0,0.5,17.0,1
TS058,19.1,19.2,0.759,772.0,4039.0,1.49,36.7,0
TS058,19.2,19.25,0.765,680.0,726.0,0.5,16.7,1
TS058,19.25,19.3,0.687,650.0,2724.0,3.1,34.1,0
TS058,19.3,19.35,0.831,1134.0,740.0,0.5,16.3,1
TS058,19.35,19.6,1.304,885.0,1725.0,1.65,34.7,0
TS058,19.6,19.75,0.916,854.0,876.0,0.89,14.6,0
TS058,19.75,19.9,0.75,631.0,1661.0,10.27,32.5,0
TS058,19.9,20.0,0.754,625.0,322.0,0.75,9.8,0
TS058,20.0,20.4,0.582,476.0,993.0,3.04,32.7,0
TS058,20.4,20.75,0.335,711.0,218.0,0.5,11.8,1
TS058,20.75,21.1,0.314,465.0,796.0,2.95,33.3,0
TS058,21.1,21.98,0.439,804.0,1146.0,0.58,13.1,0
TS058,21.98,22.85,0.653,778.0,259.0,0.85,13.6,0
TS058,22.85,22.9,0.438,778.0,518.0,1.8,29.4,0
TS058,22.9,23.35,0.297,609.0,232.0,1.19,9.7,0
TS058,23.35,23.4,0.531,799.0,440.0,0.92,29.4,0
TS058,23.4,23.45,0.69,755.0,534.0,0.58,11.4,0
TS058,23.45,23.55,0.501,760.0,932.0,0.92,25.7,0
TS058,23.55,24.38,0.006,28.0,10.0,0.5,11.6,1
TS058,24.38,25.2,0.016,39.0,27.0,0.5,19.9,1
TS059,0.0,0.35,,,166.0,0.5,10.7,1
TS059,0.35,1.4,0.201,993.0,323.0,0.5,20.5,1
TS059,1.4,1.7,0.207,561.0,1045.0,0.76,30.5,0
TS059,1.7,1.75,0.282,847.0,646.0,0.5,14.3,1
TS059,1.75,2.15,0.22,497.0,650.0,0.9,31.8,0
TS059,2.15,2.25,0.241,621.0,537.0,0.5,17.2,1
TS059,2.25,2.5,0.194,397.0,1262.0,2.47,31.2,0
TS059,2.5,2.55,0.305,898.0,492.0,0.5,16.6,1
TS059,2.55,2.6,0.152,609.0,1084.0,2.33,34.2,0
TS059,2.6,2.75,0.19,554.0,1154.0,0.62,16.5,0
TS059,2.75,2.8,0.207,570.0,1598.0,2.14,32.4,0
TS059,2.8,2.9,0.302,684.0,1275.0,1.19,12.7,0
TS059,2.9,2.95,0.251,610.0,2532.0,10.66,34.1,0
TS059,2.95,3.0,0.276,945.0,622.0,2.15,16.5,0
TS059,3.0,3.05,0.247,702.0,1138.0,4.42,32.2,0
TS059,3.05,3.1,0.253,600.0,615.0,1.18,15.7,0
TS059,3.1,3.4,0.165,644.0,1142.0,1.48,35.1,0
TS059,3.4,3.45,0.276,914.0,495.0,1.27,12.3,0
TS059,3.45,3.5,0.5,1411.0,828.0,2.24,27.5,0
TS059,3.5,3.75,0.269,845.0,425.0,1.58,15.1,0
TS059,3.75,4.35,0.667,1644.0,1672.0,0.73,27.6,0
TS059,4.35,4.55,0.234,580.0,420.0,0.5,13.6,1
TS059,4.55,5.35,0.189,560.0,1443.0,0.7,31.9,0
TS059,5.35,6.48,0.318,623.0,618.0,0.5,10.7,1
TS059,6.48,7.6,0.178,753.0,136.0,0.51,21.3,0
TS059,7.6,7.65,0.32,886.0,1000.0,0.54,36.3,0
TS059,7.65,7.7,0.274,991.0,550.0,0.5,15.6,1
TS059,7.7,8.45,0.254,602.0,717.0,6.53,36.6,0
TS059,8.45,8.8,0.335,718.0,104.0,0.93,15.5,0
TS059,8.8,8.95,0.559,791.0,464.0,2.46,30.2,0
TS059,8.95,9.1,0.609,1065.0,259.0,0.64,14.6,0
TS059,9.1,9.15,0.473,804.0,324.0,1.11,33.1,0
TS059,9.15,10.35,0.336,773.0,108.0,0.5,12.5,1
TS059,10.35,10.4,0.327,769.0,634.0,4.17,26.2,0
TS059,10.4,10.45,0.244,562.0,154.0,0.71,8.6,0
TS059,10.45,10.65,0.379,590.0,438.0,0.59,29.4,0
TS059,10.65,11.0,0.656,1147.0,302.0,0.84,16.5,0
TS059,11.0,11.1,0.247,560.0,486.0,2.3,34.8,0
TS059,11.1,11.4,0.152,353.0,228.0,1.09,12.9,0
TS059,11.4,12.05,0.315,485.0,312.0,2.79,28.2,0
TS059,12.05,12.1,0.291,357.0,390.0,0.5,10.6,1
TS059,12.1,12.15,0.303,367.0,572.0,2.55,32.2,0
TS059,12.15,12.3,0.181,398.0,184.0,0.5,13.8,1
TS059,12.3,12.35,0.259,457.0,656.0,0.84,32.1,0
TS059,12.35,12.45,0.669,540.0,142.0,0.59,15.5,0
TS059,12.45,12.6,0.355,404.0,281.0,3.05,31.1,0
TS059,12.6,12.85,0.412,407.0,141.0,0.5,12.6,1
TS059,12.85,13.05,0.261,382.0,519.0,0.59,31.1,0
TS059,13.05,14.1,0.202,405.0,258.0,0.5,12.2,1
TS059,14.1,15.15,0.601,921.0,180.0,0.5,12.2,1
TS059,15.15,16.2,1.01,1029.0,378.0,0.5,17.6,1
TS059,16.2,16.35,0.598,865.0,1742.0,2.99,32.0,0
TS059,16.35,16.5,0.608,469.0,723.0,2.44,14.9,0
TS059,16.5,16.85,0.516,635.0,1233.0,5.86,35.9,0
TS059,16.85,16.95,1.17,800.0,405.0,0.5,15.9,1
TS059,16.95,17.1,1.044,823.0,338.0,1.4,35.7,0
TS059,17.1,17.25,1.114,791.0,270.0,1.1,18.0,0
TS059,17.25,17.3,1.596,904.0,380.0,2.66,33.9,0
TS059,17.3,17.75,0.72,413.0,150.0,1.56,15.6,0
TS059,17.75,18.05,0.683,557.0,528.0,1.31,35.6,0
TS059,18.05,18.3,0.628,588.0,391.0,0.5,16.0,1
TS059,18.3,18.85,0.392,597.0,585.0,2.9,34.2,0
TS059,18.85,18.9,0.463,760.0,463.0,1.26,16.2,0
TS059,18.9,18.95,0.525,842.0,963.0,2.36,36.1,0
TS059,18.95,19.65,0.79,880.0,321.0,0.72,13.6,0
TS059,19.65,20.0,0.408,350.0,839.0,0.84,31.9,0
TS059,20.0,20.3,0.259,304.0,360.0,1.3,10.4,0
TS059,20.3,20.35,0.588,528.0,324.0,12.43,29.8,0
TS059,20.35,20.9,0.382,513.0,191.0,1.61,12.6,0
TS059,20.9,20.95,0.458,546.0,329.0,3.94,32.3,0
TS059,20.95,21.95,0.526,868.0,419.0,0.81,10.9,0
TS059,21.95,22.95,0.849,590.0,187.0,0.55,11.1,0
TS059,22.95,23.35,0.444,637.0,557.0,1.01,33.1,0
TS059,23.35,23.4,0.45,577.0,429.0,0.5,14.2,1
TS059,23.4,23.65,0.401,470.0,604.0,2.93,31.5,0
TS059,23.65,23.75,0.363,491.0,336.0,0.73,11.3,0
TS059,23.75,24.05,0.302,356.0,1134.0,7.42,30.6,0
TS059,24.05,24.35,0.405,676.0,234.0,1.09,15.8,0
TS059,24.35,24.65,0.704,951.0,647.0,2.41,32.2,0
TS059,24.65,25.78,0.007,35.0,19.0,0.5,20.8,1
TS059,25.78,26.9,0.009,38.0,37.0,0.5,16.3,1
TS060,0.0,1.3,0.197,483.0,210.0,0.5,9.8,1
TS060,1.3,1.8,0.154,508.0,412.0,0.72,31.7,0
TS060,1.8,2.25,0.332,601.0,208.0,0.5,9.0,1
TS060,2.25,2.55,0.171,493.0,394.0,0.78,28.9,0
TS060,2.55,3.0,0.28,569.0,235.0,0.5,9.0,1
TS060,3.0,3.35,0.205,380.0,385.0,10.16,28.1,0
TS060,3.35,3.45,0.232,622.0,223.0,1.83,8.1,0
TS060,3.45,3.5,0.364,648.0,1130.0,5.02,28.4,0
TS060,3.5,3.65,0.212,568.0,158.0,1.29,10.3,0
TS060,3.65,3.7,0.366,782.0,465.0,2.98,28.5,0
TS060,3.7,3.85,0.212,651.0,170.0,0.5,11.4,1
TS060,3.85,4.0,0.226,811.0,401.0,1.27,29.2,0
TS060,4.0,4.05,0.181,521.0,174.0,0.73,16.7,0
TS060,4.05,4.1,0.227,763.0,231.0,1.85,32.9,0
TS060,4.1,4.4,0.269,815.0,144.0,0.5,16.0,1
TS060,4.4,5.4,0.212,785.0,531.0,0.5,37.1,1
TS060,5.4,6.6,0.498,1296.0,256.0,0.5,17.1,1
TS060,6.6,6.65,0.351,1067.0,394.0,0.8,36.4,0
TS060,6.65,7.7,0.321,810.0,397.0,0.5,19.4,1
TS060,7.7,8.6,0.516,753.0,696.0,3.3,34.1,0
TS060,8.6,8.9,0.619,721.0,299.0,0.5,16.3,1
TS060,8.9,9.0,0.534,659.0,457.0,12.98,27.8,0
TS060,9.0,10.15,0.974,1106.0,377.0,1.3,9.4,0
TS060,10.15,10.4,0.28,754.0,972.0,17.71,29.8,0
TS060,10.4,10.45,0.422,590.0,963.0,2.06,14.2,0
TS060,10.45,10.5,0.317,864.0,1665.0,2.47,28.7,0
TS060,10.5,10.55,0.238,454.0,393.0,1.74,10.0,0
TS060,10.55,10.6,0.236,461.0,2284.0,5.55,25.7,0
TS060,10.6,10.65,0.167,445.0,627.0,1.16,11.8,0
TS060,10.65,10.7,0.215,540.0,1507.0,2.66,29.1,0
TS060,10.7,10.9,0.152,471.0,474.0,1.47,12.1,0
TS060,10.9,11.95,0.34,863.0,724.0,0.5,28.5,1
TS060,11.95,12.0,0.166,448.0,595.0,0.5,10.4,1
TS060,12.0,12.05,0.192,517.0,1951.0,1.15,29.5,0
TS060,12.05,12.1,0.226,362.0,412.0,0.5,14.2,1
TS060,12.1,12.55,0.398,528.0,528.0,0.78,32.4,0
TS060,12.55,13.05,0.256,432.0,209.0,0.5,11.2,1
TS060,13.05,13.15,0.239,348.0,372.0,1.07,30.0,0
TS060,13.15,13.2,0.365,650.0,137.0,0.53,15.8,0
TS060,13.2,13.55,0.441,452.0,274.0,1.95,31.3,0
TS060,13.55,13.8,0.451,654.0,307.0,0.5,14.5,1
TS060,13.8,13.85,0.299,582.0,537.0,0.5,30.7,1
TS060,13.85,14.45,0.302,429.0,150.0,0.5,9.8,1
TS060,14.45,14.55,0.844,1108.0,297.0,0.5,29.5,1
TS060,14.55,15.7,0.516,876.0,190.0,1.0,13.1,0
TS060,15.7,16.15,0.59,665.0,1300.0,12.38,28.7,0
TS060,16.15,16.6,0.671,700.0,211.0,4.96,12.5,0
TS060,16.6,16.75,0.276,378.0,535.0,2.7,33.2,0
TS060,16.75,17.55,0.58,424.0,693.0,1.81,15.0,0
TS060,17.55,17.65,0.376,616.0,1500.0,8.93,31.5,0
TS060,17.65,17.75,0.39,587.0,563.0,3.36,12.7,0
TS060,17.75,17.8,0.286,850.0,1234.0,4.98,27.6,0
TS060,17.8,18.1,0.576,916.0,532.0,0.82,14.8,0
TS060,18.1,19.25,0.436,832.0,682.0,1.66,36.3,0
TS060,19.25,19.45,0.371,785.0,318.0,0.67,17.5,0
TS060,19.45,19.5,0.521,679.0,671.0,1.64,35.7,0
TS060,19.5,19.65,0.283,300.0,221.0,1.19,18.6,0
TS060,19.65,19.95,0.263,434.0,597.0,0.54,37.8,0
TS060,19.95,20.0,0.461,643.0,200.0,0.52,16.6,0
TS060,20.0,20.1,0.304,506.0,284.0,6.83,34.1,0
TS060,20.1,20.25,0.402,459.0,187.0,1.27,14.8,0
TS060,20.25,20.35,0.513,446.0,287.0,2.92,28.4,0
TS060,20.35,20.8,0.513,459.0,142.0,0.5,16.3,1
TS060,20.8,20.9,0.345,367.0,329.0,3.12,36.1,0
TS060,20.9,21.1,0.286,284.0,178.0,0.5,16.5,1
TS060,21.1,21.25,0.339,398.0,413.0,0.97,37.0,0
TS060,21.25,22.15,0.364,531.0,380.0,0.5,12.5,1
TS060,22.15,23.05,1.068,615.0,252.0,0.5,16.5,1
TS060,23.05,24.35,0.831,883.0,250.0,1.22,28.5,0
TS060,24.35,25.8,0.01,29.0,10.0,0.5,16.7,1
TS061,0.0,0.7,0.271,1010.0,97.0,1.22,11.2,0
TS061,0.7,0.75,0.269,747.0,334.0,3.25,29.8,0
TS061,0.75,0.85,0.203,588.0,212.0,1.98,11.7,0
TS061,0.85,0.95,0.316,470.0,378.0,3.07,29.4,0
TS061,0.95,1.45,0.263,427.0,152.0,1.5,12.3,0
TS061,1.45,1.5,0.322,619.0,335.0,0.5,30.1,1
TS061,1.5,2.0,0.233,688.0,233.0,0.5,9.5,1
TS061,2.0,2.65,0.156,477.0,702.0,0.5,28.4,1
TS061,2.65,3.25,0.201,654.0,257.0,0.5,15.8,1
TS061,3.25,3.9,0.358,825.0,718.0,1.77,30.2,0
TS061,3.9,4.85,0.488,758.0,126.0,0.5,14.4,1
TS061,4.85,5.3,0.274,504.0,384.0,0.55,34.1,0
TS061,5.3,5.55,0.386,713.0,107.0,0.5,19.4,1
TS061,5.55,5.6,0.229,392.0,302.0,1.01,34.4,0
TS061,5.6,5.65,0.307,496.0,331.0,0.5,17.0,1
TS061,5.65,5.8,0.279,423.0,561.0,0.5,33.9,1
TS061,5.8,5.85,0.535,714.0,235.0,0.5,15.2,1
TS061,5.85,6.45,0.457,689.0,261.0,2.12,33.4,0
TS061,6.45,7.55,0.283,435.0,293.0,0.5,14.0,1
TS061,7.55,8.0,0.287,461.0,329.0,1.71,29.5,0
TS061,8.0,8.05,0.203,314.0,143.0,0.5,14.4,1
TS061,8.05,8.8,0.443,607.0,483.0,0.5,35.6,1
TS061,8.8,8.85,0.368,605.0,198.0,1.17,22.4,0
TS061,8.85,8.9,0.256,450.0,308.0,1.42,39.5,0
TS061,8.9,10.0,0.347,461.0,198.0,4.3,10.8,0
TS061,10.0,11.1,0.924,1215.0,118.0,0.53,8.7,0
TS061,11.1,11.15,0.217,607.0,173.0,0.96,31.8,0
TS061,11.15,11.2,0.338,693.0,94.0,0.72,15.0,0
TS061,11.2,11.3,0.361,534.0,277.0,2.93,35.6,0
TS061,11.3,11.55,0.582,859.0,132.0,0.5,13.8,1
TS061,11.55,12.25,0.552,949.0,186.0,1.1,32.0,0
TS061,12.25,12.35,1.132,1639.0,248.0,0.5,15.5,1
TS061,12.35,12.4,0.773,1409.0,218.0,1.04,35.8,0
TS061,12.4,12.55,0.575,972.0,196.0,0.8,17.1,0
TS061,12.55,13.1,0.331,1022.0,219.0,4.49,37.1,0
TS061,13.1,13.85,0.559,1361.0,288.0,0.5,16.9,1
TS061,13.85,13.9,0.615,1045.0,566.0,0.5,30.8,1
TS061,13.9,14.15,0.395,725.0,307.0,0.5,14.6,1
TS061,14.15,14.2,0.726,1129.0,329.0,0.5,32.4,1
TS061,14.2,14.25,0.774,1420.0,237.0,0.5,13.8,1
TS061,14.25,14.9,0.513,1235.0,518.0,0.53,33.9,0
TS061,14.9,14.95,0.678,761.0,154.0,0.5,17.4,1
TS061,14.95,15.2,0.664,927.0,574.0,0.7,36.3,0
TS061,15.2,15.5,0.461,682.0,222.0,0.5,13.9,1
TS061,15.5,15.55,0.545,560.0,578.0,1.39,33.9,0
TS061,15.55,15.7,0.465,484.0,172.0,2.09,17.0,0
TS061,15.7,15.85,0.52,511.0,510.0,3.6,36.0,0
TS061,15.85,16.05,0.707,774.0,108.0,1.7,14.3,0
TS061,16.05,16.15,0.634,591.0,265.0,4.9,33.8,0
TS061,16.15,17.0,0.669,717.0,328.0,6.89,13.2,0
TS061,17.0,17.85,0.9,933.0,662.0,0.95,13.1,0
TS061,17.85,17.9,1.034,1016.0,1573.0,1.16,33.1,0
TS061,17.9,17.95,1.228,982.0,425.0,0.5,14.9,1
TS061,17.95,18.0,1.1,842.0,1945.0,0.61,31.3,0
TS061,18.0,18.1,1.1,998.0,395.0,0.5,16.4,1
TS061,18.1,18.2,0.962,734.0,852.0,2.15,34.5,0
TS061,18.2,18.25,1.243,676.0,366.0,0.5,15.5,1
TS061,18.25,18.6,0.647,631.0,992.0,1.63,32.0,0
TS061,18.6,18.85,0.686,738.0,483.0,0.5,11.6,1
TS061,18.85,18.9,0.228,433.0,1261.0,1.44,33.7,0
TS061,18.9,18.95,0.237,393.0,292.0,0.5,14.4,1
TS061,18.95,19.25,0.348,599.0,344.0,0.86,30.5,0
TS061,19.25,19.3,0.446,833.0,159.0,0.5,12.3,1
TS061,19.3,19.5,0.387,517.0,453.0,2.79,32.8,0
TS061,19.5,19.95,0.227,455.0,223.0,0.68,15.0,0
TS061,19.95,20.0,0.396,833.0,594.0,5.3,30.9,0
TS061,20.0,21.4,0.003,38.0,11.0,0.5,18.1,1
TS062,0.0,0.25,0.248,959.0,285.0,0.81,12.1,0
TS062,0.25,1.55,0.15,638.0,469.0,2.34,26.8,0
TS062,1.55,1.7,0.33,1063.0,210.0,0.5,11.3,1
TS062,1.7,1.75,0.215,665.0,285.0,0.82,30.7,0
TS062,1.75,2.0,0.188,616.0,182.0,0.5,19.3,1
TS062,2.0,2.05,0.268,908.0,269.0,0.5,29.9,1
TS062,2.05,2.1,0.232,1152.0,153.0,0.5,9.3,1
TS062,2.1,2.55,0.303,1104.0,519.0,0.5,28.7,1
TS062,2.55,3.1,0.405,999.0,287.0,0.5,8.9,1
TS062,3.1,3.25,0.294,778.0,766.0,0.83,30.2,0
TS062,3.25,3.4,0.195,492.0,279.0,0.5,15.2,1
TS062,3.4,3.65,0.271,852.0,651.0,0.5,31.3,1
TS062,3.65,3.75,0.198,525.0,369.0,0.5,12.6,1
TS062,3.75,3.95,0.21,409.0,543.0,0.69,30.8,0
TS062,3.95,4.05,0.366,703.0,250.0,0.5,15.3,1
TS062,4.05,4.1,0.249,600.0,512.0,2.24,32.9,0
TS062,4.1,5.25,0.242,318.0,183.0,0.5,14.6,1
TS062,5.25,6.4,0.339,563.0,121.0,0.5,16.8,1
TS062,6.4,6.6,0.369,319.0,631.0,0.5,32.6,1
TS062,6.6,6.75,0.258,213.0,477.0,0.5,11.1,1
TS062,6.75,7.4,0.456,878.0,709.0,0.5,31.5,1
TS062,7.4,7.45,0.417,726.0,558.0,1.02,15.4,0
TS062,7.45,8.2,0.434,884.0,689.0,1.73,35.7,0
TS062,8.2,8.3,0.603,1154.0,183.0,0.5,17.4,1
TS062,8.3,8.35,0.568,1164.0,736.0,1.36,33.5,0
TS062,8.35,8.7,0.778,1200.0,206.0,1.0,18.6,0
TS062,8.7,8.85,0.419,670.0,522.0,0.6,35.5,0
TS062,8.85,8.9,0.614,764.0,194.0,0.5,15.3,1
TS062,8.9,8.95,0.831,758.0,511.0,0.82,32.9,0
TS062,8.95,9.6,0.571,669.0,100.0,0.79,11.8,0
