ID,X,Y,CU_PPM,ZN_PPM,AU_PPB,AS_PPM,AU_BDL,AS_BDL
893,7750.8,9895.3,50.0,64.0,2.2,15.0,0,0
894,7801.3,9892.2,36.0,54.0,2.0,5.0,1,0
895,7851.5,9907.6,32.0,61.0,4.6,6.0,0,0
896,7896.8,9906.6,27.0,,2.4,5.0,0,1
897,7953.7,9894.3,29.0,,2.0,5.0,1,1
898,8002.0,9904.1,28.0,40.0,2.0,5.0,1,0
899,8047.4,9893.9,49.0,,8.4,9.0,0,0
900,8105.2,9894.9,24.0,29.0,2.0,5.0,1,1
901,8155.5,9895.5,21.0,20.0,2.0,5.0,1,0
902,8201.7,9903.0,32.0,,2.9,5.0,0,1
903,8247.3,9898.0,36.0,,2.0,9.0,1,0
904,8296.4,9901.1,31.0,49.0,2.8,5.0,0,1
905,8348.3,9900.4,33.0,84.0,2.0,5.0,1,1
906,8405.4,9893.2,21.0,81.0,2.0,5.0,1,1
907,8452.4,9900.2,29.0,76.0,2.0,5.0,1,1
908,8491.7,9904.5,43.0,84.0,2.0,5.0,1,1
909,8554.8,9899.6,19.0,,2.0,5.0,1,1
910,8603.9,9901.5,25.0,110.0,2.0,5.0,1,1
911,3554.6,10110.2,27.0,,2.0,5.0,1,1
912,3600.5,10099.5,18.0,36.0,2.0,5.0,1,1
913,3648.3,10092.1,26.0,,3.4,7.0,0,0
914,3695.6,10095.7,43.0,,2.2,8.0,0,0
915,3740.3,10099.3,69.0,,12.6,19.0,0,0
916,3809.3,10109.5,91.0,,4.9,12.0,0,0
917,3849.8,10098.4,102.0,,4.5,24.0,0,0
918,3898.4,10099.0,70.0,,4.8,7.0,0,0
919,3950.8,10094.0,60.0,,2.0,6.0,1,0
920,4004.1,10097.6,32.0,,2.0,5.0,0,1
921,4048.2,10104.1,67.0,57.0,14.9,12.0,0,0
922,4101.5,10104.2,64.0,63.0,3.3,8.0,0,0
923,4196.5,10106.9,35.0,,2.0,5.0,0,1
924,4244.8,10096.9,45.0,,2.0,12.0,1,0
925,4298.4,10099.3,42.0,71.0,7.5,5.0,0,1
926,4350.9,10108.0,25.0,35.0,2.0,5.0,1,1
927,4401.0,10096.3,33.0,,2.0,5.0,1,1
928,4452.0,10094.1,46.0,,2.0,5.0,1,0
929,4497.2,10104.6,39.0,243.0,3.4,5.0,0,1
930,4601.5,10101.7,40.0,,2.2,5.0,0,1
931,4648.5,10103.0,24.0,46.0,2.0,6.0,1,0
932,4694.8,10099.8,15.0,94.0,2.0,5.0,1,1
933,4752.7,10095.4,18.0,93.0,2.0,5.0,1,1
934,4795.9,10095.5,19.0,102.0,2.0,8.0,1,0
935,4849.0,10104.8,19.0,98.0,2.0,5.0,1,1
936,4948.5,10097.2,19.0,,2.0,7.0,1,0
937,4993.2,10100.8,40.0,48.0,7.9,15.0,0,0
938,5053.3,10102.4,36.0,59.0,2.0,12.0,1,0
939,5105.4,10103.8,33.0,,3.2,5.0,0,0
940,5155.8,10100.9,47.0,,2.0,5.0,1,1
941,5253.4,10100.5,39.0,51.0,2.4,15.0,0,0
942,5302.8,10103.2,35.0,27.0,2.0,5.0,1,1
943,5347.6,10102.5,35.0,51.0,2.0,9.0,1,0
944,5398.7,10100.4,29.0,38.0,2.0,5.0,1,1
945,5443.6,10100.1,19.0,77.0,2.0,5.0,1,1
946,5500.6,10101.6,38.0,,3.7,5.0,0,1
947,5549.5,10104.9,23.0,,2.0,5.0,1,1
948,5598.7,10092.8,44.0,46.0,2.4,5.0,0,1
949,5644.5,10104.9,48.0,36.0,4.7,5.0,0,0
950,5691.5,10098.0,49.0,,2.4,5.0,0,1
951,5743.0,10095.0,25.0,53.0,2.0,5.0,1,1
952,5804.2,10095.8,47.0,45.0,2.0,5.0,1,1
953,5848.3,10096.8,35.0,,2.0,5.0,1,1
954,5892.7,10108.9,38.0,33.0,2.0,5.0,1,1
955,5955.2,10105.8,31.0,40.0,2.0,5.0,1,1
956,5999.1,10093.0,61.0,17.0,2.0,9.0,1,0
957,6057.6,10109.5,54.0,33.0,10.2,5.0,0,1
958,6096.5,10098.3,59.0,30.0,2.1,5.0,0,1
959,6154.5,10100.4,135.0,49.0,10.0,14.0,0,0
960,6198.3,10104.4,83.0,,8.1,11.0,0,0
961,6252.0,10107.7,82.0,40.0,6.8,12.0,0,0
962,6302.9,10105.7,86.0,59.0,11.5,9.0,0,0
963,6349.5,10096.8,181.0,96.0,11.8,20.0,0,0
964,6402.3,10104.4,113.0,,14.8,7.0,0,0
965,6457.6,10097.4,135.0,118.0,28.0,13.0,0,0
966,6498.2,10099.0,155.0,72.0,29.8,9.0,0,0
967,6551.2,10100.5,76.0,74.0,3.5,18.0,0,0
968,6599.3,10091.9,121.0,81.0,5.5,12.0,0,0
969,6699.5,10101.3,86.0,,18.2,10.0,0,0
970,6803.4,10105.2,125.0,67.0,8.5,21.0,0,0
971,6848.6,10101.2,196.0,124.0,14.5,38.0,0,0
972,6901.3,10096.4,166.0,,14.4,21.0,0,0
973,6950.4,10101.5,70.0,,4.8,16.0,0,0
974,6995.1,10101.9,58.0,,8.7,15.0,0,0
975,7049.9,10100.1,65.0,112.0,4.2,17.0,0,0
976,7097.3,10104.4,70.0,,3.1,39.0,0,0
977,7146.9,10097.8,97.0,,8.5,34.0,0,0
978,7198.8,10099.0,46.0,44.0,2.6,5.0,0,0
979,7249.2,10099.9,68.0,57.0,2.3,9.0,0,0
980,7297.8,10097.8,42.0,44.0,2.0,14.0,1,0
981,7350.9,10106.7,30.0,51.0,3.4,17.0,0,0
982,7408.1,10100.5,33.0,,2.0,16.0,1,0
983,7451.9,10106.4,31.0,56.0,2.0,5.0,1,1
984,7502.1,10100.0,36.0,124.0,2.0,12.0,1,0
985,7541.2,10097.7,45.0,,2.0,9.0,1,0
986,7602.3,10100.4,35.0,64.0,2.0,5.0,1,1
987,7640.5,10095.5,18.0,42.0,2.0,5.0,1,1
988,7699.3,10099.0,27.0,,2.0,5.0,1,1
989,7746.0,10104.2,33.0,66.0,2.0,5.0,1,1
990,7799.3,10099.6,35.0,,4.2,5.0,0,1
991,7854.9,10095.5,34.0,67.0,2.0,5.0,1,1
992,7898.1,10099.1,70.0,,2.0,8.0,1,0
993,7949.2,10098.7,40.0,104.0,7.7,5.0,0,1
994,8002.7,10094.9,52.0,,4.1,5.0,0,1
995,8041.0,10098.6,49.0,132.0,4.2,5.0,0,0
996,8100.2,10099.7,83.0,176.0,4.4,8.0,0,0
997,8153.8,10098.6,39.0,105.0,2.0,6.0,0,0
998,8194.5,10093.2,30.0,78.0,2.0,5.0,1,0
999,8245.6,10106.5,75.0,116.0,12.3,6.0,0,0
1000,8300.7,10099.3,34.0,,2.0,6.0,1,0
1001,8356.0,10101.7,29.0,157.0,2.0,7.0,1,0
1002,8445.5,10101.1,27.0,,2.0,5.0,1,1
1003,3752.9,10304.4,32.0,53.0,3.2,5.0,0,1
1004,3803.0,10301.4,43.0,78.0,2.9,5.0,0,1
1005,3846.8,10298.8,39.0,34.0,2.0,5.0,1,1
1006,3900.0,10295.3,62.0,23.0,2.4,9.0,0,0
1007,3952.4,10302.0,37.0,,5.5,15.0,0,0
1008,3990.2,10299.8,55.0,42.0,2.2,7.0,0,0
1009,4055.4,10301.1,49.0,53.0,5.2,5.0,0,1
1010,4098.2,10295.4,32.0,,2.0,11.0,1,0
1011,4150.1,10296.6,33.0,24.0,2.0,5.0,1,1
1012,4211.6,10296.5,21.0,,2.9,6.0,0,0
1013,4251.6,10298.9,24.0,82.0,2.0,6.0,1,0
1014,4296.7,10299.1,41.0,,2.0,11.0,1,0
1015,4346.6,10298.8,19.0,,2.0,5.0,1,1
1016,4395.3,10297.0,21.0,91.0,2.0,13.0,1,0
1017,4445.4,10306.4,28.0,99.0,2.3,9.0,0,0
1018,4501.3,10296.8,34.0,147.0,2.0,8.0,1,0
1019,4552.1,10297.5,23.0,,2.0,5.0,1,0
1020,4593.3,10303.0,21.0,117.0,2.0,5.0,1,1
1021,4657.2,10294.4,31.0,69.0,2.0,6.0,1,0
1022,4703.3,10304.4,18.0,58.0,2.0,5.0,1,1
1023,4748.6,10301.4,27.0,59.0,2.0,5.0,1,0
1024,4798.7,10299.5,27.0,,2.0,9.0,1,0
1025,4845.9,10300.1,26.0,,2.0,5.0,1,0
1026,4896.5,10302.4,45.0,132.0,5.5,7.0,0,0
1027,4950.7,10302.3,22.0,57.0,2.0,6.0,1,0
1028,4997.6,10301.7,21.0,,2.0,5.0,1,1
1029,5049.2,10300.8,24.0,,4.9,5.0,0,1
1030,5099.5,10292.1,24.0,54.0,3.1,5.0,0,0
1031,5149.6,10305.5,22.0,31.0,2.0,5.0,1,1
1032,5204.5,10299.1,20.0,28.0,2.0,5.0,1,1
1033,5248.4,10295.0,40.0,77.0,2.8,13.0,0,0
1034,5299.9,10302.5,32.0,52.0,2.6,5.0,0,0
1035,5354.3,10302.0,55.0,86.0,2.0,5.0,1,1
1036,5396.4,10292.2,37.0,62.0,5.1,5.0,0,1
1037,5455.3,10306.4,32.0,,2.2,6.0,0,0
1038,5606.3,10297.9,27.0,44.0,2.5,5.0,0,1
1039,5653.6,10302.0,35.0,44.0,3.9,5.0,0,1
1040,5751.3,10296.4,39.0,35.0,2.0,10.0,1,0
1041,5806.4,10297.7,53.0,72.0,2.0,5.0,1,0
1042,5848.8,10299.8,35.0,,4.1,5.0,0,1
1043,5949.0,10297.4,39.0,38.0,2.6,6.0,0,0
1044,6000.2,10296.9,20.0,29.0,2.0,6.0,1,0
1045,6050.1,10299.9,63.0,,5.0,14.0,0,0
1046,6091.0,10300.7,29.0,25.0,2.0,5.0,1,1
1047,6149.2,10289.5,47.0,56.0,2.7,7.0,0,0
1048,6203.0,10299.3,54.0,,2.3,9.0,0,0
1049,6249.5,10295.2,57.0,54.0,2.0,17.0,1,0
1050,6298.9,10304.6,40.0,26.0,2.0,12.0,1,0
1051,6350.7,10301.9,55.0,,2.5,33.0,0,0
1052,6401.5,10295.4,91.0,,4.7,84.0,0,0
1053,6443.0,10299.3,85.0,,9.3,38.0,0,0
1054,6498.2,10303.4,114.0,,7.0,65.0,0,0
1055,6548.0,10300.4,139.0,,36.0,24.0,0,0
1056,6596.7,10292.9,139.0,191.0,5.2,15.0,0,0
1057,6650.2,10302.0,165.0,,10.6,12.0,0,0
1058,6697.5,10295.1,73.0,85.0,7.3,16.0,0,0
1059,6746.9,10295.3,106.0,119.0,9.6,11.0,0,0
1060,6799.4,10300.5,148.0,106.0,20.5,12.0,0,0
1061,6851.4,10299.9,125.0,96.0,25.9,46.0,0,0
1062,6899.7,10306.1,84.0,,8.2,8.0,0,0
1063,6953.3,10300.0,161.0,,28.3,17.0,0,0
1064,6998.9,10300.6,92.0,111.0,4.8,35.0,0,0
1065,7058.6,10296.1,72.0,35.0,7.4,43.0,0,0
1066,7104.4,10298.9,143.0,,4.8,53.0,0,0
1067,7157.9,10302.0,101.0,105.0,9.5,33.0,0,0
1068,7197.0,10294.9,112.0,98.0,5.7,69.0,0,0
1069,7300.1,10299.6,59.0,102.0,11.2,7.0,0,0
1070,7353.9,10301.5,59.0,,4.1,9.0,0,0
1071,7406.1,10301.7,44.0,81.0,18.7,6.0,0,0
1072,7447.1,10296.8,47.0,,2.0,5.0,1,0
1073,7505.2,10302.2,38.0,,2.5,5.0,0,0
1074,7550.7,10296.7,23.0,,2.0,5.0,1,0
1075,7593.9,10299.5,46.0,,2.0,5.0,1,0
1076,7648.7,10297.6,30.0,,2.0,5.0,1,1
1077,7702.5,10294.4,49.0,79.0,4.5,5.0,0,1
1078,7748.2,10301.9,50.0,97.0,3.8,5.0,0,1
1079,7801.1,10303.7,66.0,65.0,4.8,5.0,0,1
1080,7852.9,10297.9,63.0,152.0,10.2,5.0,0,1
1081,7901.1,10298.6,78.0,96.0,2.0,5.0,1,1
1082,7957.1,10299.6,20.0,65.0,2.6,5.0,0,1
1083,7999.9,10298.9,41.0,76.0,2.5,5.0,0,0
1084,8043.4,10299.4,31.0,94.0,3.8,5.0,0,1
1085,8102.5,10307.8,38.0,232.0,2.0,5.0,1,1
1086,8146.9,10298.8,38.0,,2.0,5.0,1,1
1087,8203.5,10302.2,25.0,,2.0,5.0,1,1
1088,8250.4,10303.0,45.0,162.0,2.0,5.0,1,1
1089,8295.2,10292.0,57.0,142.0,13.0,5.0,0,1
1090,8344.2,10299.6,38.0,,2.0,5.0,1,1
1091,4102.4,10500.1,32.0,,2.0,13.0,1,0
1092,4155.6,10495.3,37.0,,4.7,6.0,0,0
1093,4196.2,10500.0,33.0,,2.7,6.0,0,0
1094,4244.9,10498.6,41.0,45.0,2.0,10.0,1,0
1095,4354.0,10502.0,17.0,77.0,2.0,6.0,1,0
1096,4450.1,10505.1,16.0,61.0,2.0,11.0,1,0
1097,4488.2,10501.7,30.0,85.0,5.4,10.0,0,0
1098,4549.7,10507.4,25.0,63.0,3.2,8.0,0,0
1099,4597.8,10494.8,19.0,,2.0,8.0,1,0
1100,4650.4,10497.4,17.0,68.0,2.0,5.0,1,1
1101,4703.8,10502.8,23.0,63.0,2.0,12.0,1,0
1102,4751.9,10509.6,24.0,62.0,2.5,8.0,0,0
1103,4799.1,10500.6,40.0,127.0,2.0,11.0,1,0
1104,4850.2,10497.1,31.0,,2.0,7.0,1,0
1105,4944.8,10498.9,24.0,61.0,2.0,14.0,0,0
1106,5007.0,10498.7,18.0,63.0,2.0,13.0,1,0
1107,5048.6,10510.3,17.0,48.0,2.0,7.0,1,0
1108,5093.8,10502.1,19.0,,2.0,5.0,1,0
1109,5156.5,10493.7,30.0,73.0,6.0,7.0,0,0
1110,5200.0,10509.0,21.0,78.0,2.3,5.0,0,1
1111,5254.8,10496.3,21.0,77.0,2.0,5.0,1,1
1112,5301.0,10502.8,31.0,78.0,3.5,5.0,0,1
1113,5349.8,10499.6,28.0,50.0,2.0,5.0,1,1
1114,5407.2,10500.1,28.0,,2.0,5.0,1,1
1115,5457.9,10503.6,45.0,70.0,5.3,5.0,0,1
1116,5499.8,10499.7,33.0,47.0,2.0,6.0,1,0
1117,5596.6,10503.9,36.0,55.0,4.9,5.0,0,1
1118,5650.2,10499.2,36.0,63.0,2.0,8.0,1,0
1119,5697.9,10497.6,28.0,47.0,2.0,5.0,1,1
1120,5754.6,10495.2,28.0,29.0,2.0,5.0,1,1
1121,5853.5,10493.1,19.0,49.0,2.0,5.0,1,1
1122,5903.1,10498.9,50.0,89.0,2.5,19.0,0,0
1123,5951.4,10495.9,38.0,93.0,2.0,5.0,1,0
1124,5997.5,10501.3,37.0,27.0,2.0,9.0,1,0
1125,6046.6,10498.9,71.0,103.0,3.2,19.0,0,0
1126,6102.6,10496.5,37.0,,2.1,23.0,0,0
1127,6146.6,10503.6,83.0,113.0,6.4,30.0,0,0
1128,6199.6,10498.1,44.0,45.0,4.2,25.0,0,0
1129,6244.7,10504.0,55.0,26.0,3.9,35.0,0,0
1130,6297.4,10502.5,23.0,46.0,7.9,6.0,0,0
1131,6346.3,10493.7,57.0,,2.2,40.0,0,0
1132,6400.9,10502.5,77.0,62.0,5.4,49.0,0,0
1133,6446.1,10496.9,48.0,,3.6,46.0,0,0
1134,6494.2,10495.6,76.0,,2.0,26.0,1,0
1135,6602.6,10500.3,123.0,109.0,7.5,23.0,0,0
1136,6649.6,10498.7,180.0,112.0,34.7,10.0,0,0
1137,6745.5,10503.6,193.0,95.0,15.0,33.0,0,0
1138,6804.0,10503.2,173.0,113.0,7.6,15.0,0,0
1139,6850.4,10507.2,134.0,111.0,20.8,29.0,0,0
1140,6901.9,10496.5,121.0,,26.2,35.0,0,0
1141,6945.5,10493.3,136.0,152.0,14.1,50.0,0,0
1142,7000.4,10495.0,69.0,101.0,6.2,24.0,0,0
1143,7049.6,10494.0,164.0,112.0,8.5,34.0,0,0
1144,7097.4,10492.5,111.0,79.0,47.3,9.0,0,0
1145,7198.7,10492.2,100.0,114.0,9.6,29.0,0,0
1146,7251.8,10499.2,119.0,94.0,4.7,41.0,0,0
1147,7306.5,10507.1,115.0,,6.0,112.0,0,0
1148,7345.8,10502.6,92.0,96.0,6.2,24.0,0,0
1149,7395.8,10500.1,89.0,77.0,27.8,40.0,0,0
1150,7450.5,10493.4,51.0,155.0,4.6,21.0,0,0
1151,7505.3,10505.8,41.0,,2.0,10.0,1,0
1152,7595.7,10496.5,46.0,,2.0,7.0,1,0
1153,7647.4,10496.5,44.0,114.0,2.2,22.0,0,0
1154,7696.9,10492.5,53.0,162.0,5.3,17.0,0,0
1155,7747.5,10496.5,32.0,,2.0,7.0,1,0
1156,7799.1,10500.9,41.0,89.0,2.5,5.0,0,1
1157,7848.4,10499.1,76.0,73.0,2.3,5.0,0,1
1158,7900.6,10501.0,55.0,83.0,5.8,5.0,0,1
1159,7992.1,10499.1,72.0,71.0,9.0,5.0,0,1
1160,8051.5,10503.6,54.0,81.0,3.7,13.0,0,0
1161,4550.4,10702.1,17.0,48.0,2.0,5.0,1,1
1162,4596.5,10696.9,18.0,,2.0,5.0,1,0
1163,4649.9,10703.5,24.0,46.0,2.0,12.0,1,0
1164,4697.7,10707.2,19.0,24.0,2.0,7.0,1,0
1165,4748.5,10702.0,16.0,41.0,2.0,5.0,1,0
1166,4795.7,10691.8,42.0,,2.0,5.0,1,0
1167,4847.3,10702.5,28.0,78.0,2.0,6.0,1,0
1168,4950.9,10695.2,33.0,136.0,2.0,9.0,1,0
1169,5001.2,10698.9,37.0,,4.4,8.0,0,0
1170,5054.1,10697.7,44.0,72.0,5.0,12.0,0,0
1171,5102.2,10697.2,60.0,,13.4,9.0,0,0
1172,5143.9,10704.7,39.0,83.0,2.0,7.0,1,0
1173,5199.7,10695.4,34.0,90.0,2.2,9.0,0,0
1174,5249.3,10703.1,23.0,77.0,2.0,11.0,1,0
1175,5303.7,10701.8,15.0,,2.0,5.0,1,1
1176,5350.3,10699.2,22.0,45.0,2.0,5.0,1,1
1177,5399.2,10700.3,21.0,52.0,2.0,5.0,1,1
1178,5453.0,10700.8,19.0,65.0,3.3,5.0,0,1
1179,5498.3,10699.9,33.0,,4.5,9.0,0,0
1180,5551.1,10698.1,28.0,23.0,2.0,6.0,1,0
1181,5597.7,10709.9,31.0,,3.9,5.0,0,0
1182,5641.8,10700.1,64.0,,2.3,5.0,0,1
1183,5703.6,10702.2,38.0,,3.4,5.0,0,1
1184,5748.7,10704.7,48.0,22.0,5.6,10.0,0,0
1185,5803.4,10703.1,29.0,53.0,2.0,5.0,1,1
1186,5847.9,10699.5,28.0,,2.0,5.0,1,1
1187,5905.7,10704.2,32.0,58.0,2.7,8.0,0,0
1188,5945.1,10701.3,32.0,30.0,3.9,5.0,0,0
1189,5993.9,10703.9,19.0,46.0,2.0,8.0,1,0
1190,6039.0,10690.0,27.0,77.0,2.0,5.0,1,1
1191,6098.6,10697.0,39.0,38.0,5.7,26.0,0,0
1192,6148.8,10701.8,22.0,,2.5,5.0,0,0
1193,6203.3,10696.4,43.0,44.0,2.0,5.0,1,0
1194,6246.3,10697.0,47.0,,2.0,56.0,1,0
1195,6297.8,10697.0,52.0,77.0,2.3,15.0,0,0
1196,6364.3,10708.0,82.0,116.0,7.2,29.0,0,0
1197,6449.5,10699.8,52.0,,2.0,40.0,1,0
1198,6493.0,10696.8,33.0,,2.3,7.0,0,0
1199,6554.5,10701.3,49.0,74.0,3.4,7.0,0,0
1200,6600.3,10696.4,54.0,153.0,2.0,12.0,1,0
1201,6647.7,10695.1,46.0,,2.0,6.0,1,0
1202,6702.4,10697.9,60.0,69.0,60.2,10.0,0,0
1203,6751.3,10692.5,71.0,,51.5,33.0,0,0
1204,6798.7,10694.6,153.0,92.0,5.3,20.0,0,0
1205,6854.9,10701.9,177.0,,16.2,21.0,0,0
1206,6896.1,10700.4,171.0,119.0,7.5,50.0,0,0
1207,6947.5,10703.6,159.0,123.0,5.6,17.0,0,0
1208,6999.8,10696.4,137.0,104.0,11.2,12.0,0,0
1209,7049.2,10701.9,100.0,135.0,36.1,17.0,0,0
1210,7103.1,10700.8,191.0,193.0,27.0,121.0,0,0
1211,7199.4,10696.7,102.0,,2.0,30.0,0,0
1212,7250.4,10700.4,107.0,101.0,12.8,50.0,0,0
1213,7297.0,10701.4,144.0,,18.5,40.0,0,0
1214,7345.9,10694.9,108.0,105.0,26.9,55.0,0,0
1215,7399.9,10700.9,50.0,,2.0,13.0,0,0
1216,7456.1,10692.9,45.0,74.0,2.0,10.0,1,0
1217,7499.8,10701.0,104.0,141.0,6.0,59.0,0,0
1218,6151.3,10895.1,15.0,30.0,2.0,5.0,1,0
1219,6201.7,10896.9,15.0,,2.0,12.0,1,0
1220,6250.3,10897.9,35.0,,6.4,9.0,0,0
1221,6296.7,10899.7,43.0,63.0,5.4,12.0,0,0
1222,6354.1,10904.2,45.0,,2.6,8.0,0,0
1223,6395.5,10899.8,65.0,100.0,5.9,13.0,0,0
1224,6447.7,10897.2,60.0,,2.0,22.0,1,0
1225,6553.1,10902.5,67.0,63.0,2.0,20.0,1,0
1226,6600.3,10898.2,63.0,77.0,9.9,20.0,0,0
1227,6642.9,10901.6,84.0,,11.6,38.0,0,0
