HOLE_ID,FROM,TO,ZN_PCT,PB_PCT,CU_PCT,AG_GPT,AU_GPT,DENSITY
DD0130,426.24,428.22,0.053,0.016,0.023,0.4,0.005,
DD0130,428.22,430.2,0.046,0.024,0.073,1.1,0.047,
DD0130,430.2,432.18,0.059,0.044,0.047,2.7,0.018,
DD0130,432.18,434.17,0.085,0.034,0.039,1.7,0.021,
DD0130,434.17,436.15,0.016,0.011,0.26,1.7,0.026,
DD0130,436.15,438.13,0.034,0.02,0.09,2.6,0.016,
DD0130,438.13,440.11,0.041,0.013,0.079,0.6,0.008,
DD0130,440.11,442.1,0.069,0.027,0.137,1.4,0.011,
DD0130,442.1,444.08,0.043,0.036,0.102,2.5,0.017,
DD0130,444.08,446.06,0.027,0.036,0.055,3.0,0.01,
DD0130,446.06,448.04,0.034,0.026,0.039,1.6,0.013,
DD0130,448.04,450.03,0.038,0.021,0.074,1.4,0.094,
DD0130,450.03,452.01,0.037,0.017,0.052,1.3,0.01,
DD0130,452.01,453.99,0.033,0.027,0.043,3.2,0.011,
DD0130,453.99,455.97,0.058,0.026,0.037,2.7,0.019,
DD0130,455.97,457.96,0.027,0.009,0.073,0.8,0.005,
DD0130,457.96,459.94,0.019,0.006,0.035,0.6,0.008,
DD0130,459.94,461.92,0.099,0.028,0.042,2.0,0.018,
DD0130,461.92,463.9,0.022,0.008,0.015,0.5,0.004,
DD0130,463.9,465.89,0.027,0.007,0.017,0.5,0.004,
DD0130,465.89,467.87,0.026,0.012,0.031,0.6,0.008,
DD0130,467.87,469.85,0.036,0.014,0.028,0.6,0.004,
DD0130,469.85,471.83,0.017,0.005,0.017,0.4,0.0,
DD0130,471.83,473.82,0.031,0.024,0.063,1.4,0.005,
DD0130,473.82,475.8,0.023,0.015,0.026,1.3,0.002,
DD0130,475.8,477.78,0.073,0.028,0.031,1.0,0.008,
DD0130,477.78,479.76,0.031,0.009,0.038,0.2,0.013,
DD0130,479.76,481.75,0.027,0.009,0.017,0.7,0.001,
DD0130,481.75,483.73,0.024,0.013,0.014,1.2,0.002,
DD0130,483.73,485.71,0.023,0.007,0.06,0.3,0.011,
DD0130,485.71,487.69,0.011,0.003,0.065,0.2,0.022,
DD0131,406.75,408.72,0.023,0.006,0.005,0.2,0.054,
DD0131,408.72,410.69,0.049,0.015,0.005,0.9,0.011,
DD0131,410.69,412.67,0.045,0.009,0.002,0.3,0.008,
DD0131,412.67,414.64,0.03,0.01,0.001,0.7,0.004,
DD0131,414.64,416.61,0.02,0.006,0.003,0.6,0.012,
DD0131,416.61,418.58,0.025,0.006,0.003,0.5,0.004,
DD0131,418.58,420.56,0.039,0.01,0.005,0.4,0.013,
DD0131,420.56,422.53,0.076,0.025,0.003,0.6,0.007,
DD0131,422.53,424.5,0.039,0.012,0.004,0.4,0.003,
DD0131,424.5,425.75,5.56,1.652,0.025,31.5,0.095,
DD0131,425.75,427.0,2.913,0.371,0.058,8.8,0.12,
DD0131,427.0,428.02,5.301,1.492,0.042,62.6,0.229,
DD0131,428.02,429.04,5.531,2.111,0.114,67.8,0.324,3.91
DD0131,429.04,430.06,11.284,3.035,0.048,63.5,0.161,
DD0131,430.06,431.08,4.646,2.116,0.123,69.7,0.196,
DD0131,431.08,432.1,15.061,5.681,0.109,103.3,0.606,
DD0131,432.1,433.12,15.184,10.415,0.045,340.1,0.226,4.37
DD0131,433.12,434.15,5.337,7.136,0.223,389.2,0.704,3.85
DD0131,434.15,435.17,7.443,5.54,0.362,124.0,0.474,
DD0131,435.17,436.19,4.855,2.916,0.326,73.4,0.706,
DD0131,436.19,437.21,5.112,2.768,0.322,82.3,0.426,
DD0131,437.21,438.23,5.465,2.807,0.117,86.7,0.238,3.7
DD0131,438.23,439.25,7.212,4.482,0.085,116.4,0.202,3.64
DD0131,439.25,440.17,2.217,0.937,0.157,26.7,0.155,
DD0131,440.17,441.08,1.023,0.32,0.257,12.4,0.204,3.09
DD0131,441.08,442.0,0.981,0.428,0.132,16.5,0.294,
DD0131,442.0,443.0,0.211,0.064,0.641,9.2,2.536,
DD0131,443.0,444.0,0.186,0.052,0.31,10.4,1.129,
DD0131,444.0,445.0,0.252,0.049,0.608,3.2,0.688,
DD0131,445.0,446.0,0.337,0.235,0.596,28.2,0.52,2.97
DD0131,446.0,447.0,0.243,0.09,0.717,10.6,0.665,2.97
DD0131,447.0,448.0,0.496,0.248,0.717,26.1,1.416,
DD0131,448.0,449.0,0.38,0.196,0.22,25.1,0.251,
DD0131,449.0,450.0,0.365,0.135,0.429,13.1,0.302,
DD0131,450.0,451.0,0.527,0.165,0.373,8.8,0.677,
DD0131,451.0,452.0,0.552,0.249,0.204,20.0,0.251,
DD0131,452.0,453.0,0.395,0.183,0.445,26.0,0.439,2.94
DD0131,453.0,454.0,0.3,0.171,0.278,26.5,0.369,
DD0131,454.0,455.0,0.45,0.277,0.25,28.6,0.664,2.91
DD0131,455.0,456.0,0.201,0.095,0.562,14.0,0.742,
DD0131,456.0,457.0,0.359,0.137,0.311,11.8,0.493,
DD0131,457.0,458.0,0.341,0.11,0.309,11.1,0.268,2.96
DD0131,458.0,459.0,0.303,0.117,1.037,10.3,1.694,2.89
DD0131,459.0,460.0,0.301,0.073,0.78,6.9,0.235,
DD0131,460.0,461.0,0.411,0.076,0.657,5.0,0.247,
DD0131,461.0,462.0,0.25,0.044,0.307,5.4,0.109,
DD0131,462.0,463.0,0.203,0.042,0.603,4.0,0.656,
DD0131,463.0,464.0,0.319,0.052,0.487,3.6,0.383,2.96
DD0131,464.0,466.17,0.052,0.011,0.006,0.3,0.018,
DD0131,466.17,468.33,0.103,0.024,0.007,0.7,0.011,
DD0131,468.33,470.5,0.045,0.014,0.005,1.0,0.007,
DD0131,470.5,472.67,0.022,0.007,0.01,0.4,0.005,
DD0131,472.67,474.83,0.028,0.006,0.004,0.2,0.025,
DD0131,474.83,477.0,0.078,0.028,0.006,0.8,0.004,
DD0131,477.0,478.0,8.607,1.63,0.138,12.3,0.106,3.09
DD0131,478.0,479.0,3.979,1.097,0.18,12.6,0.1,3.07
DD0131,479.0,480.0,1.712,0.41,0.258,6.4,0.107,3.05
DD0131,480.0,481.0,2.049,0.521,0.175,5.2,0.063,
DD0131,481.0,482.0,1.935,0.611,0.472,6.7,0.146,2.96
DD0131,482.0,483.0,2.201,1.02,0.397,13.4,0.556,3.02
DD0131,483.0,484.0,5.983,3.486,0.132,68.8,0.321,
DD0131,484.0,486.0,0.052,0.032,0.008,1.6,0.042,
DD0131,486.0,488.0,0.107,0.041,0.001,1.5,0.028,
DD0131,488.0,490.0,0.1,0.051,0.003,1.6,0.035,
DD0131,490.0,492.0,0.024,0.011,0.017,0.7,0.073,
DD0131,492.0,494.0,0.033,0.011,0.027,0.7,0.029,
DD0131,494.0,496.0,0.039,0.013,0.021,0.7,0.021,
DD0131,496.0,498.0,0.028,0.005,0.014,0.2,0.037,
DD0131,498.0,500.0,0.061,0.011,0.022,0.5,0.085,
DD0131,500.0,502.0,0.059,0.014,0.006,0.5,0.024,
DD0131,502.0,504.0,0.062,0.016,0.004,0.9,0.005,
DD0131,504.0,506.0,0.049,0.01,0.006,0.6,0.002,
DD0131,506.0,508.0,0.071,0.018,0.007,0.6,0.002,
DD0131,508.0,510.0,0.07,0.019,0.009,0.7,0.007,
DD0131,510.0,512.0,0.026,0.004,0.005,0.2,0.016,
DD0131,512.0,514.0,0.025,0.007,0.01,0.4,0.033,
DD0131,514.0,516.0,0.047,0.02,0.009,0.8,0.031,
DD0131,516.0,518.0,0.064,0.024,0.002,0.8,0.005,
DD0131,518.0,520.0,0.027,0.007,0.012,0.2,0.008,
DD0131,520.0,522.0,0.025,0.012,0.018,0.5,0.01,
DD0131,522.0,524.0,0.055,0.027,0.017,1.2,0.015,
DD0131,524.0,526.0,0.133,0.045,0.026,1.5,0.012,
DD0131,526.0,528.0,0.05,0.022,0.022,2.7,0.02,
DD0131,528.0,530.0,0.14,0.056,0.015,2.3,0.006,
DD0131,530.0,532.0,0.049,0.023,0.024,1.1,0.039,
DD0131,532.0,534.0,0.048,0.03,0.039,1.7,0.015,
DD0131,534.0,536.0,0.077,0.031,0.05,1.1,0.017,
DD0131,536.0,538.0,0.028,0.014,0.023,1.1,0.026,
DD0131,538.0,540.0,0.015,0.01,0.019,1.0,0.006,
DD0132,486.75,488.69,0.083,0.047,0.001,3.2,0.012,
DD0132,488.69,490.64,0.083,0.052,0.001,2.5,0.002,
DD0132,490.64,492.58,0.104,0.064,0.003,5.1,0.023,
DD0132,492.58,494.53,0.119,0.069,0.002,2.6,0.031,
DD0132,494.53,496.47,0.068,0.057,0.003,4.5,0.034,
DD0132,496.47,498.42,0.025,0.015,0.008,1.0,0.05,
DD0132,498.42,500.36,0.02,0.005,0.002,0.2,0.003,
DD0132,500.36,502.31,0.019,0.008,0.004,0.5,0.003,
DD0132,502.31,504.25,0.028,0.009,0.01,0.3,0.005,
DD0132,504.25,505.38,2.524,1.097,0.094,27.1,0.074,
DD0132,505.38,506.5,15.355,5.418,0.17,67.5,0.137,
DD0132,506.5,507.55,13.019,5.527,0.329,122.4,2.083,
DD0132,507.55,508.6,22.768,8.52,0.147,128.1,1.058,
DD0132,508.6,509.65,10.17,3.582,0.265,91.5,0.299,
DD0132,509.65,510.7,11.703,2.593,0.12,33.8,1.159,
DD0132,510.7,511.75,4.705,1.074,0.501,32.1,1.678,
DD0132,511.75,512.8,5.931,1.601,0.297,41.7,0.887,
DD0132,512.8,513.85,10.737,4.361,0.097,78.7,0.856,3.66
DD0132,513.85,514.9,8.887,3.422,0.135,62.9,0.687,3.56
DD0132,514.9,515.95,8.95,3.178,0.162,143.4,1.063,
DD0132,515.95,517.0,12.364,3.976,0.446,128.2,1.397,4.43
DD0132,517.0,518.0,4.141,1.359,0.343,41.2,2.663,
DD0132,518.0,519.0,3.94,1.199,0.044,23.2,0.783,3.19
DD0132,519.0,520.01,0.364,0.124,0.212,11.0,3.26,
DD0132,520.01,521.02,0.18,0.052,0.119,3.5,0.271,
DD0132,521.02,522.03,0.294,0.051,0.327,2.3,1.175,2.86
DD0132,522.03,523.04,0.151,0.025,0.322,1.8,0.642,2.96
DD0132,523.04,524.04,0.087,0.019,0.54,2.3,0.141,2.94
DD0132,524.04,525.05,0.187,0.062,0.599,7.4,0.593,2.9
DD0132,525.05,526.06,0.274,0.107,0.279,11.2,0.201,
DD0132,526.06,527.07,0.252,0.069,0.264,7.8,0.073,
DD0132,527.07,528.08,0.325,0.092,0.269,14.3,0.304,2.94
DD0132,528.08,529.09,0.377,0.146,0.416,22.4,1.429,2.97
DD0132,529.09,530.1,0.421,0.139,0.601,14.1,0.979,2.96
DD0132,530.1,531.11,0.262,0.082,0.447,5.9,0.927,2.86
DD0132,531.11,532.12,0.471,0.088,0.928,3.9,4.142,2.89
DD0132,532.12,533.12,0.449,0.13,0.505,6.1,1.554,
DD0132,533.12,534.13,0.17,0.05,1.051,3.8,3.417,2.9
DD0132,534.13,535.14,0.491,0.186,0.647,14.6,2.051,
DD0132,535.14,536.15,0.394,0.108,0.56,9.5,1.262,2.95
DD0132,536.15,537.16,0.248,0.043,2.682,3.2,8.889,3.01
DD0132,537.16,538.17,0.386,0.081,2.045,9.8,8.03,
DD0132,538.17,539.18,0.31,0.07,0.77,9.2,2.679,
DD0132,539.18,540.19,0.519,0.094,0.639,9.0,0.692,2.95
DD0132,540.19,541.2,0.95,0.237,0.718,19.2,1.894,
DD0132,541.2,542.21,1.005,0.229,0.474,9.9,1.708,2.93
DD0132,542.21,543.21,0.816,0.156,0.39,6.2,1.973,2.9
DD0132,543.21,544.22,0.422,0.113,1.687,7.4,3.632,
DD0132,544.22,545.23,0.654,0.177,0.433,12.8,2.594,
DD0132,545.23,546.24,0.977,0.217,0.158,14.1,0.493,2.97
DD0132,546.24,547.25,0.439,0.107,0.447,8.1,1.881,2.96
DD0132,547.25,549.23,0.107,0.059,0.007,3.2,0.022,
DD0132,549.23,551.2,0.143,0.075,0.01,2.4,0.013,
DD0132,551.2,553.18,0.138,0.05,0.005,1.3,0.008,
DD0132,553.18,555.16,0.098,0.058,0.005,2.0,0.019,
DD0132,555.16,557.14,0.154,0.082,0.015,2.6,0.056,
DD0132,557.14,559.11,0.216,0.098,0.006,1.5,0.007,
DD0132,559.11,561.09,0.076,0.027,0.006,0.9,0.011,
DD0132,561.09,563.07,0.046,0.013,0.016,0.4,0.04,
DD0132,563.07,565.05,0.053,0.021,0.011,0.8,0.02,
DD0132,565.05,567.02,0.083,0.02,0.005,0.6,0.017,
DD0132,567.02,569.0,0.037,0.018,0.007,1.2,0.005,
DD0132,569.0,570.98,0.059,0.029,0.014,1.8,0.018,
DD0132,570.98,572.95,0.051,0.024,0.015,1.9,0.021,
DD0132,572.95,574.93,0.067,0.019,0.009,1.1,0.012,
DD0132,574.93,576.91,0.032,0.012,0.008,1.0,0.008,
DD0132,576.91,578.89,0.036,0.007,0.003,0.3,0.001,
DD0132,578.89,580.86,0.081,0.027,0.001,0.9,0.002,
DD0132,580.86,582.84,0.085,0.021,0.005,0.5,0.008,
DD0132,582.84,584.82,0.069,0.017,0.013,0.5,0.034,
DD0132,584.82,586.8,0.021,0.004,0.012,0.2,0.02,
DD0132,586.8,588.77,0.04,0.009,0.005,0.3,0.008,
DD0132,588.77,590.75,0.034,0.007,0.02,0.2,0.016,
DD0132,590.75,592.73,0.05,0.016,0.01,0.7,0.016,
DD0132,592.73,594.7,0.043,0.022,0.006,0.9,0.016,
DD0132,594.7,596.68,0.091,0.04,0.004,1.7,0.008,
DD0132,596.68,598.66,0.075,0.026,0.008,1.1,0.035,
DD0132,598.66,600.64,0.081,0.05,0.016,3.3,0.028,
DD0132,600.64,602.61,0.162,0.045,0.019,1.9,0.006,
DD0132,602.61,604.59,0.11,0.052,0.031,3.0,0.013,
DD0132,604.59,606.57,0.078,0.07,0.015,5.1,0.006,
DD0132,606.57,608.55,0.056,0.026,0.019,1.4,0.004,
DD0132,608.55,610.52,0.026,0.008,0.022,0.3,0.007,
DD0132,610.52,612.5,0.026,0.007,0.021,0.2,0.005,
DD0133,556.5,558.58,0.075,0.036,0.001,2.0,0.004,
DD0133,558.58,560.65,0.037,0.027,0.002,1.7,0.015,
DD0133,560.65,562.72,0.084,0.023,0.002,0.6,0.008,
DD0133,562.72,564.8,0.024,0.009,0.003,0.6,0.011,
DD0133,564.8,566.88,0.026,0.011,0.003,2.3,0.013,
DD0133,566.88,568.95,0.049,0.014,0.006,1.0,0.034,
DD0133,568.95,571.02,0.04,0.01,0.003,1.0,0.035,
DD0133,571.02,573.1,0.017,0.005,0.002,0.3,0.024,
DD0133,573.1,575.17,0.033,0.011,0.001,0.6,0.008,
DD0133,575.17,577.25,0.031,0.013,0.002,0.4,0.007,
DD0133,577.25,578.25,1.802,0.473,0.021,7.9,0.087,
DD0133,578.25,579.25,3.036,0.832,0.048,7.4,0.155,
DD0133,579.25,580.28,3.212,1.242,0.085,25.2,0.111,
DD0133,580.28,581.31,3.624,1.935,0.063,47.3,0.104,3.36
DD0133,581.31,582.33,7.449,3.271,0.071,43.3,0.077,
DD0133,582.33,583.36,18.329,6.687,0.036,82.2,0.089,
DD0133,583.36,584.39,10.528,2.336,0.022,18.3,0.16,3.36
DD0133,584.39,585.42,8.352,3.45,0.036,50.1,0.09,
DD0133,585.42,586.44,9.163,3.827,0.024,36.7,0.099,
DD0133,586.44,587.47,6.186,2.836,0.114,46.2,0.176,3.39
DD0133,587.47,588.5,6.509,3.208,0.117,65.0,0.224,
DD0133,588.5,589.5,2.242,1.149,0.047,26.1,0.182,3.04
DD0133,589.5,590.5,2.288,1.026,0.05,28.9,0.2,3.12
DD0133,590.5,591.48,0.388,0.131,0.199,14.9,0.959,
DD0133,591.48,592.46,0.181,0.072,0.118,7.8,0.44,2.89
DD0133,592.46,593.44,0.167,0.053,0.415,4.7,0.702,2.91
DD0133,593.44,594.42,0.279,0.087,0.203,7.6,0.467,
DD0133,594.42,595.4,0.125,0.041,0.209,6.2,0.556,2.93
DD0133,595.4,596.38,0.568,0.151,0.211,14.6,0.373,
DD0133,596.38,597.37,0.355,0.064,0.38,5.5,0.891,
DD0133,597.37,598.35,0.267,0.056,0.321,7.2,0.925,
DD0133,598.35,599.33,0.08,0.019,0.525,2.4,1.791,2.95
DD0133,599.33,600.31,0.228,0.045,0.372,4.1,1.867,2.96
DD0133,600.31,601.29,0.263,0.074,0.433,10.2,0.495,2.91
DD0133,601.29,602.27,0.804,0.206,0.52,17.6,1.548,
DD0133,602.27,603.25,1.091,0.293,0.269,30.1,0.403,
DD0133,603.25,605.26,0.11,0.04,0.006,1.9,0.024,
DD0133,605.26,607.26,0.033,0.025,0.021,2.8,0.072,
DD0133,607.26,609.27,0.05,0.014,0.024,0.3,0.053,
DD0133,609.27,611.27,0.11,0.033,0.007,0.7,0.007,
DD0133,611.27,613.28,0.045,0.012,0.004,0.2,0.01,
DD0133,613.28,615.29,0.032,0.013,0.003,0.4,0.006,
DD0133,615.29,617.29,0.024,0.012,0.016,0.8,0.035,
DD0133,617.29,619.3,0.031,0.018,0.007,0.7,0.007,
DD0133,619.3,621.3,0.023,0.011,0.023,0.5,0.071,
DD0133,621.3,623.31,0.06,0.02,0.007,0.5,0.011,
DD0133,623.31,625.32,0.051,0.009,0.007,0.2,0.006,
DD0133,625.32,627.32,0.049,0.01,0.015,0.4,0.014,
DD0133,627.32,629.33,0.059,0.025,0.009,1.3,0.013,
DD0133,629.33,631.34,0.021,0.008,0.01,0.3,0.009,
DD0133,631.34,633.34,0.038,0.013,0.004,0.5,0.001,
DD0133,633.34,635.35,0.036,0.02,0.006,0.9,0.01,
DD0133,635.35,637.35,0.046,0.019,0.002,0.8,0.006,
DD0133,637.35,639.36,0.031,0.011,0.004,0.3,0.003,
DD0133,639.36,641.37,0.03,0.017,0.002,0.8,0.002,
DD0133,641.37,643.37,0.114,0.049,0.005,2.2,0.007,
DD0133,643.37,645.38,0.137,0.026,0.004,0.6,0.005,
DD0133,645.38,647.38,0.073,0.017,0.003,0.5,0.003,
DD0133,647.38,649.39,0.08,0.024,0.005,0.6,0.006,
DD0133,649.39,651.4,0.026,0.006,0.014,0.2,0.018,
DD0133,651.4,653.4,0.028,0.008,0.006,0.3,0.009,
DD0133,653.4,655.41,0.054,0.017,0.006,0.8,0.006,
DD0133,655.41,657.41,0.086,0.028,0.009,0.8,0.014,
DD0133,657.41,659.42,0.058,0.016,0.006,0.6,0.008,
DD0133,659.42,661.43,0.088,0.011,0.023,0.1,0.009,
DD0133,661.43,663.43,0.058,0.026,0.036,0.9,0.019,
DD0133,663.43,665.44,0.08,0.018,0.01,0.4,0.003,
DD0133,665.44,667.45,0.073,0.012,0.022,0.2,0.003,
DD0133,667.45,669.45,0.066,0.026,0.009,1.1,0.005,
DD0133,669.45,671.46,0.035,0.008,0.011,0.3,0.005,
DD0133,671.46,673.46,0.018,0.007,0.021,0.5,0.004,
DD0133,673.46,675.47,0.014,0.011,0.017,0.8,0.012,
DD0133,675.47,677.48,0.014,0.011,0.019,0.7,0.026,
DD0133,677.48,679.48,0.023,0.009,0.027,0.7,0.011,
DD0133,679.48,681.49,0.042,0.02,0.011,0.5,0.003,
DD0133,681.49,683.49,0.019,0.007,0.044,0.5,0.013,
DD0133,683.49,685.5,0.018,0.004,0.143,0.2,0.059,
DD0135,114.0,115.98,0.092,0.039,0.004,3.1,0.016,
DD0135,115.98,117.95,0.051,0.027,0.001,2.2,0.003,
DD0135,117.95,119.92,0.187,0.103,0.001,4.2,0.011,
DD0135,119.92,121.9,0.074,0.044,0.002,2.5,0.015,
DD0135,121.9,123.88,0.062,0.027,0.004,1.7,0.016,
DD0135,123.88,125.85,0.074,0.027,0.002,1.6,0.009,
DD0135,125.85,127.82,0.04,0.014,0.001,0.6,0.005,
DD0135,127.82,129.8,0.026,0.007,0.003,0.4,0.014,
DD0135,129.8,131.78,0.031,0.012,0.002,0.4,0.019,
DD0135,131.78,133.75,0.016,0.007,0.003,0.7,0.011,
DD0135,133.75,135.72,0.013,0.009,0.003,0.6,0.025,
DD0135,135.72,137.7,0.025,0.006,0.004,0.3,0.025,
DD0135,137.7,139.68,0.065,0.02,0.003,0.9,0.013,
DD0135,139.68,141.65,0.033,0.017,0.003,1.4,0.005,
DD0135,141.65,143.62,0.021,0.01,0.004,0.9,0.014,
DD0135,143.62,145.6,0.008,0.005,0.006,0.5,0.02,
DD0135,145.6,147.57,0.022,0.011,0.003,0.5,0.024,
DD0135,147.57,149.55,0.056,0.022,0.003,0.9,0.004,
DD0135,149.55,151.52,0.029,0.011,0.002,0.4,0.004,
DD0135,151.52,153.5,0.012,0.003,0.002,0.1,0.014,
DD0135,153.5,155.48,0.035,0.011,0.002,0.5,0.004,
DD0135,155.48,157.45,0.069,0.043,0.003,2.2,0.003,
DD0135,157.45,159.43,0.02,0.007,0.006,0.5,0.006,
DD0135,159.43,161.4,0.029,0.013,0.022,0.7,0.025,
DD0135,161.4,163.38,0.04,0.027,0.007,1.9,0.007,
DD0135,163.38,165.35,0.039,0.023,0.005,1.2,0.006,
DD0135,165.35,167.32,0.045,0.014,0.006,0.6,0.008,
DD0135,167.32,169.3,0.036,0.017,0.002,1.2,0.009,
DD0135,169.3,171.28,0.063,0.034,0.003,2.2,0.007,
DD0135,171.28,173.25,0.025,0.007,0.004,0.3,0.011,
DD0135,173.25,174.22,0.736,0.338,0.209,11.0,0.069,
DD0135,174.22,175.2,0.844,0.272,0.189,9.7,0.891,
DD0135,175.2,176.18,0.61,0.157,0.997,4.1,0.45,3.05
DD0135,176.18,177.15,1.085,0.3,0.209,6.8,0.971,
DD0135,177.15,178.12,1.048,0.252,0.34,6.1,0.542,2.96
DD0135,178.12,179.1,1.101,0.283,0.623,9.4,1.295,
DD0135,179.1,180.08,1.971,0.381,1.138,10.1,0.817,
DD0135,180.08,181.05,2.043,0.479,0.349,12.4,0.471,
DD0135,181.05,182.02,1.778,0.428,0.176,15.0,0.265,3.22
DD0135,182.02,183.0,1.988,0.72,0.281,21.9,0.567,3.2
DD0135,183.0,185.04,0.045,0.025,0.004,1.9,0.002,
DD0135,185.04,187.08,0.024,0.009,0.004,0.8,0.003,
DD0135,187.08,189.12,0.081,0.035,0.007,1.5,0.006,
DD0135,189.12,191.15,0.043,0.01,0.021,0.5,0.011,
DD0135,191.15,193.19,0.026,0.011,0.015,0.6,0.004,
DD0135,193.19,195.23,0.031,0.009,0.013,0.2,0.005,
DD0135,195.23,197.27,0.057,0.031,0.01,1.4,0.012,
DD0135,197.27,199.31,0.029,0.012,0.005,0.6,0.002,
DD0135,199.31,201.35,0.028,0.013,0.004,0.9,0.001,
DD0135,201.35,203.38,0.053,0.012,0.004,0.8,0.007,
DD0135,203.38,205.42,0.036,0.015,0.01,1.0,0.003,
DD0135,205.42,207.46,0.071,0.012,0.01,0.5,0.026,
DD0135,207.46,209.5,0.05,0.017,0.016,1.5,0.057,
DD0135,209.5,210.62,1.872,0.405,0.093,11.7,0.133,3.18
DD0135,210.62,211.75,1.562,0.3,0.333,13.2,1.751,3.37
DD0135,211.75,212.88,1.413,0.3,0.103,6.3,0.065,3.11
DD0135,212.88,214.0,3.2,0.977,0.093,23.1,0.1,
DD0135,214.0,215.0,15.109,5.953,0.227,114.3,0.643,
DD0135,215.0,216.0,4.142,2.485,0.311,95.8,0.093,3.62
DD0135,216.0,217.0,7.176,4.31,0.232,165.4,0.228,3.9
DD0135,217.0,218.0,4.538,2.36,0.206,136.5,0.25,4.18
DD0135,218.0,219.0,12.069,7.404,0.175,240.5,0.488,4.12
DD0135,219.0,220.0,7.051,3.991,0.312,95.2,0.133,3.52
DD0135,220.0,221.0,4.926,3.836,0.175,250.5,0.27,4.15
DD0135,221.0,222.0,10.311,4.904,0.13,190.2,0.296,4.33
DD0135,222.0,223.0,8.27,5.718,0.447,230.4,1.323,
DD0135,223.0,224.0,13.379,5.18,0.136,57.0,0.445,
DD0135,224.0,226.08,0.032,0.009,0.016,0.5,0.016,
DD0135,226.08,228.17,0.017,0.007,0.013,0.6,0.014,
DD0135,228.17,230.25,0.026,0.007,0.008,0.3,0.038,
DD0135,230.25,232.33,0.018,0.008,0.006,0.5,0.008,
DD0135,232.33,234.42,0.015,0.006,0.024,0.3,0.009,
DD0135,234.42,236.5,0.012,0.007,0.014,0.4,0.003,
DD0135,236.5,238.58,0.033,0.023,0.003,1.6,0.002,
DD0135,238.58,240.67,0.057,0.009,0.004,0.2,0.011,
DD0135,240.67,242.75,0.047,0.023,0.02,1.6,0.017,
DD0135,242.75,244.83,0.086,0.021,0.036,0.5,0.016,
DD0135,244.83,246.92,0.111,0.034,0.018,0.8,0.026,
DD0135,246.92,249.0,0.147,0.074,0.032,1.3,0.031,
DD0135,249.0,250.25,1.658,0.636,0.955,17.4,0.548,
DD0135,250.25,251.5,0.443,0.13,1.275,5.5,0.202,2.87
DD0135,251.5,253.58,0.057,0.017,0.011,0.7,0.016,
DD0135,253.58,255.66,0.069,0.023,0.021,0.6,0.018,
DD0135,255.66,257.74,0.051,0.022,0.03,1.0,0.006,
DD0135,257.74,259.82,0.052,0.024,0.015,1.5,0.029,
DD0135,259.82,261.91,0.044,0.023,0.035,0.9,0.097,
DD0135,261.91,263.99,0.048,0.014,0.018,0.4,0.045,
DD0135,263.99,266.07,0.102,0.066,0.019,4.0,0.027,
DD0136,157.75,159.73,0.092,0.03,0.002,1.6,0.057,
DD0136,159.73,161.7,0.047,0.015,0.004,0.6,0.005,
DD0136,161.7,163.68,0.066,0.026,0.003,1.8,0.007,
DD0136,163.68,165.66,0.072,0.041,0.003,3.3,0.007,
DD0136,165.66,167.64,0.044,0.018,0.006,1.7,0.012,
DD0136,167.64,169.61,0.068,0.029,0.002,1.5,0.013,
DD0136,169.61,171.59,0.045,0.013,0.003,0.3,0.009,
DD0136,171.59,173.57,0.076,0.028,0.001,1.0,0.004,
DD0136,173.57,175.55,0.057,0.016,0.004,0.9,0.008,
DD0136,175.55,177.52,0.052,0.014,0.003,0.6,0.019,
DD0136,177.52,179.5,0.022,0.011,0.012,1.5,0.034,
DD0136,179.5,181.48,0.028,0.012,0.006,0.9,0.133,
DD0136,181.48,183.45,0.014,0.007,0.004,0.5,0.02,
DD0136,183.45,185.43,0.023,0.009,0.002,0.3,0.007,
DD0136,185.43,187.41,0.044,0.019,0.003,0.6,0.011,
DD0136,187.41,189.39,0.024,0.014,0.002,0.4,0.009,
DD0136,189.39,191.36,0.032,0.01,0.001,0.5,0.018,
DD0136,191.36,193.34,0.035,0.02,0.004,0.7,0.034,
DD0136,193.34,195.32,0.066,0.018,0.001,0.4,0.01,
DD0136,195.32,197.3,0.037,0.019,0.003,0.7,0.005,
DD0136,197.3,199.27,0.045,0.014,0.033,0.3,0.019,
DD0136,199.27,201.25,0.028,0.011,0.01,0.3,0.007,
DD0136,201.25,203.23,0.054,0.025,0.008,0.6,0.01,
DD0136,203.23,205.2,0.052,0.026,0.005,1.0,0.004,
DD0136,205.2,207.18,0.034,0.027,0.002,1.4,0.007,
DD0136,207.18,209.16,0.03,0.016,0.002,1.3,0.004,
DD0136,209.16,211.14,0.07,0.023,0.002,0.8,0.002,
DD0136,211.14,213.11,0.022,0.004,0.008,0.2,0.002,
DD0136,213.11,215.09,0.078,0.02,0.011,0.9,0.014,
DD0136,215.09,217.07,0.047,0.011,0.006,0.3,0.014,
DD0136,217.07,219.05,0.092,0.024,0.002,0.6,0.01,
DD0136,219.05,221.02,0.032,0.01,0.009,0.5,0.007,
DD0136,221.02,223.0,0.022,0.006,0.017,0.5,0.014,
DD0136,223.0,223.92,3.827,1.004,0.184,19.9,0.291,
DD0136,223.92,224.83,1.522,0.372,0.296,3.5,0.996,
