HOLE_ID,FROM,TO,P2O5_PCT,P2O5_AP_PCT,CAO_PCT,SIO2_PCT,FE2O3_PCT,AL2O3_PCT,MGO_PCT
PF0139,41.5,46.5,15.28,5.85,7.93,11.99,44.2,1.26,2.21
PF0139,46.5,51.5,7.44,6.84,13.42,14.03,27.89,2.52,3.23
PF0139,51.5,56.5,10.86,7.52,10.82,10.79,24.84,7.74,2.19
PF0139,56.5,61.5,14.02,13.78,21.19,11.16,19.88,5.74,2.47
PF0139,61.5,66.65,11.24,10.4,24.22,12.59,20.07,2.35,3.88
PF0139,66.65,71.8,12.56,11.36,25.95,13.68,21.11,2.85,6.39
PF0139,71.8,76.95,12.54,11.63,15.37,12.46,24.44,4.9,7.85
PF0139,76.95,82.1,6.18,5.97,12.98,23.3,31.2,1.58,5.88
PF0139,82.1,87.25,11.8,9.03,12.52,12.49,12.41,1.59,3.37
PF0139,87.25,92.66,4.16,3.79,18.08,15.91,15.53,1.51,10.55
PF0139,92.66,98.08,5.72,5.27,20.14,16.58,15.05,0.31,10.96
PF0139,98.08,103.49,4.95,4.6,17.35,15.7,11.45,1.54,9.66
PF0139,103.49,108.9,6.36,5.89,20.99,13.57,14.01,2.02,30.09
PF0139,108.9,114.31,6.75,6.52,21.5,13.55,15.11,3.14,30.01
PF0140,0.0,4.0,1.93,0.27,0.36,21.65,34.86,12.39,0.42
PF0140,4.0,8.7,5.84,0.33,0.46,9.0,24.89,24.05,0.36
PF0140,8.7,13.4,4.23,0.29,0.39,11.81,31.25,9.71,0.3
PF0140,13.4,18.1,4.45,0.53,0.71,12.64,28.47,5.68,0.57
PF0140,18.1,22.8,3.47,0.46,0.64,31.17,42.24,16.51,0.95
PF0140,22.8,27.5,9.32,0.53,0.73,13.56,23.53,8.25,0.59
PF0140,27.5,32.79,18.46,13.67,19.12,17.29,17.8,5.57,1.59
PF0140,32.79,38.08,10.64,9.86,18.17,17.97,23.75,3.27,
PF0140,38.08,43.38,11.1,6.05,8.06,9.07,31.24,2.94,
PF0140,43.38,48.67,10.49,5.6,8.0,12.84,36.26,3.22,1.91
PF0140,48.67,53.96,10.7,6.22,8.67,12.71,39.77,2.42,3.38
PF0140,53.96,59.25,13.5,8.71,11.86,9.88,24.08,2.67,2.14
PF0140,59.25,64.88,6.92,6.79,11.04,22.01,16.72,3.17,6.3
PF0140,64.88,70.5,6.62,6.19,12.24,16.15,18.86,2.91,
PF0140,70.5,76.12,9.49,8.75,16.1,10.68,17.28,3.23,6.35
PF0140,76.12,81.75,12.21,11.59,17.48,21.62,28.11,3.91,6.05
PF0140,81.75,86.73,3.59,3.4,15.22,31.41,13.34,1.3,5.89
PF0140,86.73,91.71,3.87,3.65,12.32,22.87,13.47,1.04,
PF0140,91.71,96.69,5.61,5.16,19.99,13.92,13.53,1.02,
PF0140,96.69,101.68,6.18,5.85,20.75,19.65,15.04,1.46,5.08
PF0140,101.68,106.66,7.02,6.33,21.85,28.78,15.06,2.16,16.44
PF0140,106.66,111.64,6.38,6.24,18.69,12.21,11.71,2.63,8.43
PF0140,111.64,116.62,6.59,6.11,21.29,14.11,16.64,1.78,
PF0140,116.62,121.6,4.77,4.37,18.89,11.19,13.83,4.55,
PF0141,0.0,3.75,1.02,0.17,0.22,43.69,35.19,14.51,0.37
PF0141,3.75,8.38,4.54,0.3,0.41,14.31,42.42,15.23,0.35
PF0141,8.38,13.0,4.04,0.29,0.42,19.71,26.94,28.37,0.29
PF0141,13.0,17.62,3.43,0.42,0.58,12.87,26.82,21.84,
PF0141,17.62,22.25,4.93,0.29,0.42,12.24,25.95,16.4,0.22
PF0141,22.25,26.88,7.8,0.54,0.71,11.59,31.17,12.89,0.36
PF0141,26.88,31.5,5.35,0.4,0.58,8.66,35.86,13.67,0.27
PF0141,31.5,36.5,15.02,8.58,12.37,8.97,30.01,4.63,2.43
PF0141,36.5,41.5,7.96,7.28,14.77,16.5,31.29,4.06,2.3
PF0141,41.5,46.5,7.87,7.12,9.65,17.38,36.27,3.04,1.69
PF0141,46.5,51.5,7.16,6.0,8.25,15.96,36.66,9.99,4.36
PF0141,51.5,56.5,7.2,5.96,8.61,20.54,31.98,4.6,
PF0141,56.5,61.5,14.04,11.3,16.42,11.46,25.44,4.03,2.8
PF0141,61.5,66.2,7.07,6.67,15.6,16.46,21.6,4.2,9.39
PF0141,66.2,70.9,14.0,12.2,17.68,15.02,22.53,2.48,
PF0141,70.9,75.6,6.51,6.28,12.06,17.14,23.86,3.29,
PF0141,75.6,80.3,10.93,9.83,14.39,13.51,19.98,3.1,4.7
PF0141,80.3,85.0,7.2,6.61,14.46,15.55,24.55,2.91,7.42
PF0141,85.0,88.6,4.04,3.75,17.03,24.61,10.97,0.89,
PF0142,0.0,3.0,1.74,0.24,0.34,27.71,22.04,15.07,0.49
PF0142,3.0,7.95,6.78,0.24,0.34,9.49,30.14,14.46,0.35
PF0142,7.95,12.9,6.69,0.32,0.46,9.4,19.43,15.15,0.35
PF0142,12.9,17.85,4.05,0.23,0.31,17.35,38.46,15.87,0.36
PF0142,17.85,22.8,5.3,0.19,0.27,13.97,32.44,9.77,0.17
PF0142,22.8,27.75,3.73,0.24,0.34,18.3,47.17,24.56,0.21
PF0142,27.75,32.81,9.24,5.39,7.73,9.22,29.55,2.14,1.68
PF0142,32.81,37.88,6.58,6.04,10.06,11.88,28.07,3.37,2.38
PF0142,37.88,42.94,13.48,9.58,12.64,14.45,27.25,4.84,2.77
PF0142,42.94,48.0,9.64,8.08,11.38,7.22,20.4,5.11,1.17
PF0142,48.0,53.0,7.13,6.58,15.52,17.06,17.45,4.28,4.81
PF0142,53.0,58.0,5.71,5.36,9.51,14.91,31.75,1.63,
PF0142,58.0,63.0,9.65,9.21,16.99,21.72,20.15,2.14,
PF0142,63.0,68.0,6.56,6.12,9.76,28.83,15.48,1.41,3.61
PF0142,68.0,73.2,4.44,4.19,18.45,26.6,8.06,4.41,5.79
PF0142,73.2,78.4,4.18,4.07,18.11,24.39,11.66,1.58,9.16
PF0142,78.4,83.59,3.91,3.78,17.75,15.43,13.07,1.22,23.61
PF0142,83.59,88.79,2.87,2.6,13.82,26.12,19.71,1.18,
PF0142,88.79,93.99,7.27,6.8,22.18,15.09,7.96,1.69,
PF0142,93.99,99.19,7.07,6.94,21.92,20.01,9.06,3.42,28.01
PF0143,0.0,2.75,1.54,0.18,0.25,22.9,45.58,11.67,0.39
PF0143,2.75,8.12,8.76,0.65,0.94,12.11,24.1,26.41,
PF0143,8.12,13.5,7.42,0.38,0.55,10.72,37.57,24.96,0.49
PF0143,13.5,18.88,3.92,0.27,0.39,15.15,58.26,15.04,0.59
PF0143,18.88,24.25,5.5,0.35,0.48,9.46,34.87,27.88,0.96
PF0143,24.25,29.25,11.44,4.1,5.99,10.39,20.72,2.95,
PF0143,29.25,34.25,7.74,3.29,4.74,8.27,45.11,3.23,1.49
PF0143,34.25,39.25,10.3,6.95,9.51,8.81,39.46,6.16,1.96
PF0143,39.25,44.25,8.74,6.96,9.86,11.95,31.04,2.09,
PF0143,44.25,49.44,5.93,5.57,16.01,24.21,17.45,3.3,23.55
PF0143,49.44,54.62,8.49,8.37,14.36,23.78,27.56,1.37,8.37
PF0143,54.62,59.81,11.72,11.36,16.78,13.27,20.53,2.51,3.67
PF0143,59.81,65.0,8.08,7.58,11.97,18.51,12.24,1.92,6.07
PF0143,65.0,69.77,2.65,2.65,15.13,21.81,11.97,1.42,9.19
PF0143,69.77,74.55,4.4,4.16,18.41,23.4,6.88,2.27,8.54
PF0143,74.55,79.32,4.64,4.49,18.71,10.92,9.14,1.1,5.03
PF0143,79.32,84.09,4.11,3.7,18.01,15.74,18.3,1.76,5.1
PF0143,84.09,88.87,7.15,6.8,22.02,8.48,9.35,0.98,8.45
PF0143,88.87,93.64,7.03,6.75,21.38,19.9,9.82,2.0,7.96
PF0143,93.64,98.41,5.09,4.63,19.31,19.34,8.37,2.22,13.09
PF0143,98.41,103.18,9.48,8.67,25.09,7.27,8.67,1.52,8.82
PF0144,0.0,2.5,1.57,0.12,0.17,28.3,41.36,23.2,0.39
PF0144,2.5,7.19,4.97,0.21,0.28,12.1,40.54,36.81,
PF0144,7.19,11.88,3.93,0.22,0.3,19.03,53.98,17.48,0.28
PF0144,11.88,16.56,3.7,0.33,0.48,25.01,53.97,11.0,0.85
PF0144,16.56,21.25,3.17,0.2,0.29,24.11,39.92,15.25,0.59
PF0144,21.25,26.5,12.4,11.42,18.94,18.66,37.08,3.79,3.96
PF0144,26.5,31.75,6.94,3.36,4.53,20.24,22.87,5.03,
PF0144,31.75,37.0,9.11,5.77,8.29,12.97,25.43,2.78,1.08
PF0144,37.0,42.25,7.83,5.33,7.63,19.34,27.5,7.7,1.15
PF0144,42.25,46.85,6.46,6.09,14.81,26.13,25.66,4.95,11.69
PF0144,46.85,51.45,6.93,6.68,12.9,20.61,18.43,4.63,8.61
PF0144,51.45,56.05,7.61,6.52,9.38,12.95,19.38,2.57,
PF0144,56.05,60.65,6.3,5.7,13.5,25.74,14.58,2.52,
PF0144,60.65,65.25,8.52,7.84,14.64,15.29,13.3,2.1,
PF0144,65.25,70.77,4.72,4.58,18.82,24.17,7.4,1.75,10.81
PF0144,70.77,76.29,6.21,5.97,20.79,11.95,10.85,0.96,10.48
PF0144,76.29,81.8,5.49,5.02,19.83,17.99,10.42,3.07,5.59
PF0144,81.8,87.32,4.28,4.19,17.05,16.01,9.99,0.99,
PF0145,0.0,3.25,1.71,0.13,0.18,25.91,30.29,36.45,0.47
PF0145,3.25,8.42,6.35,0.26,0.36,12.23,43.05,26.11,0.14
PF0145,8.42,13.58,4.23,0.46,0.62,13.47,34.84,14.95,0.45
PF0145,13.58,18.75,3.87,0.39,0.56,12.08,39.42,21.17,0.45
PF0145,18.75,24.2,8.82,5.87,8.12,11.6,31.08,5.07,1.65
PF0145,24.2,29.65,16.02,5.58,7.45,11.24,29.95,5.65,
PF0145,29.65,35.1,11.97,5.71,8.34,20.11,23.83,7.21,1.59
PF0145,35.1,40.55,10.92,7.96,10.81,18.78,32.7,3.66,1.23
PF0145,40.55,46.0,17.49,7.71,10.69,14.98,22.33,2.67,
PF0145,46.0,51.45,5.98,5.58,17.28,34.83,20.27,3.24,8.4
PF0145,51.45,56.9,3.06,2.93,8.93,38.14,22.2,3.36,
PF0145,56.9,62.35,7.07,6.71,16.28,27.4,18.39,2.65,6.3
PF0145,62.35,67.8,7.06,6.63,18.7,21.75,14.22,2.86,7.83
PF0145,67.8,73.25,8.81,8.09,21.01,15.75,20.28,2.35,
PF0145,73.25,78.51,2.99,2.89,14.25,28.58,20.98,4.36,15.47
PF0145,78.51,83.77,3.1,3.08,11.56,27.06,13.91,1.45,
PF0145,83.77,89.03,4.46,4.03,18.48,19.57,12.94,2.27,7.54
PF0145,89.03,94.29,3.83,3.73,17.65,19.54,11.57,2.26,25.82
PF0145,94.29,99.54,3.62,3.62,17.37,21.33,11.88,1.59,26.21
PF0145,99.54,104.8,4.37,3.97,16.42,23.29,10.77,1.2,11.23
PF0145,104.8,110.06,4.15,3.95,16.06,15.07,11.83,4.38,3.58
PF0146,0.0,3.5,2.61,0.25,0.34,24.37,22.22,21.67,
PF0146,3.5,8.62,6.63,0.47,0.63,7.07,30.76,29.42,0.33
PF0146,8.62,13.75,7.61,0.41,0.57,17.69,32.41,33.83,
PF0146,13.75,18.88,4.39,0.41,0.6,22.09,22.35,18.07,1.14
PF0146,18.88,24.0,6.29,0.37,0.51,18.39,25.16,25.73,0.33
PF0146,24.0,29.31,8.47,3.35,4.6,11.44,35.53,2.81,0.67
PF0146,29.31,34.62,15.94,7.84,10.67,5.73,29.8,7.08,1.42
PF0146,34.62,39.94,12.7,9.06,12.89,9.82,34.68,4.43,3.53
PF0146,39.94,45.25,16.46,9.23,13.1,7.43,26.7,3.76,3.47
PF0146,45.25,50.5,5.94,5.62,10.84,26.77,17.0,4.15,10.29
PF0146,50.5,55.75,12.4,11.3,15.45,11.65,14.25,4.74,
PF0146,55.75,61.0,8.08,7.73,20.04,14.23,23.89,1.92,11.83
PF0146,61.0,66.25,7.06,6.89,10.55,13.43,18.36,2.84,5.76
PF0146,66.25,71.5,11.78,10.97,18.82,17.64,14.17,1.89,9.07
PF0146,71.5,76.44,4.82,4.63,18.95,15.53,12.42,2.07,8.92
PF0146,76.44,81.38,3.72,3.62,17.51,19.27,10.18,1.08,5.84
PF0146,81.38,86.32,3.55,3.48,16.38,19.36,10.22,1.01,6.32
PF0146,86.32,91.26,3.58,3.35,13.21,12.87,10.32,0.96,8.73
PF0147,0.0,2.25,2.52,0.28,0.38,25.09,31.53,21.8,
PF0147,2.25,6.88,2.96,0.25,0.35,26.96,42.6,21.68,0.44
PF0147,6.88,11.5,3.36,0.22,0.29,16.37,32.36,42.44,0.18
PF0147,11.5,16.12,3.97,0.21,0.27,11.11,28.54,16.92,0.23
PF0147,16.12,20.75,4.11,0.17,0.25,14.64,28.87,9.73,0.24
PF0147,20.75,25.7,11.08,9.07,12.77,17.9,36.55,4.41,3.83
PF0147,25.7,30.65,17.84,9.8,12.99,13.96,26.6,4.2,4.88
PF0147,30.65,35.6,6.41,6.4,10.95,14.43,54.21,1.83,
PF0147,35.6,40.55,15.8,7.79,10.93,10.65,29.48,2.64,0.88
PF0147,40.55,45.5,14.99,6.36,9.01,14.64,25.5,3.75,1.33
PF0147,45.5,50.25,14.4,13.17,22.25,15.82,14.11,4.71,17.45
PF0147,50.25,55.0,7.18,6.49,9.57,14.08,23.3,4.03,6.23
PF0147,55.0,59.75,8.39,8.13,12.66,25.23,15.81,2.33,7.35
PF0147,59.75,64.5,13.69,13.12,27.44,22.37,15.03,2.88,8.01
PF0147,64.5,69.25,7.36,7.04,19.1,26.53,17.89,1.57,13.93
PF0147,69.25,73.95,2.93,2.92,12.84,27.0,11.07,1.92,5.8
PF0147,73.95,78.65,4.11,4.04,18.02,21.16,11.13,0.98,10.4
PF0147,78.65,83.35,1.77,1.69,9.82,26.81,14.44,1.2,4.83
PF0147,83.35,88.06,3.5,3.22,16.2,18.87,10.38,0.64,10.83
PF0147,88.06,92.76,7.78,7.03,22.86,10.6,7.84,1.45,5.71
PF0148,0.0,1.5,0.98,0.13,0.17,30.54,36.95,7.05,0.33
PF0148,1.5,6.62,1.94,0.15,0.21,27.02,49.53,16.13,0.18
PF0148,6.62,11.75,2.44,0.2,0.28,28.57,40.9,13.61,
PF0148,11.75,16.88,5.33,0.39,0.52,16.99,29.88,11.88,0.21
PF0148,16.88,22.0,4.56,0.25,0.36,12.71,49.51,27.73,0.13
PF0148,22.0,27.1,14.28,6.93,9.3,9.66,20.36,3.17,1.09
PF0148,27.1,32.2,9.56,5.26,7.11,11.77,30.85,3.86,2.22
PF0148,32.2,37.3,16.1,6.7,9.75,10.03,36.25,2.76,2.38
PF0148,37.3,42.4,12.61,7.18,10.44,15.35,27.94,2.4,2.0
PF0148,42.4,47.5,9.79,5.69,7.63,17.6,32.04,3.04,2.53
PF0148,47.5,52.45,15.38,8.68,11.64,20.24,21.61,1.59,4.11
PF0148,52.45,57.4,14.78,14.39,28.88,13.98,22.38,2.45,11.72
PF0148,57.4,62.35,12.64,10.9,15.63,19.6,22.43,5.21,2.51
PF0148,62.35,67.3,7.54,7.02,14.95,15.71,23.5,3.41,10.19
PF0148,67.3,72.25,8.93,8.57,17.18,18.58,14.24,2.46,6.69
PF0148,72.25,77.12,3.16,2.89,16.76,24.17,11.71,1.13,14.65
PF0148,77.12,82.0,2.18,1.97,9.33,22.11,10.78,2.45,6.48
PF0148,82.0,86.87,4.83,4.56,15.01,20.5,7.73,1.67,4.48
PF0148,86.87,91.74,4.76,4.6,18.01,22.03,12.36,1.97,9.94
PF0148,91.74,96.61,10.76,10.5,22.88,12.69,7.01,1.98,11.87
PF0148,96.61,101.49,4.44,4.17,18.45,16.27,12.28,2.02,
PF0148,101.49,106.36,5.61,5.29,19.99,14.32,10.92,1.34,12.16
PF0149,0.0,0.5,1.24,0.22,0.31,31.95,30.6,10.19,1.07
PF0149,0.5,5.05,2.44,0.18,0.25,13.33,41.77,12.67,
PF0149,5.05,9.6,2.63,0.27,0.38,18.51,39.4,17.64,0.46
PF0149,9.6,14.15,2.52,0.3,0.4,17.84,58.05,15.58,0.61
PF0149,14.15,18.7,4.88,0.37,0.51,21.7,42.57,11.6,0.62
PF0149,18.7,23.25,5.14,0.42,0.59,17.77,37.87,23.11,
PF0149,23.25,28.65,5.94,4.88,6.94,15.18,28.99,5.69,
PF0149,28.65,34.05,7.65,3.49,4.65,15.58,27.34,4.39,0.99
PF0149,34.05,39.45,8.38,6.81,9.84,10.33,28.48,8.43,2.31
PF0149,39.45,44.85,7.61,4.86,6.69,13.41,37.17,2.68,
PF0149,44.85,50.25,14.75,6.88,10.07,10.97,29.37,4.38,1.49
PF0149,50.25,54.95,14.16,14.0,21.78,6.74,19.34,2.15,
PF0149,54.95,59.65,11.18,8.93,12.21,16.21,21.42,1.35,6.74
PF0149,59.65,64.35,20.77,20.74,31.85,12.98,16.48,1.93,4.02
PF0149,64.35,69.05,13.59,12.01,16.45,15.03,19.06,1.9,
PF0149,69.05,73.75,7.63,7.21,16.32,14.99,19.09,2.21,9.21
PF0149,73.75,78.16,3.02,3.01,16.59,32.24,18.36,1.21,21.12
PF0149,78.16,82.58,5.75,5.27,20.18,23.35,9.5,1.58,11.29
PF0149,82.58,86.99,7.99,7.67,23.14,21.04,8.5,3.0,8.43
PF0149,86.99,91.41,8.95,8.41,24.4,15.34,8.62,2.04,5.29
PF0150,0.0,1.25,2.69,0.36,0.48,28.78,19.91,12.54,1.16
PF0150,1.25,5.95,8.61,0.55,0.74,10.9,38.92,29.19,0.44
PF0150,5.95,10.65,4.35,0.57,0.76,14.93,29.74,19.4,0.77
PF0150,10.65,15.35,5.09,0.37,0.52,18.32,32.87,28.72,0.29
PF0150,15.35,20.05,2.35,0.31,0.45,17.04,26.47,8.2,0.88
PF0150,20.05,24.75,2.68,0.25,0.35,18.09,43.73,10.71,0.51
PF0150,24.75,30.05,13.98,7.04,9.29,14.25,31.87,2.18,
PF0150,30.05,35.35,10.69,5.53,7.49,15.2,18.46,2.44,2.34
PF0150,35.35,40.65,17.68,8.97,11.86,11.72,25.38,7.05,1.45
PF0150,40.65,45.95,14.42,8.94,12.1,9.74,18.4,3.95,1.29
PF0150,45.95,51.25,10.1,6.25,8.56,8.17,28.79,1.84,3.03
PF0150,51.25,56.62,7.87,7.38,14.88,18.36,18.57,2.05,8.55
PF0150,56.62,62.0,9.81,9.44,12.85,19.18,12.92,2.17,3.5
PF0150,62.0,67.38,6.64,5.39,7.71,18.08,26.51,8.48,4.76
PF0150,67.38,72.75,7.37,7.2,11.61,17.7,19.47,2.43,5.44
PF0150,72.75,77.68,7.29,7.21,22.21,18.02,10.84,1.98,14.44
PF0150,77.68,82.62,3.9,3.62,17.74,27.46,11.91,0.9,16.85
PF0150,82.62,87.55,6.6,6.41,21.3,22.19,13.69,1.58,7.88
PF0150,87.55,92.48,7.79,7.27,22.86,26.5,11.17,1.35,7.44
PF0150,92.48,97.42,3.74,3.55,17.53,15.59,14.72,1.88,8.47
PF0150,97.42,102.35,3.04,2.97,16.61,22.47,14.3,1.39,11.42
PF0150,102.35,107.28,6.28,5.87,20.88,16.99,12.67,1.25,7.39
PF0150,107.28,112.22,4.11,3.96,16.76,14.34,16.48,0.84,15.47
PF0151,0.0,3.5,1.33,0.2,0.28,38.7,31.24,19.25,1.36
PF0151,3.5,9.06,5.94,0.63,0.88,14.86,27.77,22.67,0.62
PF0151,9.06,14.62,3.28,0.39,0.53,13.39,32.47,25.02,
PF0151,14.62,20.19,3.51,0.28,0.38,22.91,25.11,26.6,0.58
PF0151,20.19,25.75,4.76,0.24,0.35,10.8,31.46,16.34,
PF0151,25.75,30.42,10.22,5.89,7.81,15.19,30.06,3.17,2.35
PF0151,30.42,35.08,18.84,10.78,14.9,13.14,23.3,2.93,3.4
PF0151,35.08,39.75,13.46,12.2,20.81,10.51,22.04,4.77,3.74
PF0151,39.75,44.42,12.76,12.63,18.71,9.53,29.03,4.35,2.27
PF0151,44.42,49.08,16.57,10.67,14.58,9.03,26.49,3.39,1.62
PF0151,49.08,53.75,24.76,10.26,14.51,6.3,27.08,2.73,2.17
PF0151,53.75,58.75,8.83,8.61,12.23,18.43,25.77,2.52,
PF0151,58.75,63.75,14.33,12.75,18.4,13.17,14.62,1.74,11.31
PF0151,63.75,68.75,8.17,7.42,14.68,18.04,22.07,2.81,8.92
PF0151,68.75,73.75,5.29,5.1,9.33,24.38,20.49,2.31,4.86
PF0151,73.75,78.31,8.92,8.67,24.35,9.78,7.75,1.27,7.94
PF0151,78.31,82.86,3.42,3.3,17.1,22.65,11.48,2.09,5.23
PF0151,82.86,87.42,3.38,3.17,15.95,25.8,11.4,2.43,7.62
PF0151,87.42,91.97,4.62,4.4,15.45,18.89,16.45,1.08,6.63
PF0151,91.97,96.53,6.14,5.79,15.27,13.68,8.74,1.34,5.17
PF0152,0.0,4.0,1.85,0.39,0.55,35.19,36.95,13.26,
PF0152,4.0,9.0,5.54,0.47,0.67,13.04,33.44,21.67,1.2
PF0152,9.0,14.0,5.53,0.45,0.6,11.25,34.55,21.97,
PF0152,14.0,19.0,4.9,0.23,0.31,9.76,45.24,31.77,0.65
PF0152,19.0,24.0,6.53,0.26,0.37,11.04,26.41,13.76,0.25
PF0152,24.0,29.12,19.66,13.35,19.15,11.78,29.45,2.0,2.37
PF0152,29.12,34.25,18.88,12.06,17.04,18.7,35.79,2.38,1.41
PF0152,34.25,39.38,23.15,14.8,20.91,11.26,22.95,8.42,
PF0152,39.38,44.5,11.38,7.54,10.73,11.15,28.87,5.19,1.87
PF0152,44.5,49.62,13.83,10.6,14.64,6.92,22.35,3.92,
PF0152,49.62,54.75,9.43,5.75,8.34,9.44,26.47,4.72,1.77
PF0152,54.75,59.5,5.4,5.31,7.21,20.74,23.52,3.9,2.72
PF0152,59.5,64.25,8.73,8.01,12.2,24.59,22.53,2.63,5.06
PF0152,64.25,69.0,13.9,12.6,24.78,13.06,18.18,3.4,11.41
PF0152,69.0,73.75,11.17,10.41,20.56,17.61,23.03,4.39,7.46
PF0152,73.75,78.84,3.27,3.04,16.91,26.84,9.65,1.1,11.73
PF0152,78.84,83.94,4.58,4.48,18.64,14.72,12.28,2.11,20.2
PF0152,83.94,89.03,2.68,2.6,12.19,27.44,11.11,2.23,11.66
PF0152,89.03,94.12,2.85,2.6,16.2,15.01,17.43,2.94,9.44
PF0152,94.12,99.22,4.34,3.97,18.32,14.19,9.18,0.69,8.96
PF0153,0.0,2.75,2.91,0.4,0.58,22.09,24.47,10.81,0.43
PF0153,2.75,7.25,3.96,0.9,1.31,16.53,25.37,7.86,
PF0153,7.25,11.75,3.38,0.56,0.81,15.65,27.58,9.94,1.43
PF0153,11.75,16.25,3.37,0.41,0.57,11.65,41.69,9.92,
PF0153,16.25,20.75,5.39,0.26,0.36,10.09,41.91,27.44,0.76
PF0153,20.75,25.96,10.34,5.8,8.05,8.9,30.31,4.57,1.24
PF0153,25.96,31.17,16.36,7.97,10.63,11.55,23.76,3.58,1.11
PF0153,31.17,36.38,15.47,7.46,10.9,11.8,29.92,2.22,1.2
PF0153,36.38,41.58,11.98,5.64,7.85,12.88,26.18,4.75,0.64
PF0153,41.58,46.79,8.15,7.12,9.46,11.59,29.67,5.47,2.05
PF0153,46.79,52.0,11.81,11.5,15.51,13.23,17.2,3.58,4.24
PF0153,52.0,56.69,16.64,12.75,18.54,7.56,15.2,3.4,12.53
PF0153,56.69,61.38,6.24,5.4,7.72,16.46,18.37,2.1,
PF0153,61.38,66.06,11.01,9.92,17.34,10.62,15.85,3.08,15.03
PF0153,66.06,70.75,11.84,11.59,25.0,15.81,24.75,2.17,7.1
PF0153,70.75,76.5,3.32,3.2,15.26,25.65,11.32,0.82,
PF0153,76.5,82.25,3.79,3.48,17.6,21.27,10.86,0.8,9.35
PF0153,82.25,88.0,5.14,4.63,19.37,12.3,13.39,1.71,
PF0154,0.0,2.0,2.15,0.24,0.32,26.53,34.86,15.1,0.82
PF0154,2.0,6.44,5.73,0.42,0.58,16.92,41.58,13.25,0.6
PF0154,6.44,10.88,6.59,0.38,0.53,11.87,33.66,8.33,0.37
PF0154,10.88,15.31,3.59,0.34,0.46,20.88,49.51,12.39,0.5
PF0154,15.31,19.75,3.79,0.25,0.33,21.32,28.32,10.53,0.34
PF0154,19.75,24.7,16.2,8.31,11.44,8.24,20.55,3.71,
PF0154,24.7,29.65,22.93,10.77,14.71,6.78,34.16,4.56,1.67
PF0154,29.65,34.6,14.31,13.08,17.39,9.3,25.72,5.51,1.32
PF0154,34.6,39.55,9.0,8.66,12.34,12.09,24.07,2.29,1.12
PF0154,39.55,44.5,7.08,4.28,6.12,8.75,35.79,2.71,
PF0154,44.5,49.31,7.58,7.39,12.58,12.26,22.76,4.89,8.58
PF0154,49.31,54.12,10.18,9.18,14.58,11.73,17.49,3.85,11.42
PF0154,54.12,58.94,9.34,6.6,8.98,17.74,26.8,2.42,
PF0154,58.94,63.75,10.59,9.57,13.55,14.06,22.68,2.74,6.8
PF0154,63.75,68.77,3.32,3.21,16.75,17.54,14.09,0.89,7.8
PF0154,68.77,73.79,3.37,3.21,11.84,17.73,12.83,1.21,7.99
PF0154,73.79,78.81,4.66,4.45,18.33,12.5,9.24,1.22,9.31
PF0154,78.81,83.83,3.56,3.26,17.29,19.41,11.56,1.12,15.07
PF0154,83.83,88.85,4.89,4.68,19.04,23.34,11.8,1.49,9.51
PF0154,88.85,93.87,5.87,5.74,20.34,14.6,13.25,2.34,13.32
PF0155,0.0,2.25,2.3,0.2,0.27,24.49,30.65,12.41,0.76
PF0155,2.25,8.0,4.83,0.51,0.71,10.07,36.45,28.21,0.84
PF0155,8.0,13.75,5.46,0.42,0.58,9.73,30.77,15.31,0.78
PF0155,13.75,19.5,4.65,0.38,0.55,11.54,36.24,14.77,
PF0155,19.5,24.44,12.18,7.19,9.5,13.16,28.95,3.08,2.0
PF0155,24.44,29.38,18.32,10.28,14.05,9.9,24.58,3.22,2.06
PF0155,29.38,34.31,15.69,15.58,20.69,11.45,27.2,6.48,1.67
PF0155,34.31,39.25,8.12,6.17,8.26,8.09,29.9,5.07,2.28
PF0155,39.25,44.56,9.32,9.11,14.93,14.76,17.19,2.81,5.66
PF0155,44.56,49.88,4.51,4.37,12.29,20.75,19.21,1.92,9.51
PF0155,49.88,55.19,7.51,7.23,11.86,20.85,22.71,5.97,11.21
PF0155,55.19,60.5,5.62,5.51,16.8,32.0,24.63,3.74,
PF0155,60.5,65.91,6.42,5.83,21.07,16.87,7.38,1.62,9.98
PF0155,65.91,71.33,2.13,2.01,11.78,19.52,14.85,1.23,12.62
PF0155,71.33,76.74,3.62,3.5,11.73,19.51,9.66,1.13,
PF0155,76.74,82.16,3.99,3.79,17.86,23.45,6.88,1.31,
PF0155,82.16,87.57,3.6,3.47,17.35,33.39,17.94,1.2,16.11
PF0156,0.0,4.0,1.21,0.14,0.2,38.17,40.8,5.99,0.38
PF0156,4.0,9.33,3.51,0.38,0.55,11.44,41.84,17.33,1.03
PF0156,9.33,14.67,3.94,0.25,0.36,13.16,36.91,17.26,0.38
PF0156,14.67,20.0,7.43,0.64,0.86,13.02,27.86,20.31,
PF0156,20.0,24.56,15.89,7.12,10.4,9.3,21.53,3.26,
PF0156,24.56,29.12,27.5,13.41,17.68,6.54,18.12,4.91,1.31
PF0156,29.12,33.69,15.13,9.21,13.36,10.6,27.36,3.85,0.91
PF0156,33.69,38.25,17.65,6.15,8.9,11.34,27.62,5.91,1.17
PF0156,38.25,43.4,8.18,7.72,10.98,21.32,22.26,3.91,4.1
