HOLE_ID,FROM,TO,HORIZON
NL0416,6.6,16.0,SAP
NL0416,16.0,18.0,BRK
NL0417,0.0,2.2,FERR
NL0417,2.2,5.7,LIM
NL0417,5.7,15.2,SAP
NL0417,15.2,19.0,BRK
NL0418,0.0,1.5,FERR
NL0418,1.5,5.4,LIM
NL0418,5.4,14.9,SAP
NL0418,14.9,18.0,BRK
NL0419,0.0,2.8,FERR
NL0419,2.8,10.3,LIM
NL0419,10.3,27.0,SAP
NL0419,27.0,32.0,BRK
NL0420,0.0,2.5,FERR
NL0420,2.5,10.6,LIM
NL0420,10.6,31.5,SAP
NL0420,31.5,34.0,BRK
NL0421,0.0,2.4,FERR
NL0421,2.4,8.8,LIM
NL0421,8.8,16.3,SAP
NL0421,16.3,20.0,BRK
NL0422,0.0,3.2,FERR
NL0422,3.2,10.1,LIM
NL0422,10.1,21.5,SAP
NL0422,21.5,24.0,BRK
NL0423,0.0,2.4,FERR
NL0423,2.4,9.3,LIM
NL0423,9.3,14.4,SAP
NL0423,14.4,19.0,BRK
NL0424,0.0,0.4,FERR
NL0424,0.4,5.4,LIM
NL0424,5.4,11.6,SAP
NL0424,11.6,14.0,BRK
NL0425,0.0,2.6,FERR
NL0425,2.6,8.7,LIM
NL0425,8.7,20.5,SAP
NL0425,20.5,25.0,BRK
NL0426,0.0,2.4,FERR
NL0426,2.4,5.9,LIM
NL0426,5.9,15.9,SAP
NL0426,15.9,19.0,BRK
NL0427,0.0,3.1,FERR
NL0427,3.1,10.0,LIM
NL0427,10.0,15.9,SAP
NL0427,15.9,21.0,BRK
NL0428,0.0,2.4,FERR
NL0428,2.4,8.5,LIM
NL0428,8.5,13.0,SAP
NL0428,13.0,18.0,BRK
NL0429,0.0,3.5,FERR
NL0429,3.5,12.0,LIM
NL0429,12.0,22.9,SAP
NL0429,22.9,27.0,BRK
NL0430,0.0,3.9,FERR
NL0430,3.9,13.0,LIM
NL0430,13.0,20.7,SAP
NL0430,20.7,25.0,BRK
NL0431,0.0,3.2,FERR
NL0431,3.2,11.4,LIM
NL0431,11.4,15.6,SAP
NL0431,15.6,19.0,BRK
NL0432,0.0,3.7,FERR
NL0432,3.7,10.6,LIM
NL0432,10.6,23.8,SAP
NL0432,23.8,27.0,BRK
NL0433,0.0,2.7,FERR
NL0433,2.7,9.5,LIM
NL0433,9.5,18.0,SAP
NL0433,18.0,22.0,BRK
NL0434,0.0,2.9,FERR
NL0434,2.9,11.6,LIM
NL0434,11.6,22.5,SAP
NL0434,22.5,25.0,BRK
NL0435,0.0,2.0,FERR
NL0435,2.0,8.0,LIM
NL0435,8.0,15.3,SAP
NL0435,15.3,18.0,BRK
NL0436,0.0,1.7,FERR
NL0436,1.7,8.6,LIM
NL0436,8.6,11.4,SAP
NL0436,11.4,16.0,BRK
NL0437,0.0,2.5,FERR
NL0437,2.5,9.7,LIM
NL0437,9.7,15.2,SAP
NL0437,15.2,19.0,BRK
NL0438,0.0,1.7,FERR
NL0438,1.7,6.9,LIM
NL0438,6.9,15.0,SAP
NL0438,15.0,18.0,BRK
NL0439,0.0,2.5,FERR
NL0439,2.5,9.3,LIM
NL0439,9.3,21.8,SAP
NL0439,21.8,24.0,BRK
NL0440,0.0,1.8,FERR
NL0440,1.8,7.3,LIM
NL0440,7.3,21.1,SAP
NL0440,21.1,26.0,BRK
NL0441,0.0,2.8,FERR
NL0441,2.8,6.6,LIM
NL0441,6.6,13.7,SAP
NL0441,13.7,17.0,BRK
NL0442,0.0,2.2,FERR
NL0442,2.2,11.1,LIM
NL0442,11.1,15.4,SAP
NL0442,15.4,20.0,BRK
NL0443,0.0,3.3,FERR
NL0443,3.3,11.1,LIM
NL0443,11.1,14.8,SAP
NL0443,14.8,19.0,BRK
NL0444,0.0,1.5,FERR
NL0444,1.5,9.1,LIM
NL0444,9.1,34.0,SAP
NL0444,34.0,39.0,BRK
NL0445,0.0,3.3,FERR
NL0445,3.3,10.8,LIM
NL0445,10.8,25.2,SAP
NL0445,25.2,29.0,BRK
NL0446,0.0,2.0,FERR
NL0446,2.0,9.5,LIM
NL0446,9.5,14.2,SAP
NL0446,14.2,17.0,BRK
NL0447,0.0,3.2,FERR
NL0447,3.2,8.8,LIM
NL0447,8.8,25.3,SAP
NL0447,25.3,29.0,BRK
NL0448,0.0,1.1,FERR
NL0448,1.1,6.9,LIM
NL0448,6.9,23.5,SAP
NL0448,23.5,28.0,BRK
