HOLE_ID,FROM,TO,NI_PCT,CO_PCT,FE_PCT,MGO_PCT,SIO2_PCT,AL2O3_PCT
NL0201,4.89,5.86,1.226,0.166,36.56,4.11,18.92,3.47
NL0201,5.86,6.83,2.086,0.193,31.79,3.92,16.23,2.1
NL0201,6.83,7.8,2.931,0.35,28.72,2.51,14.72,3.88
NL0201,7.8,8.74,4.01,0.178,10.5,21.59,45.35,0.73
NL0201,8.74,9.69,2.638,0.093,15.28,21.96,39.8,0.55
NL0201,9.69,10.63,3.008,0.196,18.73,12.05,38.59,0.69
NL0201,10.63,11.57,3.258,0.138,15.89,11.27,35.67,0.35
NL0201,11.57,12.51,5.991,0.158,12.36,17.5,29.5,1.67
NL0201,12.51,13.46,2.708,0.027,13.44,13.86,23.99,3.79
NL0201,13.46,14.4,3.194,0.02,12.93,17.91,28.93,4.29
NL0201,14.4,15.32,0.206,0.011,6.88,25.51,35.38,1.85
NL0201,15.32,16.24,0.226,0.01,7.49,11.14,32.57,1.29
NL0201,16.24,17.16,0.438,0.021,5.96,20.39,38.9,1.67
NL0201,17.16,18.08,0.255,0.008,5.09,42.95,36.03,1.4
NL0201,18.08,19.0,0.371,0.02,5.17,36.8,37.71,1.01
NL0202,0.0,0.96,2.342,0.188,36.09,2.63,9.0,4.67
NL0202,0.96,1.92,1.616,0.155,38.62,2.4,12.07,4.44
NL0202,1.92,2.89,1.896,0.09,43.51,1.78,10.81,2.58
NL0202,2.89,3.85,1.229,0.094,42.06,1.88,12.66,1.43
NL0202,3.85,4.81,0.658,0.112,50.11,3.58,10.01,1.79
NL0202,4.81,5.78,0.684,0.034,50.35,1.72,10.5,2.11
NL0202,5.78,6.74,0.931,0.097,49.7,1.71,9.9,4.03
NL0202,6.74,7.7,0.804,0.23,49.94,2.78,8.84,3.66
NL0202,7.7,8.7,1.564,0.045,17.01,20.22,40.57,0.83
NL0202,8.7,9.7,2.223,0.037,15.12,23.32,33.08,0.78
NL0202,9.7,10.7,2.74,0.037,17.46,16.86,25.24,1.22
NL0202,10.7,11.7,1.973,0.037,17.43,17.96,32.86,1.01
NL0202,11.7,12.7,3.423,0.073,13.87,16.23,43.43,1.13
NL0202,12.7,13.7,1.119,0.022,12.95,13.28,34.12,1.34
NL0202,13.7,14.7,1.09,0.035,13.24,23.36,41.86,2.41
NL0202,14.7,15.7,1.576,0.01,13.29,21.44,36.85,1.69
NL0202,15.7,16.7,1.791,0.022,12.66,15.12,33.3,1.27
NL0202,16.7,17.7,3.181,0.066,11.63,9.68,43.63,4.67
NL0202,17.7,18.7,1.215,0.021,10.46,16.39,50.58,4.5
NL0202,18.7,19.7,1.351,0.032,11.98,17.49,46.81,4.8
NL0202,19.7,20.7,4.302,0.051,11.18,11.54,53.15,1.78
NL0202,20.7,21.78,0.346,0.019,4.5,35.0,38.84,0.58
NL0202,21.78,22.85,0.501,0.032,7.46,18.07,28.61,0.31
NL0202,22.85,23.92,0.582,0.036,7.11,30.47,45.33,1.23
NL0202,23.92,25.0,0.667,0.022,7.41,31.2,30.31,0.9
NL0203,0.0,0.85,0.332,0.016,35.8,0.23,4.34,31.8
NL0203,0.85,1.7,0.532,0.012,33.87,0.44,5.07,17.25
NL0203,1.7,2.72,0.84,0.031,34.81,1.56,10.58,9.58
NL0203,2.72,3.75,1.232,0.074,30.51,1.66,13.1,4.41
NL0203,3.75,4.78,0.753,0.052,47.99,1.02,11.04,2.56
NL0203,4.78,5.8,0.784,0.052,35.52,1.3,12.61,2.37
NL0203,5.8,6.82,1.083,0.153,40.57,1.37,8.47,1.54
NL0203,6.82,7.85,1.114,0.074,42.16,1.4,7.82,2.27
NL0203,7.85,8.88,0.807,0.052,39.33,2.48,7.49,4.36
NL0203,8.88,9.9,1.416,0.058,30.0,2.99,9.34,5.28
NL0203,9.9,10.94,1.846,0.032,14.79,18.37,38.13,3.36
NL0203,10.94,11.99,1.939,0.038,20.18,7.15,32.3,1.21
NL0203,11.99,13.03,1.891,0.026,16.65,16.89,31.95,1.2
NL0203,13.03,14.07,1.852,0.01,19.44,6.6,25.28,1.26
NL0203,14.07,15.11,0.837,0.012,21.18,7.63,22.11,0.79
NL0203,15.11,16.16,0.768,0.019,17.89,12.84,32.18,0.87
NL0203,16.16,17.2,1.263,0.023,17.28,16.43,25.56,2.08
NL0203,17.2,18.15,0.171,0.029,6.34,16.03,41.59,0.96
NL0203,18.15,19.1,0.306,0.011,6.24,25.25,33.34,0.91
NL0203,19.1,20.05,0.252,0.004,5.59,32.93,43.7,0.87
NL0203,20.05,21.0,0.219,0.008,5.21,44.98,34.43,0.84
NL0204,0.0,0.8,0.35,0.031,39.98,0.38,3.39,11.81
NL0204,0.8,1.6,0.193,0.008,45.72,0.49,4.19,17.7
NL0204,1.6,2.55,0.745,0.049,46.12,2.03,7.85,9.42
NL0204,2.55,3.5,1.202,0.102,44.43,2.06,7.43,13.33
NL0204,3.5,4.45,0.926,0.118,46.94,0.9,7.12,7.48
NL0204,4.45,5.4,1.51,0.18,46.05,1.15,7.91,4.86
NL0204,5.4,6.35,0.805,0.119,44.18,2.09,11.04,8.68
NL0204,6.35,7.3,0.553,0.034,34.39,2.43,17.06,8.46
NL0204,7.3,8.25,0.381,0.039,42.69,2.99,15.17,5.11
NL0204,8.25,9.2,0.464,0.032,41.36,2.43,10.78,9.74
NL0204,9.2,10.22,2.054,0.095,14.5,17.37,42.38,1.03
NL0204,10.22,11.24,1.449,0.048,14.88,15.87,33.94,1.17
NL0204,11.24,12.25,1.293,0.04,15.33,8.18,43.22,1.95
NL0204,12.25,13.27,1.532,0.021,17.25,9.95,28.76,1.25
NL0204,13.27,14.29,0.844,0.007,16.45,7.71,34.8,1.43
NL0204,14.29,15.31,1.767,0.04,12.3,17.5,38.43,1.8
NL0204,15.31,16.33,1.441,0.025,13.96,13.34,45.33,2.26
NL0204,16.33,17.35,2.45,0.093,14.16,8.16,39.3,1.66
NL0204,17.35,18.36,0.921,0.102,15.14,10.66,29.62,2.63
NL0204,18.36,19.38,2.068,0.037,14.95,14.22,26.91,0.86
NL0204,19.38,20.4,1.634,0.02,17.03,11.07,30.99,1.07
NL0204,20.4,21.3,0.156,0.01,5.47,46.91,32.67,0.4
NL0204,21.3,22.2,0.344,0.016,7.76,26.4,31.99,0.52
NL0204,22.2,23.1,0.308,0.011,6.45,30.71,38.86,1.06
NL0204,23.1,24.0,0.366,0.007,6.88,24.43,42.19,1.45
NL0205,0.0,0.9,0.337,0.024,40.45,0.42,3.81,3.89
NL0205,0.9,1.8,0.499,0.044,34.75,0.85,5.26,4.42
NL0205,1.8,2.77,2.159,0.098,37.41,2.08,9.55,2.8
NL0205,2.77,3.74,1.073,0.092,49.44,1.39,10.62,3.39
NL0205,3.74,4.71,0.479,0.036,47.13,1.5,9.93,8.53
NL0205,4.71,5.68,0.614,0.098,47.15,0.68,8.35,10.64
NL0205,5.68,6.65,0.634,0.076,48.48,0.52,7.71,9.56
NL0205,6.65,7.62,0.839,0.142,44.52,1.03,9.28,9.54
NL0205,7.62,8.59,0.749,0.082,50.82,2.15,7.63,4.5
NL0205,8.59,9.56,0.861,0.126,44.3,2.72,10.53,8.22
NL0205,9.56,10.53,0.707,0.096,46.23,1.2,9.38,10.29
NL0205,10.53,11.5,1.816,0.205,39.47,1.22,10.58,4.0
NL0205,11.5,12.45,1.39,0.064,15.51,8.38,48.05,2.8
NL0205,12.45,13.4,2.801,0.068,16.87,5.8,31.24,3.19
NL0205,13.4,14.35,5.031,0.069,13.3,9.83,33.82,2.17
NL0205,14.35,15.3,2.387,0.017,12.96,14.73,37.89,1.44
NL0205,15.3,16.25,4.558,0.1,9.61,24.51,33.69,0.75
NL0205,16.25,17.2,2.802,0.047,10.36,29.8,36.21,1.55
NL0205,17.2,18.15,3.312,0.093,8.99,20.71,48.78,1.32
NL0205,18.15,19.1,2.005,0.076,12.08,22.76,33.01,2.62
NL0205,19.1,20.05,0.213,0.014,3.32,54.72,27.85,0.38
NL0205,20.05,21.0,0.181,0.013,2.25,59.64,24.61,0.29
NL0206,0.0,0.9,0.357,0.04,39.88,0.42,4.09,7.81
NL0206,0.9,1.8,0.36,0.03,36.83,0.48,3.3,7.5
NL0206,1.8,2.83,2.392,0.099,25.42,1.62,10.52,2.4
NL0206,2.83,3.86,1.874,0.08,34.25,2.22,13.84,6.91
NL0206,3.86,4.89,2.047,0.065,32.03,2.08,12.89,9.52
NL0206,4.89,5.92,1.042,0.044,44.12,1.23,10.99,8.89
NL0206,5.92,6.95,0.86,0.07,37.6,3.87,10.02,18.39
NL0206,6.95,7.98,1.318,0.053,31.94,2.99,11.02,10.44
NL0206,7.98,9.01,1.751,0.118,38.23,1.52,7.95,10.69
NL0206,9.01,10.04,1.679,0.208,33.7,3.3,9.23,7.35
NL0206,10.04,11.07,1.901,0.125,40.74,1.56,5.06,6.25
NL0206,11.07,12.1,2.24,0.168,31.54,2.29,10.33,3.91
NL0206,12.1,13.04,1.95,0.045,13.55,19.27,45.54,1.28
NL0206,13.04,13.98,1.104,0.035,11.36,26.36,42.51,1.43
NL0206,13.98,14.92,1.561,0.041,16.4,17.35,39.19,2.02
NL0206,14.92,15.86,2.825,0.047,15.22,13.02,30.59,1.59
NL0206,15.86,16.8,2.116,0.034,12.55,23.15,42.08,2.09
NL0206,16.8,17.87,0.145,0.006,2.43,51.74,32.3,0.29
NL0206,17.87,18.93,0.166,0.003,2.31,40.46,43.84,0.19
NL0206,18.93,20.0,0.132,0.002,2.49,37.34,46.31,0.63
NL0207,0.0,0.85,0.365,0.022,39.05,0.36,6.31,6.97
NL0207,0.85,1.7,0.319,0.006,38.86,0.38,5.64,9.42
NL0207,1.7,2.72,1.31,0.066,32.18,1.93,12.96,15.71
NL0207,2.72,3.74,0.774,0.049,36.34,1.36,8.48,4.97
NL0207,3.74,4.75,0.65,0.029,43.45,2.15,8.27,2.25
NL0207,4.75,5.77,1.154,0.037,34.25,1.95,13.83,3.19
NL0207,5.77,6.79,2.648,0.19,35.69,2.16,7.74,6.83
NL0207,6.79,7.81,3.283,0.393,34.63,1.8,8.23,12.66
NL0207,7.81,8.83,2.52,0.294,34.55,1.89,7.85,10.42
NL0207,8.83,9.85,1.739,0.125,39.53,1.75,8.91,3.36
NL0207,9.85,10.86,1.553,0.23,34.5,2.06,11.79,8.62
NL0207,10.86,11.88,1.494,0.054,33.22,3.08,12.82,3.88
NL0207,11.88,12.9,1.538,0.07,40.7,3.38,7.13,5.48
NL0207,12.9,13.86,3.86,0.044,16.36,8.44,25.36,3.15
NL0207,13.86,14.82,1.655,0.045,16.48,11.42,29.17,4.69
NL0207,14.82,15.78,1.617,0.108,13.71,22.63,33.21,3.55
NL0207,15.78,16.73,2.075,0.067,10.88,20.76,40.8,3.73
NL0207,16.73,17.69,0.814,0.016,8.93,20.21,53.03,0.94
NL0207,17.69,18.65,0.916,0.015,7.63,27.72,47.6,0.59
NL0207,18.65,19.61,1.347,0.01,8.95,30.82,42.09,0.56
NL0207,19.61,20.57,1.319,0.017,14.02,22.26,43.61,0.38
NL0207,20.57,21.52,1.67,0.033,11.36,27.14,41.77,0.67
NL0207,21.52,22.48,1.289,0.016,13.14,29.07,37.52,0.97
NL0207,22.48,23.44,1.623,0.025,15.2,17.52,35.82,0.6
NL0207,23.44,24.4,2.555,0.05,14.49,22.23,33.34,1.67
NL0207,24.4,25.3,0.424,0.049,5.73,31.74,33.97,0.48
NL0207,25.3,26.2,0.569,0.018,5.82,31.35,29.09,0.22
NL0207,26.2,27.1,0.303,0.014,5.98,28.39,39.24,0.57
NL0207,27.1,28.0,0.355,0.003,5.31,35.2,31.12,0.7
NL0208,0.0,1.03,0.303,0.013,39.9,0.93,8.97,8.52
NL0208,1.03,2.07,0.384,0.037,32.05,1.09,8.68,10.92
NL0208,2.07,3.1,0.469,0.034,32.49,0.5,9.54,6.59
NL0208,3.1,4.14,0.905,0.057,41.25,2.4,10.12,2.24
NL0208,4.14,5.19,0.775,0.059,50.1,1.4,10.97,1.71
NL0208,5.19,6.23,1.591,0.273,46.09,0.71,8.62,2.48
NL0208,6.23,7.28,0.939,0.088,40.16,1.06,11.54,2.26
NL0208,7.28,8.32,1.305,0.168,29.84,1.57,10.21,2.03
NL0208,8.32,9.37,1.309,0.188,32.57,2.54,8.98,3.66
NL0208,9.37,10.41,1.815,0.282,37.11,1.97,7.35,5.21
NL0208,10.41,11.46,1.797,0.186,30.59,2.31,9.65,4.5
NL0208,11.46,12.5,0.84,0.14,31.54,1.47,12.87,10.8
NL0208,12.5,13.58,1.774,0.114,13.85,15.56,37.15,2.18
NL0208,13.58,14.67,0.63,0.04,14.63,15.64,30.36,4.03
NL0208,14.67,15.75,1.119,0.098,12.02,30.65,35.01,1.38
NL0208,15.75,16.83,2.334,0.141,11.6,16.88,29.79,2.49
NL0208,16.83,17.92,1.778,0.121,12.37,31.51,35.48,0.9
NL0208,17.92,19.0,1.451,0.062,12.61,27.26,31.02,2.28
NL0208,19.0,20.0,0.167,0.023,5.05,49.85,29.93,0.75
NL0208,20.0,21.0,0.103,0.007,4.56,54.58,25.43,1.33
NL0208,21.0,22.0,0.184,0.02,6.26,27.27,30.78,0.41
NL0208,22.0,23.0,0.252,0.033,5.94,40.82,29.7,0.63
NL0209,0.0,1.07,0.204,0.011,56.98,0.36,3.39,2.52
NL0209,1.07,2.13,0.167,0.01,44.32,0.43,6.34,4.23
NL0209,2.13,3.2,0.244,0.005,46.56,0.54,5.04,5.62
NL0209,3.2,4.19,0.785,0.022,44.52,1.1,11.97,9.14
NL0209,4.19,5.17,0.978,0.038,43.02,1.44,10.46,6.74
NL0209,5.17,6.16,1.012,0.048,46.74,1.5,13.07,5.26
NL0209,6.16,7.14,0.807,0.03,46.41,2.03,10.6,7.94
NL0209,7.14,8.13,0.636,0.104,42.25,1.99,16.36,4.94
NL0209,8.13,9.11,0.552,0.058,49.84,1.21,11.38,3.38
NL0209,9.11,10.1,1.092,0.059,34.38,1.42,13.0,3.08
NL0209,10.1,11.1,1.172,0.033,12.31,12.1,34.73,1.25
NL0209,11.1,12.1,0.958,0.027,14.12,16.96,25.32,0.45
NL0209,12.1,13.1,0.912,0.025,11.98,15.23,34.89,1.73
NL0209,13.1,14.1,1.672,0.057,16.1,11.62,32.22,1.28
NL0209,14.1,15.1,0.726,0.022,16.16,15.71,34.58,1.04
NL0209,15.1,16.1,1.302,0.031,14.98,9.8,38.89,1.38
NL0209,16.1,17.1,1.748,0.037,14.69,8.76,44.23,1.41
NL0209,17.1,18.1,0.93,0.021,14.78,23.32,40.68,1.66
NL0209,18.1,19.1,1.293,0.071,14.49,20.04,38.61,1.12
NL0209,19.1,20.1,1.718,0.039,11.64,26.04,39.88,3.2
NL0209,20.1,21.1,2.067,0.1,14.37,21.21,27.65,2.35
NL0209,21.1,22.1,1.831,0.089,18.24,13.87,21.98,0.77
NL0209,22.1,23.1,1.673,0.063,18.55,7.8,26.22,1.23
NL0209,23.1,24.1,2.571,0.047,12.65,16.95,31.41,1.48
NL0209,24.1,25.1,2.161,0.028,15.02,11.58,28.52,1.68
NL0209,25.1,26.1,1.265,0.025,14.57,17.67,28.54,1.71
NL0209,26.1,27.1,1.589,0.02,13.9,23.66,35.86,0.89
NL0209,27.1,28.1,1.193,0.033,14.59,16.43,46.34,1.96
NL0209,28.1,29.1,1.578,0.052,12.95,17.29,39.39,3.51
NL0209,29.1,30.1,1.405,0.039,14.12,16.86,33.56,2.54
NL0209,30.1,31.1,1.023,0.016,16.05,22.49,33.62,0.98
NL0209,31.1,32.1,1.385,0.014,13.31,33.8,32.46,0.92
NL0209,32.1,33.1,1.872,0.063,14.8,23.48,34.16,1.09
NL0209,33.1,34.1,1.728,0.064,15.53,22.39,34.59,1.11
NL0209,34.1,35.07,0.221,0.018,5.13,50.34,29.28,0.75
NL0209,35.07,36.03,0.405,0.017,2.82,41.25,41.68,0.5
NL0209,36.03,37.0,0.236,0.008,2.44,41.23,42.6,0.37
NL0210,0.0,1.06,0.302,0.013,49.96,0.27,4.21,5.66
NL0210,1.06,2.12,0.262,0.016,49.64,0.28,4.07,12.33
NL0210,2.12,3.18,0.253,0.011,43.22,0.49,4.45,13.96
NL0210,3.18,4.24,0.373,0.013,45.63,0.86,5.21,12.55
NL0210,4.24,5.3,0.435,0.011,52.55,0.27,3.96,6.94
NL0210,5.3,6.34,0.838,0.079,50.24,0.9,8.67,5.44
NL0210,6.34,7.38,1.336,0.178,43.26,1.31,10.66,3.5
NL0210,7.38,8.42,0.822,0.069,42.7,1.36,10.71,4.47
NL0210,8.42,9.46,0.55,0.068,46.02,2.69,8.41,6.66
NL0210,9.46,10.5,0.927,0.113,47.95,0.88,4.73,12.51
NL0210,10.5,11.54,1.186,0.138,41.85,1.04,7.4,9.16
NL0210,11.54,12.58,0.665,0.156,52.68,0.66,6.3,4.69
NL0210,12.58,13.62,0.844,0.158,50.52,0.61,7.46,6.42
NL0210,13.62,14.66,1.296,0.15,45.28,1.14,10.91,4.65
NL0210,14.66,15.7,1.168,0.066,48.03,1.57,9.52,4.08
NL0210,15.7,16.68,2.035,0.052,18.63,11.12,26.62,2.06
NL0210,16.68,17.65,1.449,0.04,20.76,14.63,26.84,1.17
NL0210,17.65,18.62,1.746,0.114,18.32,23.93,27.31,1.37
NL0210,18.62,19.6,2.06,0.092,15.11,24.29,30.86,1.53
NL0210,19.6,20.58,3.457,0.136,13.91,17.11,25.89,2.81
NL0210,20.58,21.55,1.763,0.055,12.69,17.28,34.21,2.0
NL0210,21.55,22.52,2.29,0.017,15.48,12.71,26.12,1.47
NL0210,22.52,23.5,3.256,0.019,17.1,12.37,21.21,1.96
NL0210,23.5,24.62,0.221,0.005,7.54,20.61,28.09,0.7
NL0210,24.62,25.75,0.496,0.023,5.88,25.65,33.53,0.68
NL0210,25.75,26.88,0.248,0.018,6.85,25.87,31.61,0.52
NL0210,26.88,28.0,0.347,0.015,6.98,26.36,38.64,0.5
NL0211,0.0,0.9,0.897,0.054,41.92,0.49,4.93,4.25
NL0211,0.9,1.8,0.679,0.075,41.29,0.57,3.86,3.04
NL0211,1.8,2.7,0.365,0.058,49.39,0.24,4.2,5.06
NL0211,2.7,3.76,1.43,0.151,41.42,1.39,10.92,5.77
NL0211,3.76,4.81,1.765,0.138,38.29,1.03,9.55,7.16
NL0211,4.81,5.87,4.151,0.245,35.66,1.15,11.06,7.74
NL0211,5.87,6.93,1.445,0.111,48.59,1.3,10.1,3.37
NL0211,6.93,7.99,1.351,0.1,30.71,1.97,10.24,4.41
NL0211,7.99,9.04,1.367,0.054,34.64,4.78,10.46,3.79
NL0211,9.04,10.1,1.675,0.066,41.82,1.71,9.98,4.07
NL0211,10.1,11.09,1.126,0.021,15.45,15.99,42.02,3.61
NL0211,11.09,12.07,1.328,0.033,19.52,9.92,28.59,2.93
NL0211,12.07,13.06,1.757,0.013,18.44,11.71,30.6,4.85
NL0211,13.06,14.04,1.847,0.017,14.81,27.35,33.06,3.4
NL0211,14.04,15.03,1.562,0.022,13.45,17.63,46.18,2.94
NL0211,15.03,16.01,1.773,0.015,15.97,12.33,32.95,5.26
NL0211,16.01,17.0,1.769,0.024,15.65,16.38,40.81,6.15
NL0211,17.0,17.98,1.152,0.024,11.62,19.28,45.23,5.39
NL0211,17.98,18.97,2.13,0.028,10.44,18.02,49.45,2.87
NL0211,18.97,19.95,3.344,0.067,11.19,22.75,37.63,2.31
NL0211,19.95,20.94,2.494,0.036,13.45,15.99,29.15,1.01
NL0211,20.94,21.92,2.801,0.038,13.86,23.98,33.01,1.64
NL0211,21.92,22.91,4.601,0.041,12.03,11.95,42.71,1.58
NL0211,22.91,23.89,2.665,0.052,13.13,19.77,35.76,2.57
NL0211,23.89,24.88,1.759,0.021,15.74,14.82,29.67,3.94
NL0211,24.88,25.86,1.892,0.02,17.35,12.93,26.68,6.83
NL0211,25.86,26.85,2.391,0.055,20.22,9.74,31.96,2.12
NL0211,26.85,27.83,3.125,0.056,18.9,5.88,35.81,1.79
NL0211,27.83,28.82,4.516,0.098,15.0,9.66,40.37,2.1
NL0211,28.82,29.8,3.278,0.051,17.33,11.03,39.06,2.66
NL0211,29.8,30.79,2.629,0.026,17.86,9.43,37.19,1.57
NL0211,30.79,31.77,1.636,0.016,11.16,22.29,46.73,0.93
NL0211,31.77,32.76,2.396,0.047,10.45,34.16,35.09,0.7
NL0211,32.76,33.74,2.588,0.117,8.92,28.91,41.53,1.36
NL0211,33.74,34.73,2.532,0.294,10.11,36.29,29.45,0.74
NL0211,34.73,35.71,3.21,0.166,8.44,38.86,32.11,0.67
NL0211,35.71,36.7,2.878,0.122,8.42,22.37,48.81,0.96
NL0211,36.7,37.85,0.272,0.012,3.01,52.42,30.63,0.28
NL0211,37.85,39.0,0.3,0.008,5.47,51.71,27.09,0.99
NL0212,0.0,0.4,0.47,0.025,45.59,0.62,4.67,6.56
NL0212,0.4,1.41,1.412,0.118,43.26,2.18,11.05,3.8
NL0212,1.41,2.42,3.221,0.23,32.33,2.47,9.06,6.98
NL0212,2.42,3.44,2.348,0.186,32.28,2.71,7.26,10.1
NL0212,3.44,4.45,2.516,0.38,35.89,2.28,8.85,10.36
NL0212,4.45,5.46,2.472,0.185,32.21,2.34,10.46,12.34
NL0212,5.46,6.48,2.569,0.431,37.77,2.25,6.62,12.62
NL0212,6.48,7.49,1.95,0.166,32.98,1.21,13.79,8.75
NL0212,7.49,8.5,0.984,0.112,43.36,0.87,10.88,5.92
NL0212,8.5,9.52,1.633,0.061,11.83,14.86,33.74,1.9
NL0212,9.52,10.55,2.33,0.057,12.89,19.89,35.93,2.55
NL0212,10.55,11.57,2.097,0.022,12.89,14.08,49.3,3.49
NL0212,11.57,12.59,1.548,0.037,13.16,17.99,38.4,3.63
NL0212,12.59,13.62,1.712,0.032,13.37,14.36,44.25,2.89
NL0212,13.62,14.64,1.195,0.007,19.52,8.47,33.95,1.07
NL0212,14.64,15.66,1.286,0.008,16.67,14.23,36.42,1.85
NL0212,15.66,16.68,1.618,0.018,16.56,12.69,39.99,1.38
NL0212,16.68,17.71,1.78,0.021,15.89,15.44,39.79,1.95
NL0212,17.71,18.73,1.341,0.021,14.32,16.71,42.76,1.22
NL0212,18.73,19.75,2.287,0.023,10.01,22.59,47.13,1.02
NL0212,19.75,20.78,1.968,0.039,13.26,15.36,45.46,1.97
NL0212,20.78,21.8,2.741,0.025,14.65,11.98,39.87,2.5
NL0212,21.8,22.85,0.275,0.018,5.79,31.9,40.91,1.37
NL0212,22.85,23.9,0.33,0.013,5.68,31.9,45.55,1.0
NL0212,23.9,24.95,0.408,0.013,3.9,38.53,42.87,0.49
NL0212,24.95,26.0,0.337,0.01,6.04,45.96,29.7,1.6
NL0213,0.0,1.0,0.49,0.022,52.33,0.28,3.91,4.82
NL0213,1.0,2.0,0.697,0.027,47.95,0.63,3.96,9.93
NL0213,2.0,3.0,0.548,0.04,40.97,0.66,4.6,8.64
NL0213,3.0,4.0,0.494,0.019,40.67,0.69,4.44,17.98
NL0213,4.0,5.02,1.169,0.124,38.88,2.17,11.06,8.56
NL0213,5.02,6.03,1.457,0.081,34.76,2.24,11.91,5.59
NL0213,6.03,7.05,2.385,0.166,32.28,1.92,9.88,7.31
NL0213,7.05,8.07,2.983,0.173,40.51,1.27,6.52,17.89
NL0213,8.07,9.08,1.014,0.079,46.5,1.71,6.42,12.01
NL0213,9.08,10.1,1.556,0.158,37.09,1.34,9.34,7.12
NL0213,10.1,11.07,1.369,0.087,20.54,13.92,31.1,3.55
NL0213,11.07,12.04,1.395,0.084,18.58,16.77,30.35,3.13
NL0213,12.04,13.01,1.931,0.057,13.34,20.86,43.93,1.61
NL0213,13.01,13.99,1.234,0.027,19.54,14.34,27.36,1.56
NL0213,13.99,14.96,3.261,0.072,13.06,16.57,37.33,2.97
NL0213,14.96,15.93,2.406,0.032,19.39,10.5,29.22,1.59
NL0213,15.93,16.9,2.109,0.013,19.52,13.41,25.47,2.99
NL0213,16.9,17.92,0.257,0.005,7.08,32.17,32.53,1.02
NL0213,17.92,18.95,0.277,0.006,6.43,28.77,31.7,0.79
NL0213,18.95,19.98,0.424,0.004,4.19,35.95,45.09,0.42
NL0213,19.98,21.0,0.154,0.005,6.62,34.56,43.29,0.49
NL0214,0.0,0.97,0.182,0.021,46.0,0.5,3.93,17.54
NL0214,0.97,1.93,0.429,0.026,37.06,0.58,4.95,11.65
NL0214,1.93,2.9,0.201,0.012,43.54,0.65,4.05,3.94
NL0214,2.9,4.03,1.207,0.096,40.06,1.82,7.91,6.48
NL0214,4.03,5.15,1.314,0.13,38.58,1.47,9.32,11.67
NL0214,5.15,6.28,0.933,0.105,43.75,1.12,12.36,9.57
NL0214,6.28,7.4,1.247,0.194,34.96,1.25,10.8,24.14
NL0214,7.4,8.36,1.866,0.033,11.55,18.97,46.53,3.58
NL0214,8.36,9.33,1.02,0.017,13.27,22.85,42.59,2.26
NL0214,9.33,10.29,1.619,0.06,15.4,26.23,33.17,1.8
NL0214,10.29,11.26,1.508,0.023,12.53,21.0,45.96,1.18
NL0214,11.26,12.22,1.155,0.036,19.86,16.63,40.73,0.72
NL0214,12.22,13.19,1.504,0.034,20.93,9.57,34.46,1.15
NL0214,13.19,14.15,2.404,0.061,17.12,8.47,31.07,1.43
NL0214,14.15,15.11,2.005,0.072,12.42,18.27,48.4,0.93
NL0214,15.11,16.08,1.593,0.076,14.54,15.0,48.55,1.54
NL0214,16.08,17.04,1.502,0.026,16.42,21.97,38.83,1.78
NL0214,17.04,18.01,2.2,0.022,16.25,18.33,33.45,1.51
NL0214,18.01,18.97,2.203,0.023,17.84,13.51,33.92,1.1
NL0214,18.97,19.94,3.495,0.025,18.17,9.48,29.04,0.9
NL0214,19.94,20.9,3.564,0.026,20.3,5.68,35.99,1.21
NL0214,20.9,21.92,0.322,0.007,8.07,14.24,31.69,0.51
NL0214,21.92,22.95,0.596,0.006,6.08,22.83,47.76,0.48
NL0214,22.95,23.98,0.218,0.005,7.48,20.06,45.41,0.42
NL0214,23.98,25.0,0.333,0.005,8.43,19.18,35.45,0.32
NL0215,0.0,0.75,0.266,0.011,39.49,0.59,4.22,11.22
NL0215,0.75,1.5,0.272,0.014,38.94,0.68,5.92,13.2
NL0215,1.5,2.6,1.002,0.053,38.33,1.63,7.92,4.5
NL0215,2.6,3.7,1.169,0.09,40.01,2.61,7.15,4.78
NL0215,3.7,4.8,0.962,0.12,44.15,1.39,7.84,6.35
NL0215,4.8,5.9,0.934,0.115,33.92,2.61,8.45,3.86
NL0215,5.9,6.91,1.098,0.036,14.87,11.56,43.09,4.14
NL0215,6.91,7.93,1.33,0.045,15.91,8.97,39.01,2.33
NL0215,7.93,8.94,1.367,0.056,13.09,16.55,40.65,2.7
NL0215,8.94,9.95,0.905,0.034,14.59,16.78,39.9,1.62
NL0215,9.95,10.97,1.527,0.026,13.25,14.83,43.38,1.7
NL0215,10.97,11.98,1.674,0.059,12.43,15.07,40.84,0.78
NL0215,11.98,12.99,1.066,0.042,8.81,32.38,39.72,1.89
NL0215,12.99,14.01,1.66,0.043,10.7,19.63,49.96,0.94
NL0215,14.01,15.02,2.192,0.07,10.6,22.1,46.25,1.62
NL0215,15.02,16.03,3.127,0.067,11.53,21.63,42.13,3.69
NL0215,16.03,17.05,4.546,0.091,11.01,18.92,45.38,2.06
NL0215,17.05,18.06,2.707,0.054,15.44,18.76,40.79,0.98
NL0215,18.06,19.07,2.299,0.061,13.3,13.63,51.28,1.08
NL0215,19.07,20.09,3.208,0.012,8.42,16.2,54.14,1.53
NL0215,20.09,21.1,3.271,0.024,11.03,20.3,33.76,1.96
NL0215,21.1,22.05,0.214,0.005,5.6,30.53,36.0,0.42
